종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
016170,로엔,"73,100","-2,800","3.69","854,848,000","1,848,823,635,500"
085370,루트로닉,"34,650","-250","0.72","2,091,646,150","377,443,870,650"
058470,리노공업,"42,100","-1,250","2.88","534,742,900","641,703,777,000"
016100,리더스코스메틱,"21,050","-950","4.32","2,699,323,750","377,626,832,850"
038290,마크로젠,"32,850","-50","0.15","802,165,750","294,698,729,700"
005990,매일유업,"39,850","-300","0.75","830,484,550","541,107,528,800"
086900,메디톡스,"344,700","-11,900","3.34","6,137,159,500","1,949,807,614,500"
078160,메디포스트,"54,300","0","0.00","3,173,726,100","426,712,260,300"
140410,메지온,"22,700","-300","1.30","360,234,900","185,186,600,000"
080160,모두투어,"28,500","-450","1.55","1,255,285,750","359,100,000,000"
206640,바디텍메드,"20,300","-350","1.69","1,801,102,650","429,647,409,100"
053030,바이넥스,"16,850","-100","0.59","3,137,012,150","527,378,848,800"
084990,바이로메드,"104,600","1,100","1.06","6,685,969,500","1,669,024,796,000"
043150,바텍,"36,150","0","0.00","729,761,300","536,981,354,400"
006910,보성파워텍,"6,340","80","1.28","7,889,856,890","290,718,918,460"
100120,뷰웍스,"59,000","-800","1.34","1,612,309,800","590,110,035,000"
033560,블루콤,"10,800","-50","0.46","353,688,150","207,360,000,000"
024950,삼천리자전거,"12,550","-200","1.57","362,481,100","166,583,391,350"
006730,서부T&D,"18,400","0","0.00","1,435,508,800","631,713,676,000"
046890,서울반도체,"16,100","550","3.54","10,297,187,850","938,716,940,000"
063170,서울옥션,"10,100","350","3.59","1,365,224,300","170,866,750,000"
035890,서희건설,"1,425","20","1.42","1,283,925,785","227,910,510,000"
123420,선데이토즈,"20,100","-400","1.95","971,772,150","192,353,824,200"
014620,성광벤드,"8,870","10","0.11","555,434,160","253,682,000,000"
015750,성우하이텍,"7,670","-20","0.26","470,782,650","460,200,000,000"
036630,세종텔레콤,"914","10","1.11","1,486,816,910","274,498,079,164"
049180,셀루메드,"1,595","90","5.98","23,725,869,105","289,578,384,370"
068270,셀트리온,"108,200","800","0.74","46,645,954,300","12,615,938,981,400"
068760,셀트리온제약,"23,450","-450","1.88","3,611,748,850","742,317,980,950"
036830,솔브레인,"61,600","1,200","1.99","3,890,322,700","1,020,290,717,600"
086980,쇼박스,"5,580","-50","0.89","1,088,883,300","349,308,000,000"
192440,슈피겐코리아,"56,500","-400","0.70","1,049,890,600","351,224,509,500"
108320,실리콘웍스,"28,450","650","2.34","1,692,069,750","462,719,335,000"
049960,쎌바이오텍,"47,700","-950","1.95","935,211,850","448,380,000,000"
096530,씨젠,"35,000","50","0.14","2,847,710,000","918,190,700,000"
060590,씨티씨바이오,"10,350","-150","1.43","1,070,110,800","180,867,626,550"
013990,아가방컴퍼니,"7,620","-80","1.04","1,329,561,270","250,603,024,320"
092040,아미코젠,"43,000","-1,550","3.48","1,247,180,150","391,977,465,000"
067390,아스트,"17,350","-150","0.86","777,910,850","250,243,196,650"
099190,아이센스,"28,600","-800","2.72","1,313,094,550","392,416,538,800"
067160,아프리카TV,"24,050","-600","2.43","797,986,950","261,464,793,850"
053800,안랩,"53,900","-3,900","6.75","10,377,077,600","539,746,784,500"
025980,에머슨퍼시픽,"33,500","-350","1.03","689,439,500","551,550,130,500"
056190,에스에프에이,"66,500","2,000","3.10","11,161,447,800","1,193,966,270,000"
041510,에스엠,"25,100","-800","3.09","3,862,929,400","546,067,141,300"
109610,에스와이패널,"30,600","200","0.66","2,567,204,300","371,790,000,000"
237690,에스티팜,"43,800","-1,050","2.34","3,124,011,800","809,616,720,000"
028300,에이치엘비,"13,650","500","3.80","4,677,161,150","489,813,992,850"
182400,에이티젠,"34,700","-900","2.53","1,941,268,800","395,286,507,400"
065160,에프티이앤이,"6,520","0","0.00","668,228,680","353,369,473,440"
115960,연우,"36,400","-2,150","5.58","2,384,275,200","451,287,200,000"
048260,오스템임플란트,"58,900","-1,800","2.97","2,139,163,700","841,428,731,300"
019210,와이지-원,"9,090","0","0.00","299,438,250","218,280,260,700"
122870,와이지엔터테인먼트,"27,450","-900","3.17","1,848,095,700","453,599,693,550"
215360,우리산업,"22,050","-1,100","4.75","3,207,946,150","201,364,194,150"
240810,원익IPS,"26,000","-200","0.76","6,393,102,850","1,073,109,336,000"
104830,원익머트리얼즈,"67,700","400","0.59","1,794,342,800","422,840,660,000"
030530,원익홀딩스,"6,850","110","1.63","3,066,798,820","529,080,169,850"
069080,웹젠,"14,950","0","0.00","946,226,650","527,897,715,800"
112040,위메이드,"22,450","150","0.67","892,225,550","377,160,000,000"
023410,유진기업,"5,120","10","0.20","863,118,870","378,880,000,000"
084370,유진테크,"17,450","-300","1.69","2,142,359,200","399,884,932,900"
102710,이엔에프테크놀로지,"23,600","-100","0.42","1,927,868,350","335,120,000,000"
039030,이오테크닉스,"89,300","-500","0.56","4,030,968,000","1,096,659,901,800"
035810,이지바이오,"6,320","180","2.93","3,554,113,240","334,993,217,920"
016250,이테크건설,"134,000","-3,100","2.26","1,232,839,700","375,200,000,000"
041830,인바디,"26,450","-550","2.04","1,360,482,100","361,936,033,900"
119610,인터로조,"36,700","-1,300","3.42","1,180,461,250","395,479,200,000"
108790,인터파크,"9,790","-410","4.02","362,895,340","323,458,467,200"
035080,인터파크홀딩스,"4,900","-120","2.39","549,631,350","289,100,000,000"
048530,인트론바이오,"31,150","550","1.80","2,490,089,650","468,448,091,300"
065620,제낙스,"23,400","900","4.00","1,488,778,250","502,789,809,600"
095700,제넥신,"44,600","1,450","3.36","2,184,541,250","793,436,988,200"
054950,제이브이엠,"42,100","-850","1.98","722,777,700","266,531,226,800"
036420,제이콘텐트리,"3,810","-55","1.42","3,284,096,870","434,602,821,420"
082270,젬백스,"14,350","-200","1.37","2,146,987,100","438,959,210,200"
067000,조이시티,"26,650","6,150","30.00","15,198,939,950","314,027,476,750"
036930,주성엔지니어링,"10,450","100","0.97","4,055,695,350","504,204,265,400"
114570,지스마트글로벌,"14,150","-450","3.08","6,423,846,900","279,865,435,400"
115450,지트리비앤티,"16,600","-50","0.30","741,852,000","367,096,284,400"
085660,차바이오텍,"12,400","-300","2.36","1,987,585,300","627,213,985,200"
035720,카카오,"76,700","-300","0.39","11,019,345,300","5,186,125,340,500"
078340,컴투스,"91,000","3,800","4.36","6,602,663,200","1,170,844,220,000"
214370,케어젠,"78,900","-3,200","3.90","2,457,772,600","845,019,000,000"
052400,코나아이,"11,650","-450","3.72","2,880,651,650","181,263,724,700"
027050,코리아나,"6,030","-370","5.78","2,987,502,610","241,200,000,000"
041960,코미팜,"34,050","-950","2.71","3,625,385,100","1,862,205,974,850"
069110,코스온,"11,500","-500","4.17","1,629,037,550","201,369,243,500"
102940,코오롱생명과학,"115,200","-2,200","1.87","2,960,961,100","876,774,528,000"
200130,콜마비앤에이치,"17,450","-1,100","5.93","1,021,425,850","515,535,087,100"
114120,크루셜텍,"8,150","90","1.12","2,023,481,900","232,498,636,000"
083790,크리스탈,"17,100","100","0.59","2,632,234,300","442,565,288,100"
054780,키이스트,"2,550","-20","0.78","897,491,335","197,506,345,950"
023160,태광,"8,210","-80","0.97","216,494,950","217,565,000,000"
044490,태웅,"22,000","-450","2.00","1,184,988,000","408,584,990,000"
108230,톱텍,"23,350","250","1.08","5,910,551,050","842,431,970,950"
064760,티씨케이,"31,000","-1,350","4.17","1,375,756,350","361,925,000,000"
034230,파라다이스,"12,200","50","0.41","3,085,214,150","1,109,500,598,400"
214450,파마리서치프로덕트,"39,850","-550","1.36","587,362,950","377,228,747,450"
091700,파트론,"10,150","-200","1.93","3,031,032,150","549,687,561,500"
043370,평화정공,"11,900","-50","0.42","476,355,500","249,900,000,000"
022100,포스코 ICT,"5,780","0","0.00","1,099,582,660","878,760,733,620"
003670,포스코켐텍,"12,000","0","0.00","637,172,000","708,840,000,000"
136480,하림,"4,945","30","0.61","2,412,226,260","266,762,663,410"
024660,하림홀딩스,"4,050","-50","1.22","385,031,320","361,086,619,500"
013030,하이록코리아,"20,500","-600","2.84","353,678,400","279,071,256,000"
025770,한국정보통신,"10,750","200","1.90","580,964,500","417,236,987,250"
030520,한글과컴퓨터,"16,400","-150","0.91","565,118,150","378,548,260,400"
064240,홈캐스트,"17,300","-300","1.70","13,678,007,250","557,421,448,900"
200670,휴메딕스,"32,500","-1,050","3.13","888,113,700","284,259,950,000"
084110,휴온스글로벌,"33,200","-1,100","3.21","844,056,400","322,653,270,400"
145020,휴젤,"315,500","-5,600","1.74","6,942,223,200","1,036,120,299,000"
