종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
213420,덕산네오룩스,"24,600","0","0.00","5,986,939,400","590,646,295,200"
100130,동국S&C,"5,870","150","2.62","3,098,975,390","335,429,410,000"
086450,동국제약,"63,000","-400","0.63","860,824,700","560,196,000,000"
005290,동진쎄미켐,"20,700","-1,400","6.33","16,369,954,800","1,064,280,025,800"
025900,동화기업,"31,350","-300","0.95","351,380,150","450,084,300,600"
039840,디오,"35,300","-150","0.42","3,983,974,450","535,550,525,900"
141080,레고켐바이오,"42,350","2,100","5.22","8,540,677,600","421,576,759,450"
016170,로엔,"110,200","-2,300","2.04","4,631,379,800","2,787,145,891,000"
085370,루트로닉,"11,700","100","0.86","1,669,812,900","270,584,109,900"
058470,리노공업,"56,700","-800","1.39","2,299,416,100","864,242,379,000"
016100,리더스코스메틱,"19,650","1,600","8.86","6,294,110,250","352,511,509,050"
038290,마크로젠,"39,150","2,850","7.85","44,363,625,950","369,241,150,050"
086900,메디톡스,"498,400","13,500","2.78","18,559,347,300","2,819,217,044,000"
078160,메디포스트,"122,000","5,000","4.27","66,826,909,100","958,727,362,000"
080420,모다이노칩,"10,950","200","1.86","911,334,100","436,475,880,450"
080160,모두투어,"32,400","1,900","6.23","5,676,443,550","612,360,000,000"
049950,미래컴퍼니,"92,500","3,000","3.35","9,957,527,500","708,626,590,000"
206640,바디텍메드,"19,200","1,300","7.26","7,684,992,250","447,384,710,400"
053030,바이넥스,"11,600","800","7.41","13,222,329,550","363,177,996,800"
084990,바이로메드,"166,300","3,000","1.84","44,555,140,400","2,653,526,038,000"
043150,바텍,"33,650","-400","1.17","1,729,852,100","499,845,714,400"
100120,뷰웍스,"41,450","550","1.34","4,917,253,600","414,577,304,250"
090460,비에이치,"26,050","-1,250","4.58","44,835,919,800","814,577,664,800"
006730,서부T&D,"12,550","-550","4.20","3,040,153,950","591,976,647,700"
046890,서울반도체,"27,350","-500","1.80","17,048,788,900","1,594,652,690,000"
035890,서희건설,"1,245","-30","2.35","1,735,798,215","215,967,342,525"
014620,성광벤드,"10,150","170","1.70","1,327,102,890","290,290,000,000"
015750,성우하이텍,"6,420","-100","1.53","1,847,511,540","385,200,000,000"
036630,세종텔레콤,"629","11","1.78","5,960,616,453","377,605,133,254"
068270,셀트리온,"225,900","4,800","2.17","264,647,210,100","27,710,345,181,600"
068760,셀트리온제약,"62,600","1,400","2.29","59,613,138,700","2,087,071,292,200"
091990,셀트리온헬스케어,"106,700","-1,900","1.75","302,987,781,500","14,654,009,734,100"
036830,솔브레인,"65,800","-1,700","2.52","3,914,890,000","1,144,806,231,800"
086980,쇼박스,"5,390","-10","0.19","1,313,553,060","337,414,000,000"
192440,슈피겐코리아,"45,400","0","0.00","1,337,690,050","282,222,880,200"
215600,신라젠,"102,500","9,000","9.63","673,799,494,100","6,970,148,317,500"
108320,실리콘웍스,"51,100","-1,800","3.40","5,414,400,200","831,105,730,000"
049960,쎌바이오텍,"39,900","-100","0.25","1,152,963,050","375,060,000,000"
096530,씨젠,"33,600","100","0.30","5,345,570,000","881,463,072,000"
092040,아미코젠,"47,800","50","0.10","2,091,949,300","458,677,089,000"
067390,아스트,"19,200","-150","0.78","2,137,780,600","282,993,388,800"
099190,아이센스,"25,200","-100","0.40","1,535,467,250","346,102,797,600"
053800,안랩,"53,300","-400","0.74","7,818,569,900","533,738,471,500"
025980,에머슨퍼시픽,"30,150","1,400","4.87","5,709,582,700","496,395,117,450"
056190,에스에프에이,"37,900","-850","2.19","10,458,568,500","1,360,942,004,000"
041510,에스엠,"34,750","50","0.14","9,712,078,100","756,009,289,250"
007820,에스엠코어,"17,850","950","5.62","11,433,055,800","357,000,000,000"
109610,에스와이패널,"6,560","260","4.13","875,751,710","158,096,000,000"
237690,에스티팜,"32,200","-850","2.57","3,563,889,000","600,723,200,000"
028300,에이치엘비,"42,700","4,050","10.48","97,326,285,850","1,545,316,330,600"
182400,에이티젠,"20,050","50","0.25","2,596,002,000","240,370,728,250"
086520,에코프로,"39,700","300","0.76","30,732,967,200","876,980,582,700"
065160,에프티이앤이,"5,370","740","15.98","9,990,995,925","364,084,845,450"
066970,엘앤에프,"43,100","300","0.70","16,054,586,550","1,059,308,308,900"
115960,연우,"30,650","550","1.83","713,234,900","379,998,700,000"
048260,오스템임플란트,"59,100","0","0.00","4,124,785,300","844,285,874,700"
019210,와이지-원,"14,950","-200","1.32","5,055,699,900","427,148,290,400"
122870,와이지엔터테인먼트,"28,600","-250","0.87","2,383,619,400","520,111,277,400"
215360,우리산업,"35,200","100","0.28","5,817,262,600","321,452,137,600"
240810,원익IPS,"32,550","-850","2.54","7,321,061,950","1,343,450,341,800"
104830,원익머트리얼즈,"67,300","-2,200","3.17","5,533,614,300","424,259,200,000"
030530,원익홀딩스,"7,730","-160","2.03","2,027,923,500","597,049,593,130"
069080,웹젠,"38,500","-550","1.41","29,806,587,900","1,359,469,034,000"
112040,위메이드,"52,400","2,000","3.97","12,541,996,300","880,320,000,000"
018000,유니슨,"4,080","75","1.87","6,791,372,320","310,499,872,800"
023410,유진기업,"4,840","-80","1.63","1,188,134,925","365,426,630,800"
084370,유진테크,"20,300","-800","3.79","3,364,240,400","465,195,652,600"
272290,이녹스첨단소재,"82,700","-2,800","3.27","21,470,466,400","716,251,550,700"
102710,이엔에프테크놀로지,"25,200","-600","2.33","3,350,269,300","357,840,000,000"
039030,이오테크닉스,"105,500","-3,500","3.21","10,578,024,300","1,295,606,043,000"
035810,이지바이오,"6,540","120","1.87","4,059,852,120","367,488,518,700"
016250,이테크건설,"123,900","-3,800","2.98","1,120,008,200","346,920,000,000"
041830,인바디,"40,100","0","0.00","7,365,160,900","548,719,658,200"
119610,인터로조,"38,300","-550","1.42","714,292,400","412,720,800,000"
108790,인터파크,"9,420","110","1.18","549,548,010","311,988,327,600"
035080,인터파크홀딩스,"3,930","-10","0.25","483,051,615","229,905,000,000"
051370,인터플렉스,"44,750","-50","0.11","16,051,633,900","943,294,737,000"
048530,인트론바이오,"45,200","500","1.12","15,681,545,250","679,738,482,400"
065620,제낙스,"33,900","700","2.11","3,593,930,900","728,400,621,600"
095700,제넥신,"77,500","4,500","6.16","41,596,730,600","1,538,008,812,500"
054950,제이브이엠,"56,400","-1,000","1.74","1,468,534,500","357,063,211,200"
090470,제이스텍,"17,750","-150","0.84","1,570,235,400","259,111,092,000"
036420,제이콘텐트리,"5,780","320","5.86","10,312,446,350","659,318,715,960"
003380,제일홀딩스,"16,800","-50","0.30","3,660,460,200","1,188,062,400,000"
082270,젬백스,"15,350","1,100","7.72","9,761,990,600","472,141,961,900"
036930,주성엔지니어링,"13,650","50","0.37","7,003,774,350","658,601,743,800"
114570,지스마트글로벌,"13,400","-50","0.37","2,224,603,050","276,665,203,800"
115450,지트리비앤티,"38,400","3,200","9.09","30,163,952,050","886,346,188,800"
085660,차바이오텍,"29,250","6,750","30.00","356,269,978,450","1,499,164,845,750"
078340,컴투스,"136,500","400","0.29","10,171,294,900","1,756,266,330,000"
214370,케어젠,"88,300","2,600","3.03","15,679,172,300","948,606,900,000"
027050,코리아나,"7,000","270","4.01","3,673,000,770","280,000,000,000"
041960,코미팜,"39,050","800","2.09","10,227,619,600","2,150,892,236,350"
241710,코스메카코리아,"65,700","700","1.08","873,441,800","350,838,000,000"
102940,코오롱생명과학,"108,500","3,000","2.84","10,002,764,100","825,781,565,000"
033290,코웰패션,"5,300","-90","1.67","4,293,246,720","482,301,240,200"
200130,콜마비앤에이치,"32,800","250","0.77","2,419,085,550","969,028,702,400"
083790,크리스탈,"24,800","1,050","4.42","18,840,822,250","642,399,632,800"
237880,클리오,"36,450","-300","0.82","903,455,500","617,758,062,750"
023160,태광,"12,300","250","2.07","479,612,550","325,950,000,000"
044490,태웅,"19,550","200","1.03","2,188,400,200","391,144,298,550"
095610,테스,"37,300","-900","2.36","6,200,129,900","737,354,829,800"
038540,텍셀네트컴,"12,850","600","4.90","6,130,910,650","613,566,901,450"
108230,톱텍,"29,500","1,000","3.51","10,685,849,350","1,064,314,481,500"
064760,티씨케이,"76,300","-700","0.91","2,776,507,800","890,802,500,000"
034230,파라다이스,"22,650","350","1.57","34,554,562,800","2,059,851,520,800"
214450,파마리서치프로덕트,"63,500","4,600","7.81","14,657,760,600","601,104,779,500"
091700,파트론,"9,900","460","4.87","6,439,311,650","536,148,459,000"
263750,펄어비스,"249,000","1,400","0.57","52,383,000,800","3,004,508,700,000"
043370,평화정공,"10,450","-50","0.48","645,366,750","219,450,000,000"
022100,포스코 ICT,"8,460","110","1.32","9,902,316,540","1,286,213,807,340"
003670,포스코켐텍,"40,500","700","1.76","29,312,712,350","2,392,335,000,000"
031980,피에스케이,"24,900","-850","3.30","5,462,827,600","506,256,939,600"
136480,하림,"3,190","70","2.24","2,856,789,690","277,357,542,220"
024660,하림홀딩스,"3,710","0","0.00","291,880,845","330,773,174,900"
025770,한국정보통신,"11,950","-200","1.65","648,556,850","463,812,278,850"
030520,한글과컴퓨터,"17,850","-100","0.56","970,696,000","412,017,466,350"
064240,홈캐스트,"15,700","1,150","7.90","36,755,212,400","505,868,020,100"
200670,휴메딕스,"43,500","300","0.69","3,777,547,150","387,935,262,000"
243070,휴온스,"90,000","400","0.45","5,210,400,600","557,100,990,000"
084110,휴온스글로벌,"57,900","2,300","4.14","5,825,644,400","573,887,719,500"
145020,휴젤,"555,000","-4,600","0.82","9,512,856,000","2,390,776,275,000"
