종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
084850,아이티엠반도체,"12,410","-340","2.67","323,353,270","281,495,210,940"
114840,아이패밀리에스씨,"20,400","1,710","9.15","4,316,068,000","351,735,657,600"
053800,안랩,"68,700","2,500","3.78","7,591,866,700","764,390,962,200"
196170,알테오젠,"300,000","-9,500","3.07","180,303,958,000","15,995,648,400,000"
101490,에스앤에스텍,"27,800","2,200","8.59","6,404,341,600","596,350,226,600"
056190,에스에프에이,"19,140","-360","1.85","2,606,510,040","687,293,666,400"
041510,에스엠,"71,500","-4,100","5.42","13,309,499,800","1,669,784,330,500"
237690,에스티팜,"85,400","-3,500","3.94","10,525,491,300","1,719,555,474,000"
058610,에스피지,"28,450","5,050","21.58","111,387,053,450","630,945,892,000"
298380,에이비엘바이오,"29,750","-150","0.50","12,779,665,150","1,436,387,774,500"
101360,에코앤드림,"21,950","50","0.23","2,220,276,900","390,405,202,300"
086520,에코프로,"55,200","-2,300","4.00","51,268,843,100","7,349,236,368,000"
247540,에코프로비엠,"105,500","-4,400","4.00","48,872,997,500","10,318,041,792,000"
383310,에코프로에이치엔,"32,600","100","0.31","7,433,741,200","683,782,783,200"
036810,에프에스티,"15,760","30","0.19","1,178,073,490","342,886,994,640"
348370,엔켐,"134,100","1,200","0.90","22,460,198,700","2,830,881,172,500"
290650,엘앤씨바이오,"25,500","1,400","5.81","7,368,943,350","578,464,720,500"
058970,엠로,"64,600","100","0.16","12,529,566,100","785,265,326,000"
039200,오스코텍,"24,400","50","0.21","3,430,203,050","933,243,294,400"
394280,오픈엣지테크놀로지,"14,700","770","5.53","5,889,104,310","321,544,227,900"
232140,와이씨,"10,490","280","2.74","5,695,510,850","860,655,721,500"
122870,와이지엔터테인먼트,"44,700","-1,100","2.40","9,435,697,300","835,489,890,300"
041190,우리기술투자,"7,190","270","3.90","7,284,338,580","603,960,000,000"
240810,원익IPS,"22,100","-250","1.12","2,004,731,550","1,084,754,212,100"
074600,원익QnC,"17,650","-170","0.95","2,709,212,470","463,983,200,000"
336570,원텍,"4,690","295","6.71","4,595,387,825","419,007,503,110"
069080,웹젠,"13,400","-310","2.26","1,119,186,170","468,341,845,600"
112040,위메이드,"34,850","-300","0.85","4,279,216,500","1,183,104,632,550"
084370,유진테크,"31,150","-150","0.48","2,389,818,100","713,834,708,300"
179900,유티아이,"28,000","1,900","7.28","4,732,037,900","456,033,060,000"
372170,윤성에프앤씨,"35,800","350","0.99","674,824,550","285,649,918,400"
272290,이녹스첨단소재,"19,590","-510","2.54","2,560,641,590","396,259,820,220"
091120,이엠텍,"28,750","-50","0.17","5,276,417,100","492,571,910,000"
039030,이오테크닉스,"144,600","5,400","3.88","16,647,261,700","1,781,406,930,000"
049070,인탑스,"19,280","2,640","15.87","24,731,403,020","331,616,000,000"
189300,인텔리안테크,"38,800","1,300","3.47","2,593,190,700","416,453,359,200"
033100,제룡전기,"47,450","1,500","3.26","14,268,121,700","762,161,307,050"
204270,제이앤티씨,"20,500","1,630","8.64","10,708,198,060","1,185,893,553,000"
418550,제이오,"13,870","-80","0.57","1,178,945,840","444,085,124,510"
080220,제주반도체,"9,200","280","3.14","3,736,646,040","316,874,063,600"
082270,젬백스,"14,590","-210","1.42","2,621,907,820","583,514,998,660"
036930,주성엔지니어링,"29,750","300","1.02","7,854,331,100","1,406,232,549,750"
144510,지씨셀,"23,350","-350","1.48","805,443,500","368,938,032,400"
358570,지아이이노베이션,"9,050","220","2.49","3,616,443,590","400,958,430,950"
085660,차바이오텍,"11,220","-240","2.09","3,620,712,430","631,848,050,460"
278280,천보,"36,050","-300","0.83","695,794,350","360,500,000,000"
094360,칩스앤미디어,"16,450","730","4.64","6,804,427,860","342,540,389,800"
293490,카카오게임즈,"16,300","-80","0.49","5,444,758,810","1,350,210,972,700"
042000,카페24,"35,900","2,000","5.90","16,881,985,050","870,684,638,600"
078340,컴투스,"46,350","-150","0.32","3,136,415,650","590,394,944,250"
214370,케어젠,"29,750","950","3.30","10,021,173,200","1,598,021,250,000"
032500,케이엠더블유,"9,300","520","5.92","1,685,093,940","370,334,211,900"
183300,코미코,"36,500","-100","0.27","1,208,173,100","381,814,966,000"
241710,코스메카코리아,"55,800","500","0.90","5,273,141,700","595,944,000,000"
200130,콜마비앤에이치,"11,610","60","0.52","498,515,380","341,514,628,380"
060280,큐렉소,"7,660","1,200","18.58","8,700,939,550","314,749,323,400"
214150,클래시스,"52,300","4,650","9.76","19,622,641,050","3,425,945,965,700"
095610,테스,"15,360","-140","0.90","445,556,150","303,639,951,360"
089030,테크윙,"38,100","-350","0.91","24,328,699,200","1,423,173,874,500"
064760,티씨케이,"69,900","-1,000","1.41","1,297,967,700","816,082,500,000"
131290,티에스이,"41,300","50","0.12","942,014,450","456,837,017,700"
425040,티이엠씨,"7,810","-20","0.26","424,691,990","166,478,444,220"
214450,파마리서치,"260,500","-2,000","0.76","32,732,672,000","2,737,750,800,000"
140860,파크시스템스,"227,500","16,000","7.57","9,013,064,500","1,589,673,767,500"
091700,파트론,"6,930","0","0.00","1,684,895,350","408,303,223,020"
263750,펄어비스,"28,150","450","1.62","5,561,778,350","1,808,577,118,250"
087010,펩트론,"99,900","-1,900","1.87","36,733,005,900","2,327,405,265,000"
009520,포스코엠텍,"11,810","-140","1.17","1,195,460,340","491,800,322,430"
053610,프로텍,"22,400","550","2.52","355,120,600","246,400,000,000"
319660,피에스케이,"16,360","-140","0.85","1,771,789,070","473,895,441,040"
031980,피에스케이홀딩스,"37,250","-800","2.10","11,481,022,950","803,199,213,750"
137400,피엔티,"37,650","-200","0.53","5,992,112,700","893,927,187,900"
067310,하나마이크론,"9,250","10","0.11","2,828,338,410","613,015,528,250"
166090,하나머티리얼즈,"22,800","-150","0.65","1,150,615,200","450,930,967,200"
003380,하림지주,"5,440","0","0.00","824,073,880","609,310,578,240"
030520,한글과컴퓨터,"22,250","1,100","5.20","12,307,265,700","537,999,304,000"
048410,현대바이오,"14,400","290","2.06","1,429,604,930","573,431,155,200"
145020,휴젤,"262,500","-18,000","6.42","31,527,462,500","3,308,558,662,500"
