종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
035760,CJ ENM,"71,200","-1,000","1.39","3,749,904,400","1,561,355,764,800"
195940,HK이노엔,"44,500","50","0.11","9,528,073,450","1,260,680,149,500"
028300,HLB,"53,200","2,500","4.93","154,004,806,500","6,878,424,201,600"
067630,HLB생명과학,"11,440","-10","0.09","7,691,703,450","1,165,142,973,280"
403870,HPSP,"42,900","-950","2.17","105,198,213,850","3,554,019,354,600"
095340,ISC,"83,000","2,700","3.36","23,331,502,400","1,759,355,814,000"
035900,JYP Ent.,"101,400","100","0.10","20,844,925,500","3,601,473,688,800"
035600,KG이니시스,"12,180","180","1.50","1,177,908,000","339,876,006,120"
060720,KH바텍,"14,590","-100","0.68","1,832,465,530","345,453,878,780"
061970,LB세미콘,"7,890","160","2.07","3,965,887,350","345,460,430,880"
060250,NHN KCP,"9,980","-300","2.92","49,306,460,410","400,802,897,780"
218410,RFHIC,"17,990","-60","0.33","3,411,898,770","476,455,111,580"
036540,SFA반도체,"6,230","200","3.32","38,034,965,240","1,024,587,687,690"
114190,강원에너지,"17,700","-200","1.12","1,526,227,410","462,377,772,600"
098460,고영,"17,370","820","4.95","48,873,011,290","1,192,533,094,350"
215000,골프존,"88,300","-3,900","4.23","4,221,576,300","554,119,144,500"
121600,나노신소재,"118,900","-1,700","1.41","6,889,601,600","1,445,809,494,200"
095660,네오위즈,"26,550","-100","0.38","2,820,350,300","584,995,239,450"
007390,네이처셀,"8,360","370","4.63","5,736,268,600","536,353,824,160"
033640,네패스,"21,900","2,230","11.34","35,616,237,260","504,996,523,800"
348210,넥스틴,"72,000","2,600","3.75","9,576,760,500","740,039,904,000"
225570,넥슨게임즈,"14,970","-10","0.07","2,423,005,570","984,947,706,900"
032190,다우데이타,"13,880","110","0.80","2,246,898,250","531,604,000,000"
068240,다원시스,"14,340","390","2.80","2,824,174,400","491,337,686,580"
078600,대주전자재료,"86,500","100","0.12","3,853,859,900","1,339,071,294,500"
298540,더네이쳐홀딩스,"18,050","500","2.85","4,158,514,150","265,525,896,800"
393890,더블유씨피,"45,250","750","1.69","10,297,240,900","1,524,767,439,500"
213420,덕산네오룩스,"45,000","500","1.12","4,489,478,400","1,117,403,055,000"
194480,데브시스터즈,"44,750","-3,750","7.73","30,894,168,200","536,380,660,000"
086450,동국제약,"16,160","0","0.00","2,242,289,850","718,473,600,000"
005290,동진쎄미켐,"41,450","2,750","7.11","85,591,771,950","2,131,130,776,300"
025900,동화기업,"60,800","-300","0.49","4,035,152,600","1,229,096,016,000"
131970,두산테스나,"60,700","2,100","3.58","21,366,102,100","1,032,298,556,200"
376300,디어유,"32,400","300","0.93","1,858,126,050","769,124,354,400"
141080,레고켐바이오,"64,800","-200","0.31","118,290,469,700","1,778,263,891,200"
281740,레이크머티리얼즈,"18,510","1,160","6.69","60,907,601,680","1,216,672,443,480"
277810,레인보우로보틱스,"174,000","-2,000","1.14","38,022,137,400","3,375,227,292,000"
328130,루닛,"79,400","-2,500","3.05","44,882,383,300","2,261,018,855,200"
058470,리노공업,"223,500","21,000","10.37","72,641,238,000","3,406,669,695,000"
073570,리튬포어스,"7,370","350","4.99","7,546,374,040","212,750,711,250"
267980,매일유업,"41,550","300","0.73","263,734,650","325,903,158,900"
215200,메가스터디교육,"60,500","-200","0.33","2,347,757,700","707,515,677,000"
086900,메디톡스,"240,000","-1,000","0.41","13,921,620,000","1,751,632,320,000"
140410,메지온,"42,900","3,900","10.00","21,624,577,750","1,270,156,988,100"
080160,모두투어,"15,270","30","0.20","706,106,510","288,603,000,000"
118990,모트렉스,"17,750","-100","0.56","14,165,092,680","441,300,322,500"
095500,미래나노텍,"17,490","-240","1.35","3,904,245,130","542,364,882,510"
064550,바이오니아,"34,050","750","2.25","8,413,204,200","878,840,408,550"
043150,바텍,"33,300","50","0.15","1,767,568,150","494,646,724,800"
323990,박셀바이오,"24,550","2,100","9.35","27,455,863,200","564,483,060,000"
310210,보로노이,"52,100","-1,900","3.52","14,769,682,200","906,477,844,700"
000250,삼천당제약,"79,900","2,600","3.36","47,158,590,900","1,874,252,012,800"
