종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
272290,이녹스첨단소재,"23,650","900","3.96","4,274,378,925","471,289,111,700"
039030,이오테크닉스,"289,000","17,000","6.25","48,902,783,000","3,560,349,950,000"
211050,인카금융서비스,"12,970","160","1.25","1,692,119,620","666,396,006,000"
189300,인텔리안테크,"68,200","8,700","14.62","41,674,355,650","732,013,378,800"
033100,제룡전기,"36,850","1,750","4.99","4,226,731,250","591,899,771,650"
079370,제우스,"15,090","330","2.24","3,517,574,925","468,046,379,100"
204270,제이앤티씨,"20,450","630","3.18","4,032,319,075","1,183,001,129,700"
080220,제주반도체,"30,650","4,300","16.32","518,476,011,400","1,055,672,831,450"
082270,젬백스,"30,600","1,600","5.52","7,284,282,300","1,306,019,903,400"
036930,주성엔지니어링,"30,450","2,750","9.93","30,807,203,175","1,439,320,374,450"
358570,지아이이노베이션,"16,940","-700","3.97","13,103,242,780","1,081,617,695,620"
085660,차바이오텍,"14,850","180","1.23","4,039,752,795","1,140,500,611,800"
278280,천보,"48,350","-800","1.63","2,640,913,900","562,790,953,950"
293490,카카오게임즈,"15,390","490","3.29","2,269,910,600","1,381,820,560,290"
042000,카페24,"31,900","1,750","5.80","3,382,229,325","773,672,422,600"
078340,컴투스,"29,950","900","3.10","1,772,849,650","381,495,762,250"
214370,케어젠,"73,800","2,000","2.79","23,574,667,850","3,964,167,000,000"
032500,케이엠더블유,"15,810","1,410","9.79","4,644,804,895","647,105,023,290"
052400,코나아이,"47,000","1,600","3.52","2,453,365,600","684,474,677,000"
183300,코미코,"94,800","6,400","7.24","16,459,943,250","991,672,843,200"
241710,코스메카코리아,"70,000","3,400","5.11","7,621,197,550","747,600,000,000"
200130,콜마비앤에이치,"13,140","340","2.66","348,444,700","386,520,432,120"
060280,큐렉소,"13,600","640","4.94","12,958,805,520","558,823,864,000"
214150,클래시스,"58,600","4,100","7.52","19,837,889,850","3,838,631,617,400"
466100,클로봇,"63,000","0","0.00","56,759,804,400","1,574,504,757,000"
323280,태성,"42,000","-2,500","5.62","34,509,765,625","1,281,030,660,000"
095610,테스,"53,200","8,650","19.42","46,171,877,750","1,051,669,623,200"
089030,테크윙,"50,900","5,100","11.14","65,459,582,000","1,886,030,530,500"
064760,티씨케이,"146,100","3,900","2.74","7,292,665,000","1,705,717,500,000"
131290,티에스이,"63,400","5,800","10.07","10,303,889,600","701,294,598,600"
214450,파마리서치,"434,000","31,000","7.69","116,676,427,250","4,509,107,232,000"
140860,파크시스템스,"224,000","15,000","7.18","11,765,606,000","1,567,210,848,000"
263750,펄어비스,"39,800","2,400","6.42","14,422,553,850","2,557,064,629,000"
251970,펌텍코리아,"54,900","2,800","5.37","2,790,168,400","680,760,000,000"
087010,펩트론,"247,000","-7,000","2.76","57,298,407,750","5,759,385,450,000"
009520,포스코엠텍,"15,300","-490","3.10","4,385,327,870","637,133,355,900"
319660,피에스케이,"38,900","2,000","5.42","16,035,785,775","1,126,805,174,600"
031980,피에스케이홀딩스,"50,300","4,000","8.64","14,763,518,050","1,084,588,468,500"
137400,피엔티,"36,600","-1,000","2.66","5,092,230,100","868,996,947,600"
161580,필옵틱스,"46,150","2,300","5.25","22,287,451,500","1,080,036,774,050"
067310,하나마이크론,"26,650","900","3.50","57,413,358,725","1,768,977,724,150"
166090,하나머티리얼즈,"45,350","2,250","5.22","11,960,298,275","896,917,515,900"
003380,하림지주,"10,970","340","3.20","11,649,742,905","1,228,701,662,370"
160190,하이젠알앤엠,"59,500","0","0.00","13,709,220,150","1,837,836,000,000"
030520,한글과컴퓨터,"23,600","650","2.83","2,244,451,775","570,641,958,400"
048410,현대바이오,"5,140","175","3.52","1,603,613,440","493,650,534,400"
145020,휴젤,"235,000","4,500","1.95","10,024,932,000","2,891,447,755,000"
