종목코드,종목명,현재가,대비,등락률,거래대금(원),상장시가총액(원)
006730,서부T&D,"21,400","-400","1.83","1,232,971,700","734,710,471,000"
046890,서울반도체,"15,100","-600","3.82","7,760,978,250","880,411,540,000"
011370,서한,"1,735","-20","1.14","747,330,300","175,052,590,775"
035890,서희건설,"1,030","-45","4.19","2,300,544,885","164,735,316,000"
123420,선데이토즈,"12,000","-400","3.23","6,654,629,650","387,046,056,000"
014620,성광벤드,"8,210","-440","5.09","1,645,998,800","234,806,000,000"
015750,성우하이텍,"8,800","-190","2.11","5,213,231,410","528,000,000,000"
100700,세운메디칼,"5,300","-60","1.12","599,787,400","232,140,000,000"
068270,셀트리온,"89,200","4,700","5.56","200,593,706,822","10,028,904,339,600"
036830,솔브레인,"41,600","950","2.34","6,173,250,400","689,027,497,600"
086980,쇼박스,"7,400","10","0.14","7,803,430,680","463,240,000,000"
094840,슈프리마,"-","0","0.00","0","240,066,400,000"
192440,슈피겐코리아,"60,700","-1,900","3.04","2,711,144,600","377,333,234,100"
138070,신진에스엠,"17,950","-150","0.83","214,358,200","161,050,684,850"
108320,실리콘웍스,"36,550","-1,950","5.06","3,303,098,650","594,460,165,000"
049960,쎌바이오텍,"56,000","-1,100","1.93","1,468,592,100","526,400,000,000"
096530,씨젠,"38,750","900","2.38","14,465,256,750","1,016,568,275,000"
060590,씨티씨바이오,"14,500","-900","5.84","4,383,601,250","252,664,428,500"
013990,아가방컴퍼니,"10,200","-400","3.77","6,277,067,500","335,452,867,200"
092040,아미코젠,"64,400","-1,900","2.87","4,080,918,300","587,054,622,000"
067390,아스트,"22,750","-750","3.19","2,365,840,800","313,896,605,750"
099190,아이센스,"33,500","-550","1.62","1,725,881,650","459,421,613,000"
023890,아트라스BX,"40,900","-50","0.12","531,035,400","374,235,000,000"
067160,아프리카TV,"27,300","-700","2.50","4,698,999,300","281,978,069,100"
053800,안랩,"86,200","5,000","6.16","111,345,200,200","863,194,301,000"
052790,액토즈소프트,"30,450","-800","2.56","2,104,577,000","345,017,927,100"
025980,에머슨퍼시픽,"41,350","-2,100","4.83","6,892,741,250","680,793,967,050"
056190,에스에프에이,"48,750","-700","1.42","3,279,830,150","875,276,025,000"
041510,에스엠,"41,550","-1,450","3.37","12,493,755,450","865,166,274,150"
028300,에이치엘비,"21,650","50","0.23","8,651,444,700","743,728,355,850"
048260,오스템임플란트,"81,500","500","0.62","17,150,477,900","1,164,285,935,500"
019210,와이지-원,"11,650","-150","1.27","744,660,600","279,754,129,500"
122870,와이지엔터테인먼트,"42,900","-1,650","3.70","3,794,832,750","645,696,651,600"
030530,원익IPS,"10,750","-600","5.29","16,742,664,250","865,381,729,500"
104830,원익머트리얼즈,"62,200","-3,500","5.33","527,784,100","385,092,640,000"
069080,웹젠,"24,250","600","2.54","90,372,725,100","856,288,937,000"
112040,위메이드,"36,900","-400","1.07","6,363,721,400","619,920,000,000"
023410,유진기업,"4,295","-105","2.39","2,281,093,060","317,830,000,000"
084370,유진테크,"12,500","-500","3.85","827,324,200","279,655,337,500"
041520,이라이콤,"16,350","-250","1.51","1,124,165,600","199,285,735,500"
102710,이엔에프테크놀로지,"18,900","150","0.80","3,852,189,900","268,380,000,000"
039030,이오테크닉스,"121,000","-3,800","3.04","11,888,681,000","1,484,745,746,000"
035810,이지바이오,"5,500","-200","3.51","2,142,657,480","291,528,908,000"
016250,이테크건설,"128,400","-4,100","3.09","1,066,781,200","359,520,000,000"
041830,인바디,"57,200","-800","1.38","7,323,110,200","782,712,330,400"
119610,인터로조,"37,600","-400","1.05","1,261,980,850","405,177,600,000"
108790,인터파크,"21,900","-950","4.16","849,544,800","720,259,661,100"
035080,인터파크홀딩스,"11,000","-50","0.45","1,905,553,800","654,500,000,000"
048530,인트론바이오,"52,000","-2,300","4.24","10,878,952,300","782,000,024,000"
065620,제낙스,"16,700","-300","1.76","788,584,850","358,828,624,800"
095700,제넥신,"91,000","-2,900","3.09","3,435,380,300","754,772,382,000"
054950,제이브이엠,"54,300","-1,200","2.16","170,143,200","343,768,304,400"
036420,제이콘텐트리,"5,870","260","4.63","50,159,880,210","669,584,924,340"
082270,젬백스,"22,850","300","1.33","6,382,821,650","665,126,437,300"
067000,조이시티,"28,800","-500","1.71","1,805,988,550","338,758,358,400"
114570,지스마트글로벌,"24,900","0","0.00","12,310,641,700","452,495,175,300"
085660,차바이오텍,"13,800","-400","2.82","8,016,435,150","696,822,237,000"
035720,카카오,"115,300","-500","0.43","34,653,605,900","6,929,078,946,400"
078340,컴투스,"117,000","-1,500","1.27","17,403,648,800","1,505,371,140,000"
052400,코나아이,"33,500","-800","2.33","2,119,870,800","521,230,453,000"
027050,코리아나,"10,750","-100","0.92","6,311,754,100","430,000,000,000"
041960,코미팜,"40,400","1,700","4.39","55,761,944,100","2,194,033,140,400"
069110,코스온,"22,200","-50","0.22","4,418,864,100","379,347,162,000"
102940,코오롱생명과학,"198,500","0","0.00","26,506,795,300","1,328,141,665,000"
200130,콜마비앤에이치,"78,200","1,400","1.82","5,691,331,600","1,155,237,808,400"
067280,크레듀,"51,100","-900","1.73","232,413,700","302,858,406,900"
114120,크루셜텍,"15,350","-350","2.23","11,228,190,350","434,018,471,650"
083790,크리스탈,"13,600","-600","4.23","1,662,484,300","332,315,768,800"
054780,키이스트,"3,465","-30","0.86","1,122,519,925","268,376,270,085"
023160,태광,"8,990","-300","3.23","264,126,160","238,235,000,000"
044490,태웅,"15,300","-700","4.38","327,068,600","277,930,130,400"
108230,톱텍,"26,650","-500","1.84","1,481,291,200","473,985,707,000"
034230,파라다이스,"17,100","-550","3.12","5,042,757,200","1,555,119,691,200"
214450,파마리서치프로덕트,"70,500","-2,500","3.42","4,945,446,800","646,097,109,000"
091700,파트론,"9,970","100","1.01","6,097,969,020","539,939,407,700"
043370,평화정공,"13,900","-350","2.46","330,673,450","291,900,000,000"
022100,포스코 ICT,"5,110","40","0.79","2,651,052,360","776,897,465,190"
003670,포스코켐텍,"13,650","-50","0.36","2,797,973,600","806,305,500,000"
031980,피에스케이,"9,160","-10","0.11","291,203,320","186,237,492,640"
136480,하림,"4,105","-55","1.32","1,210,999,410","221,448,075,490"
024660,하림홀딩스,"4,345","-85","1.92","743,773,460","387,387,990,550"
013030,하이록코리아,"23,550","-1,300","5.23","667,872,950","320,591,613,600"
060250,한국사이버결제,"25,600","-850","3.21","1,885,230,100","462,700,620,800"
025770,한국정보통신,"13,350","-50","0.37","1,080,276,650","518,150,119,050"
030520,한글과컴퓨터,"22,250","-1,150","4.91","3,440,910,400","513,579,194,750"
115160,휴맥스,"16,750","-250","1.47","851,338,050","400,522,616,500"
200670,휴메딕스,"59,500","-2,300","3.72","3,520,328,600","520,414,370,000"
084110,휴온스,"92,100","400","0.44","3,121,918,600","1,049,585,783,400"
