RSI_W,SMA_W,Buy,Sell,Hold,Pos,Ret,MDD,WR,Trades
3,30,20,78,15,10,-62.44242806749977,-75.95339404153655,57.286432160804026,3184
3,30,20,78,20,3,-66.20599147359972,-77.31200619392378,58.86010362694301,965
3,30,20,78,20,5,-59.557233957149556,-76.5865548358808,59.15233415233415,1628
3,30,20,78,20,7,-70.80082269219956,-79.89777021372694,58.65946918578497,2223
3,30,20,78,20,10,-50.12298591964959,-68.72083374398488,58.62181580666231,3062
3,30,20,78,25,3,-26.896836711099493,-64.73764885061026,59.03866248693836,957
3,30,20,78,25,5,-22.06959393569964,-61.44114056170137,59.093769666456886,1589
3,30,20,78,25,7,-48.31701024639964,-73.28480550042393,59.10351201478743,2164
3,30,20,78,25,10,-33.850555445199795,-65.10339421170175,59.03494176372712,3005
3,30,20,78,30,3,-58.17041200469959,-78.13607477537694,58.39572192513369,935
3,30,20,78,30,5,-35.08572858624971,-70.64750160613288,59.268762026940344,1559
3,30,20,78,30,7,-46.70080505894958,-67.82457939420314,59.14833879270005,2137
3,30,20,78,30,10,-47.22558449684986,-70.41327583554998,58.93523228212953,2949
3,30,20,78,40,3,-60.03282185934962,-79.28081418543009,58.855291576673864,926
3,30,20,78,40,5,-40.01692298309969,-74.62134260796506,59.02061855670103,1552
3,30,20,78,40,7,-44.25043206349935,-67.10038659980705,59.24528301886792,2120
3,30,20,78,40,10,-40.54849902224959,-66.09479224823744,59.197551853111186,2941
3,30,20,80,10,3,-69.22802297864969,-86.06100357825753,55.62390158172232,1138
3,30,20,80,10,5,-53.540277411699556,-78.89108096513688,56.930430164630906,1883
3,30,20,80,10,7,-74.03798762954949,-84.94748749762611,55.931544146246594,2571
3,30,20,80,10,10,-67.13733672394946,-74.53601673064821,55.52059496567505,3496
3,30,20,80,15,3,-64.56686923459975,-81.46732953803428,57.97392176529589,997
3,30,20,80,15,5,-15.592164815599574,-58.22703741236365,58.595641646489106,1652
3,30,20,80,15,7,-41.71770309844965,-71.2136343452435,58.14977973568281,2270
3,30,20,80,15,10,-56.68932427384989,-71.51662528568447,57.511283043197935,3102
3,30,20,80,20,3,-63.12889010904963,-79.24688865076929,58.333333333333336,948
3,30,20,80,20,5,-7.523735059949366,-67.96677348720341,59.98719590268886,1562
3,30,20,80,20,7,-52.065615757899586,-73.12960730682087,58.94833948339483,2168
3,30,20,80,20,10,-58.99271483959967,-70.94965195059608,57.851801495581235,2942
3,30,20,80,25,3,-32.61678891354959,-67.67451681742756,58.144552319309604,927
3,30,20,80,25,5,20.440907231300365,-62.76489712330723,59.171597633136095,1521
3,30,20,80,25,7,-7.588398442099509,-69.18483946055308,60.256410256410255,2106
3,30,20,80,25,10,-44.386827399549574,-62.33279589827835,58.73400207540643,2891
3,30,20,80,30,3,-54.01728163539949,-78.32302039645025,57.9646017699115,904
3,30,20,80,30,5,-28.428399459349706,-73.30041792502877,59.09090909090909,1474
3,30,20,80,30,7,-23.525523821099668,-59.66010043576342,59.88343856240894,2059
3,30,20,80,30,10,-43.40579085644971,-61.43020805478996,59.29048120828943,2847
3,30,20,80,40,3,-58.03248496709968,-79.75958326911892,57.92410714285714,896
3,30,20,80,40,5,-28.88297791879936,-74.82847903500065,58.93587994542974,1466
3,30,20,80,40,7,-34.165914456899415,-61.010465494149834,60.01969473165928,2031
3,30,20,80,40,10,-46.24124832484969,-63.22620638147861,59.25141242937853,2832
3,30,22,70,10,3,-65.9182458255995,-83.88070230505619,58.1203007518797,1330
3,30,22,70,10,5,-51.89170685489961,-78.26844801490004,58.28334102445778,2167
3,30,22,70,10,7,-66.55022073019958,-81.27957467610942,57.44320108511359,2949
3,30,22,70,10,10,-45.60080504284959,-68.86439250184937,57.79839518555667,3988
3,30,22,70,15,3,-68.5452444237497,-86.94118364162723,58.28427249789739,1189
3,30,22,70,15,5,-32.00836052434941,-67.21118206178797,59.17129863567459,1979
3,30,22,70,15,7,-46.390134152999394,-73.37699209907689,59.12947251936554,2711
3,30,22,70,15,10,-40.76970655314942,-64.94393593111431,58.32426550598476,3676
3,30,22,70,20,3,-67.4041526446996,-82.35139389274609,58.5387323943662,1136
3,30,22,70,20,5,-48.13880328569945,-77.23448644407736,59.758022093634935,1901
3,30,22,70,20,7,-50.72973381799948,-75.60380158330909,59.290347195726824,2621
3,30,22,70,20,10,-49.426926403299646,-66.79689044046431,58.610103265420044,3583
3,30,22,70,25,3,-69.72555804824951,-84.02436874506665,58.251561106155215,1121
3,30,22,70,25,5,-50.386736194349325,-77.94256977525079,59.64912280701754,1881
3,30,22,70,25,7,-40.63378190169954,-73.54422214435598,59.50636328576938,2593
3,30,22,70,25,10,-51.717120119349694,-69.19913294818892,58.5049365303244,3545
3,30,22,70,30,3,-71.67660185024951,-85.65373421290379,58.56502242152466,1115
3,30,22,70,30,5,-50.44694136074923,-76.63668869595239,59.55176093916755,1874
3,30,22,70,30,7,-38.20962666004939,-73.35615007351852,59.441644048080654,2579
3,30,22,70,30,10,-51.59903102989952,-69.49293494310157,58.484162895927604,3536
3,30,22,70,40,3,-68.79418525259959,-84.21860049727113,58.52782764811491,1114
3,30,22,70,40,5,-55.73443830809952,-77.69517694538399,59.292983395822176,1867
3,30,22,70,40,7,-43.33865552814943,-74.60701890940997,59.3701399688958,2572
3,30,22,70,40,10,-50.735394429299454,-69.15194444085648,58.61386138613861,3535
3,30,22,72,10,3,-62.42553471224939,-81.61550504361304,58.119658119658126,1287
3,30,22,72,10,5,-37.32469770909934,-75.2346677534274,58.895705521472394,2119
3,30,22,72,10,7,-50.006367973899415,-72.22795173357692,58.18056035973711,2891
3,30,22,72,10,10,-60.94094445584937,-73.72457857473646,57.64192139737992,3893
3,30,22,72,15,3,-45.71892167064955,-77.3804992923735,58.94097222222222,1152
3,30,22,72,15,5,-61.72013898324965,-80.65597699336436,59.54997383568812,1911
3,30,22,72,15,7,-58.108328413299446,-78.47106824972667,59.77142857142857,2625
3,30,22,72,15,10,-52.26718340429974,-71.82824518889194,58.49901988238588,3571
3,30,22,72,20,3,-51.74839326729976,-73.82412815585582,59.276018099547514,1105
3,30,22,72,20,5,-29.652672977299453,-70.36468915463149,60.74313408723748,1857
3,30,22,72,20,7,-32.307709977999465,-69.5258016610493,60.125835627211956,2543
3,30,22,72,20,10,-48.36388288699969,-68.41038148018357,58.86075949367089,3476
3,30,22,72,25,3,-53.60076030784964,-72.05637884751778,59.06163753449862,1087
3,30,22,72,25,5,-30.314007041649415,-73.25554786109599,60.67907995618839,1826
3,30,22,72,25,7,-35.35202564749965,-72.66425472472622,60.12733784321528,2513
3,30,22,72,25,10,-38.34889163234958,-67.44151011188482,59.39042089985486,3445
3,30,22,72,30,3,-54.944814164149456,-73.96180081247469,59.27643784786641,1078
3,30,22,72,30,5,-22.990417854699373,-71.22817903861657,60.912589334799335,1819
3,30,22,72,30,7,-39.48959724249963,-73.53970176082896,59.98396150761829,2494
3,30,22,72,30,10,-33.19954444639968,-66.81606952426262,59.575704736995064,3441
3,30,22,72,40,3,-55.89326283894947,-74.515753315148,59.16279069767442,1075
3,30,22,72,40,5,-25.815689948649524,-71.64530371057252,60.81677704194261,1812
3,30,22,72,40,7,-42.0383757005492,-74.711231846289,59.991958182549254,2487
3,30,22,72,40,10,-34.413762317999556,-67.17446542737092,59.557109557109555,3432
3,30,22,74,10,3,-42.92344686869948,-72.95896833390113,58.08764940239044,1255
3,30,22,74,10,5,-39.282332636349594,-75.45323442530547,57.88704965920156,2054
3,30,22,74,10,7,-54.15918477209964,-74.45311370483442,57.26405090137858,2829
3,30,22,74,10,10,-48.89177823834964,-68.01105351188657,57.66002098635886,3812
3,30,22,74,15,3,-64.75926661839955,-81.22393912149285,59.64285714285714,1120
3,30,22,74,15,5,-58.7538757198496,-75.8791049136382,58.71108683779356,1831
3,30,22,74,15,7,-67.22054221414959,-80.17861029668022,58.82352941176471,2516
3,30,22,74,15,10,-58.385877061299674,-74.10945366304601,58.06359209395588,3491
3,30,22,74,20,3,-50.2573642351495,-68.35231302135547,59.40409683426443,1074
3,30,22,74,20,5,-29.51870806844974,-71.03102262227333,60.316563029960435,1769
3,30,22,74,20,7,-63.4445006980996,-78.14556057057999,59.224489795918366,2450
3,30,22,74,20,10,-59.02437059974961,-71.60878544829633,58.3732057416268,3344
3,30,22,74,25,3,-52.31017550829971,-71.3016702911862,59.44919278252612,1053
3,30,22,74,25,5,-48.5363608552995,-70.61011034059544,59.432870370370374,1728
3,30,22,74,25,7,-47.276592956099506,-70.05129421980408,59.75155279503106,2415
3,30,22,74,25,10,-51.49632327434941,-69.95802568063611,58.89830508474576,3304
3,30,22,74,30,3,-56.10473975714969,-72.78530202696781,59.674329501915715,1044
3,30,22,74,30,5,-52.1846839176497,-71.09485360201504,59.53216374269006,1710
3,30,22,74,30,7,-38.001185022999515,-65.18440597838439,59.7907949790795,2390
3,30,22,74,30,10,-57.011381639849645,-71.60199971607301,58.71559633027523,3270
3,30,22,74,40,3,-55.28935493244958,-71.79164945914292,59.674329501915715,1044
3,30,22,74,40,5,-52.8353136361996,-71.40556791240328,59.46104276508495,1707
3,30,22,74,40,7,-37.5172103048495,-65.78839323131857,59.9581589958159,2390
3,30,22,74,40,10,-52.46645088329963,-69.13564254954593,58.69898741945382,3259
3,30,22,76,10,3,-25.63983050504952,-72.76892119617513,57.82145782145782,1221
3,30,22,76,10,5,-45.65572301339942,-71.82585829596356,57.6271186440678,2006
3,30,22,76,10,7,-33.23659929864946,-68.73304931176972,57.5208408843784,2759
3,30,22,76,10,10,-57.32631771479959,-71.0989711381351,57.400430570505925,3716
3,30,22,76,15,3,-66.66993222429963,-82.39447926871276,59.25925925925925,1080
3,30,22,76,15,5,-42.00841956814951,-74.84704596223509,59.16993830622547,1783
3,30,22,76,15,7,-67.64395830169963,-81.7212930173608,58.63192182410424,2456
3,30,22,76,15,10,-65.03234171424972,-78.49903913697229,58.02766085387854,3326
3,30,22,76,20,3,-62.23654228204949,-74.10339873767215,58.99419729206963,1034
3,30,22,76,20,5,-37.03100530789952,-72.19531416440827,60.43956043956044,1729
3,30,22,76,20,7,-49.96566283264966,-74.01625507747156,59.38030560271647,2356
3,30,22,76,20,10,-60.71460403129954,-73.0158290008337,58.38409746713691,3119
3,30,22,76,25,3,-63.06880957819965,-77.99919859855254,58.90547263681592,1005
3,30,22,76,25,5,-26.297550231599388,-64.5566003922084,60.41297935103245,1695
3,30,22,76,25,7,-34.79975308034945,-67.35194859162503,59.69827586206896,2320
3,30,22,76,25,10,-34.67337263284948,-66.22313823646215,58.89240506329114,3160
3,30,22,76,30,3,-57.359587619799555,-76.52389302087964,59.384309831181724,1007
3,30,22,76,30,5,-22.0466822888995,-59.167861609861816,60.523186682520816,1682
3,30,22,76,30,7,-44.2219359245996,-68.57949303120206,59.62461807071148,2291
3,30,22,76,30,10,-38.076730571499596,-64.1874173655305,59.150431172149474,3131
3,30,22,76,40,3,-61.09719981629959,-78.62075542773893,59.601990049751244,1005
3,30,22,76,40,5,-31.23850431574947,-61.18306626781545,60.63321385902031,1674
3,30,22,76,40,7,-46.134684973699514,-70.10616322168359,59.465381244522355,2282
3,30,22,76,40,10,-42.93165877449964,-64.83187052835554,59.022193631392724,3109
3,30,22,78,10,3,-55.467348526599466,-78.88724095430975,56.21251071122536,1167
3,30,22,78,10,5,-71.31765822499963,-83.89456388859404,56.58031088082901,1930
3,30,22,78,10,7,-37.03009035849954,-60.839515543115056,56.82242990654206,2675
3,30,22,78,10,10,-57.70124979514952,-69.99085587700208,56.23620309050773,3624
3,30,22,78,15,3,-61.121351475299605,-82.98636899288098,58.52490421455939,1044
3,30,22,78,15,5,-45.193351107099474,-74.44244128879211,58.46063454759107,1702
3,30,22,78,15,7,-72.09415144964954,-83.87639674239215,57.83183952198036,2343
3,30,22,78,15,10,-55.87218410794974,-74.74368517713734,57.417752948479205,3222
3,30,22,78,20,3,-60.012222817799596,-72.18062437812237,58.55397148676171,982
3,30,22,78,20,5,-60.77057495499953,-78.8048101065974,58.49289684990735,1619
3,30,22,78,20,7,-56.243162047149596,-72.20822943570224,58.66369710467706,2245
3,30,22,78,20,10,-58.2752458159996,-68.85741878811878,58.04973821989529,3056
3,30,22,78,25,3,-35.13795024259968,-64.40002522571211,58.54166666666667,960
3,30,22,78,25,5,-27.07037801944945,-63.94974776101417,58.74921036007581,1583
3,30,22,78,25,7,-45.02252388424945,-70.45827040802803,59.16780978509374,2187
3,30,22,78,25,10,-37.94599828934979,-67.26871247389512,58.520475561426686,3028
3,30,22,78,30,3,-61.2336333913496,-78.50657271306709,58.05084745762712,944
3,30,22,78,30,5,-54.43369639829964,-78.6728615936137,58.22050290135397,1551
3,30,22,78,30,7,-35.96399412074957,-63.11609481094882,59.547970479704794,2168
3,30,22,78,30,10,-55.61159670649965,-70.27363327478643,58.316430020283974,2958
3,30,22,78,40,3,-58.19004714054974,-76.81321222336899,58.67944621938233,939
3,30,22,78,40,5,-29.136002148899507,-70.23192112613302,59.29712460063897,1565
3,30,22,78,40,7,-36.21016720299966,-63.73352763469822,59.41286113699908,2146
3,30,22,78,40,10,-51.40703963724962,-67.78349646682307,58.53410247709535,2947
3,30,22,80,10,3,-62.30865523989959,-84.32501835812214,56.19047619047619,1155
3,30,22,80,10,5,-62.0402600551996,-79.92015688272974,56.44139387539598,1894
3,30,22,80,10,7,-67.4326271040996,-79.3922111183082,55.83011583011584,2590
3,30,22,80,10,10,-59.51659149744963,-71.95645514893899,55.96045197740113,3540
3,30,22,80,15,3,-56.90372393879974,-78.94687228387394,58.73642645607108,1013
3,30,22,80,15,5,-23.443099573949368,-65.88144717411862,58.448586891160545,1663
3,30,22,80,15,7,-35.31809754724965,-70.56732115369067,58.34790209790209,2288
3,30,22,80,15,10,-45.10358698414962,-65.04302215223376,57.68245838668374,3124
3,30,22,80,20,3,-58.55293664019972,-75.21365417591397,58.455114822546975,958
3,30,22,80,20,5,-11.178592478149419,-66.25721042211474,59.58121827411168,1576
3,30,22,80,20,7,-39.867356630249695,-65.64912081264379,58.872077028885826,2181
3,30,22,80,20,10,-50.6214078716498,-69.91679652900369,58.18733153638814,2968
3,30,22,80,25,3,-13.956581867399576,-67.24765832338126,59.314775160599574,934
3,30,22,80,25,5,10.334326964600372,-62.41611228945034,58.954248366013076,1530
3,30,22,80,25,7,-9.884935494249492,-66.66758304513593,60.178655383168774,2127
3,30,22,80,25,10,-36.97097850749967,-63.571386341265736,58.83768913342503,2908
3,30,22,80,30,3,-43.8462988832996,-74.90678901295558,58.855885588558856,909
3,30,22,80,30,5,-36.20180970144959,-71.68072019197746,59.179556153328846,1487
3,30,22,80,30,7,-16.520767348599552,-57.22380656478061,60.19138755980862,2090
3,30,22,80,30,10,-36.18160586779962,-60.08136455289843,59.4604064470918,2854
3,30,22,80,40,3,-51.971962976649635,-78.03402881523155,58.620689655172406,899
3,30,22,80,40,5,-25.511358861749468,-73.71918013079416,58.72801082543978,1478
3,30,22,80,40,7,-19.193147009849554,-58.37715897828102,60.028999516674716,2069
3,30,22,80,40,10,-38.39583302929962,-60.21612075644942,59.50790861159929,2845
3,30,24,70,10,3,-67.5112501099495,-85.52158246892908,58.45229151014275,1331
3,30,24,70,10,5,-53.24203739134956,-80.45926274904686,58.082191780821915,2190
3,30,24,70,10,7,-71.31094777474968,-83.5977960984705,56.797583081571,2979
3,30,24,70,10,10,-54.884013198549496,-72.73691634439086,57.57199602780536,4028
3,30,24,70,15,3,-52.991400829199506,-81.61015987358337,58.9018302828619,1202
3,30,24,70,15,5,-41.24212902739952,-71.27757611765448,59.13654618473896,1992
3,30,24,70,15,7,-51.18774509679946,-77.29484296987945,58.774170010944914,2741
3,30,24,70,15,10,-48.22615715834948,-68.30157310271386,57.7502691065662,3716
3,30,24,70,20,3,-71.33235016169964,-85.45248001809226,58.515283842794766,1145
3,30,24,70,20,5,-53.67999072274954,-79.68165190336816,59.44531658817374,1911
3,30,24,70,20,7,-52.47193910869959,-78.95674436427494,58.79245283018868,2650
3,30,24,70,20,10,-37.1036254590993,-60.57507670837398,58.22784810126582,3634
3,30,24,70,25,3,-74.7565728292995,-87.45893079502717,58.19309123117803,1129
3,30,24,70,25,5,-42.29414328779958,-75.23956610480845,59.72588297311544,1897
3,30,24,70,25,7,-39.489007621049545,-74.48969755349809,59.196056124383766,2637
3,30,24,70,25,10,-35.03028561219952,-64.33027417074484,58.48375451263538,3601
3,30,24,70,30,3,-75.7750172708495,-88.48144201878479,58.34076717216771,1121
3,30,24,70,30,5,-38.942610271049574,-72.63816503658532,59.65097831835008,1891
3,30,24,70,30,7,-29.938700414599428,-70.83600033450624,59.375,2624
3,30,24,70,30,10,-34.69856714709954,-63.55790651839954,58.39375348577802,3586
3,30,24,70,40,3,-73.82134990019951,-87.53202109648697,58.214285714285715,1120
3,30,24,70,40,5,-45.93448051194946,-74.11980056902726,59.39490445859873,1884
3,30,24,70,40,7,-41.76788058919957,-72.68278803794766,59.13443125239372,2611
3,30,24,70,40,10,-29.740713984099386,-61.83883258104225,58.48214285714286,3584
3,30,24,72,10,3,-61.277287658949376,-81.49438671901189,58.11437403400309,1294
3,30,24,72,10,5,-23.153639077249323,-70.35238012830689,58.74941670555296,2143
3,30,24,72,10,7,-53.76449421049936,-76.92056899647723,57.786885245901644,2928
3,30,24,72,10,10,-57.0827568337996,-72.75009479769373,57.454361054766736,3944
3,30,24,72,15,3,-46.365529331999355,-78.05319133012941,59.16955017301038,1156
3,30,24,72,15,5,-62.00290843534948,-81.54811754390427,59.49432404540763,1938
3,30,24,72,15,7,-69.10265779609963,-82.14391452532685,58.77458396369137,2644
3,30,24,72,15,10,-51.62054392344937,-71.31523077937361,58.70825282914711,3623
3,30,24,72,20,3,-71.01005538099976,-84.91821043848384,58.988256549232155,1107
3,30,24,72,20,5,-31.732288632199523,-73.54795797846579,60.41555673947789,1877
3,30,24,72,20,7,-62.12214140334946,-80.24519978464356,59.394654088050316,2544
3,30,24,72,20,10,-55.11207362179973,-70.32456892249135,58.765575195595474,3451
3,30,24,72,25,3,-69.0553755703496,-82.17026779404739,59.120073327222734,1091
3,30,24,72,25,5,-29.13124389544961,-73.27050528886573,60.23900054318305,1841
3,30,24,72,25,7,-48.760960182799394,-77.09830634409538,59.60474308300395,2530
3,30,24,72,25,10,-47.524483641799556,-67.54603195659566,58.98471300836457,3467
3,30,24,72,30,3,-70.75662480014961,-83.82343573723351,59.30018416206262,1086
3,30,24,72,30,5,-25.606912845349328,-73.85496787837327,60.63249727371864,1834
3,30,24,72,30,7,-49.62230896254959,-75.38445297653314,60.07194244604317,2502
3,30,24,72,30,10,-43.17860395014963,-65.37744118028832,59.21319062771189,3457
3,30,24,72,40,3,-72.2842283564496,-84.68289711011677,59.14972273567468,1082
3,30,24,72,40,5,-31.385400622149675,-75.32441341216494,60.61269146608315,1828
3,30,24,72,40,7,-51.99516654879949,-76.56515603790858,60.00802246289611,2493
3,30,24,72,40,10,-45.58078716844953,-66.02928755289274,59.019721577726216,3448
3,30,24,74,10,3,15.928559865600578,-57.28478404979869,58.313632781717885,1269
3,30,24,74,10,5,-49.80519201544966,-75.98871425121078,57.1359458151911,2067
3,30,24,74,10,7,-60.189386041449524,-76.07995124456379,56.71483961931618,2837
