SMA,Buy,Sell,Hold,Return,MDD,Win,Trades
50,20,75,40,415.49253422983827,-30.394596059149915,58.06451612903226,496
100,30,70,10,414.09086699201805,-48.91899400681501,48.701575138356745,2349
100,20,75,10,411.45037560480773,-42.725658486976386,50.0,1248
50,30,70,40,409.6657146580374,-60.73318451397949,62.24188790560472,1017
100,20,75,40,408.3766302296294,-49.97967181723864,56.295224312590456,691
120,40,60,20,406.6532270589514,-49.358942263467796,61.92326372025255,2059
120,20,60,40,406.0180142233667,-37.55038180608054,65.18987341772153,948
60,25,80,5,405.1146813354614,-29.396648541921927,49.597728348319926,2113
50,25,80,5,404.1386259924903,-26.796157935168658,49.21875,1792
100,30,70,40,400.67173928694723,-50.57892640929186,62.73946360153256,1044
120,25,80,10,399.9825155261754,-54.55683482055013,48.73646209386281,1939
100,25,70,10,399.02197752812236,-47.495336104173575,48.63301787592008,1902
120,30,65,20,397.0992827753529,-58.11437539072467,55.97290640394089,1624
50,25,60,10,395.002699463114,-35.2660345627115,51.536312849162016,1432
60,25,75,5,393.8407535413966,-28.849505318107138,49.62264150943396,2120
100,20,70,10,392.9406590967128,-42.40787114914261,50.59665871121718,1257
50,20,70,40,392.55837936534965,-32.5736140252874,61.95028680688337,523
50,20,80,40,387.8632696327304,-42.503668771921745,53.09168443496801,469
60,30,60,40,387.44237635622153,-69.19902533726307,63.343328335832084,1334
200,40,80,20,386.90165669054426,-47.54549414362598,48.24929971988796,1428
100,30,75,10,385.8490287444029,-49.156949470359955,48.11279826464208,2305
200,40,80,40,385.18607283650573,-60.18245316290696,53.21212121212121,825
200,35,70,20,385.16557381402316,-51.123927603354055,52.80403276622558,1587
200,40,60,20,384.7552435733958,-56.78850556093086,60.3585657370518,2008
200,15,60,40,384.7190770645775,-45.62243338429405,63.94984326018809,638
60,35,75,20,384.5561813989586,-59.489385521481076,49.47229551451187,1516
50,30,65,40,382.29174664983907,-62.087370435499366,63.92020815264527,1153
60,20,75,10,379.8561949454686,-32.811119797703,50.911300121506684,823
100,35,70,10,378.589227336107,-55.707504343456314,48.36128048780488,2624
50,40,70,10,374.00947954903404,-50.62522623620496,47.86574242977016,2741
50,20,60,10,372.48195327400396,-23.004226268937153,55.00794912559619,629
60,40,65,10,368.8276696788724,-59.923052694736,49.914059814369196,2909
60,20,75,40,368.1917058248571,-39.21797136409999,58.15972222222222,576
100,35,75,40,365.67893825500664,-42.547503066615114,56.97796432318992,953
100,20,80,40,361.4772327639358,-53.08725133067803,51.71339563862928,642
60,25,70,5,361.20220737201134,-31.240176148979877,49.648382559774966,2133
60,30,75,10,360.291584493669,-51.73127555523037,47.512784751278474,2151
200,30,75,40,359.28848939583656,-48.189933420048874,57.26970033296337,901
50,25,75,5,358.84212405539824,-26.795669853261124,49.27455357142857,1792
50,30,60,20,357.8624169431991,-61.209496194216875,59.64691046658259,1586
60,20,60,10,357.05487980551027,-32.415747347101835,53.068592057761734,831
100,30,65,40,353.9288301219467,-51.15887772354546,63.97306397306397,1188
50,20,75,20,353.2424332164508,-28.274788024012043,48.40425531914894,564
100,30,65,20,353.1881435782295,-47.94792708607968,55.94795539033457,1614
200,25,60,40,352.3374432545226,-54.12894443354423,63.85936222403925,1223
100,35,60,10,352.1621414384117,-53.886134539301025,51.97600564573042,2834
60,20,70,10,351.30335184125653,-33.0530188140842,51.09223300970874,824
50,30,60,10,350.41758623577215,-59.93414764410847,51.04311543810849,2157
100,25,75,10,344.33403967544825,-50.68959130022211,48.26851358550879,1877
200,35,60,20,342.4456399579957,-57.84245115870237,60.89709762532981,1895
200,30,60,40,340.98859272466865,-64.56874099736515,63.93678160919541,1392
200,25,80,40,340.93165833162055,-57.646789596502565,52.91073738680466,773
200,20,65,40,340.8083505723334,-39.175705758827824,63.08571428571429,875
100,40,75,40,339.8410308752634,-44.72146613108258,57.17213114754098,976
100,20,65,10,338.432291222547,-44.731398532380034,50.871632329635496,1262
120,40,65,20,338.2725744536063,-57.694715008638674,56.972327726532825,1843
120,25,70,40,337.1007553856959,-61.26071045292346,61.1228813559322,944
120,30,60,40,333.03525246746926,-61.70551126653634,64.2393655371305,1387
50,25,70,5,329.4767662295154,-26.796160495905745,49.30439621591541,1797
120,20,60,20,328.6377816047246,-45.76273179668489,59.299191374663074,1113
60,30,65,10,328.62564304363866,-56.079809285960444,48.92569382273948,2234
200,25,65,40,327.7313619548121,-45.11724585798313,62.75605214152699,1074
200,35,80,20,326.9914204008035,-49.20660205000178,48.14550641940086,1402
20,40,80,10,325.7453063546642,-46.58888750061374,47.89959016393443,1952
200,20,60,40,317.72624736979316,-42.50351876872582,63.02349336057201,979
120,25,60,40,316.53616402383375,-47.98722914880747,63.613445378151255,1190
20,35,80,20,312.2344760263897,-41.18194021916343,47.474747474747474,693
100,25,65,10,304.8196314036833,-51.51014938754776,49.22600619195047,1938
120,30,70,40,296.8370418940403,-59.64899011478371,62.25868725868726,1036
120,35,75,10,296.3541919709098,-62.52901952711303,48.75968992248062,2580
60,40,65,40,294.86781630865204,-54.9519550540955,63.23422770123278,1379
60,25,60,10,292.94075302541285,-48.76300582787555,51.15571776155717,1644
50,35,65,10,291.92059544456055,-59.2240056962173,50.29239766081871,2565
120,30,70,20,290.8379930044145,-48.502275067888995,52.21707478491066,1511
50,15,80,40,289.8749293399906,-11.15375876425935,68.81720430107528,93
200,40,65,40,289.7054824548051,-57.93156126777361,63.76042456406369,1319
120,35,65,10,285.67277393183815,-56.35351585081639,49.43492526430915,2743
200,20,70,40,285.5711642623111,-48.95318082777372,60.70528967254408,794
50,35,65,40,283.7262013565052,-52.498523687935396,63.03170920340294,1293
60,25,65,5,283.3737694827623,-33.087173282298146,49.64969640354974,2141
120,20,65,40,281.81973211283093,-47.40817440946742,64.09356725146199,855
100,20,60,10,279.9444496850612,-45.17918137891822,52.42187499999999,1280
50,25,65,5,272.36914369689845,-26.79706331458292,49.27937915742794,1804
120,30,65,40,268.45831441834923,-63.32217449988165,64.0506329113924,1185
200,35,80,10,267.73794489353804,-69.15526868012019,48.63258026159334,2523
200,15,65,10,267.73180974531795,-42.06868223609281,52.85880980163361,857
200,15,60,20,267.54494687469816,-42.62041456855932,59.04761904761905,735
100,25,60,10,267.29265405380164,-57.11847937519079,50.73121533030761,1983
200,35,65,10,267.15985799478483,-53.403006463011984,49.30044182621502,2716
200,40,75,20,266.98609656466675,-58.50452011555925,50.09940357852882,1509
100,25,70,20,265.2035807993077,-56.308644785312254,50.65334358186011,1301
120,15,60,20,261.5243729293271,-33.98512539639931,60.65857885615251,577
100,25,80,20,260.6326088690363,-51.38465297382155,46.84385382059801,1204
120,15,60,40,259.1254973105689,-47.710331732619,66.1625708884688,529
20,40,60,20,258.97786674055794,-50.37053249223932,64.1340782122905,1790
120,25,75,10,256.45532296727157,-57.91072567146497,49.12998976458546,1954
20,40,70,10,256.1631515654878,-44.28795692935021,49.06771344455348,2038
120,20,70,20,255.72044140364386,-43.90317292492349,51.69738118331717,1031
120,20,80,10,255.22821886870423,-49.15700904287002,48.63266814486327,1353
60,30,60,10,250.48121635783494,-56.12656995256328,51.51646447140381,2308
120,40,65,10,249.84655027790234,-52.22642468147676,49.896480331262936,2898
100,30,80,40,247.15825224948702,-53.08113728355715,51.231527093596064,812
200,15,70,10,246.79634335541053,-42.07011866858477,52.2248243559719,854
120,35,70,10,245.1334366152365,-57.45130567918566,48.94339622641509,2650
200,20,65,20,244.54779234254983,-44.593389826457575,54.75352112676056,1136
200,40,70,10,244.078967164168,-63.17707055928441,48.19985304922851,2722
60,25,60,5,241.16620047195644,-36.84397544752153,49.930523390458546,2159
60,15,75,40,241.11556333506798,-20.65138735983127,61.57635467980296,203
50,40,65,40,240.48252527166335,-48.05397192715836,64.06926406926407,1386
120,35,60,20,238.9638007719407,-58.67652913811161,60.75491209927611,1934
200,35,75,20,238.91657510992766,-61.769165115150656,50.16880486158002,1481
60,30,70,10,238.0552043131437,-58.8355438376843,47.52520623281393,2182
60,15,80,40,234.11183779776562,-26.64945418370931,54.35897435897436,195
200,40,75,10,228.7343443323608,-59.36201786373518,47.77190332326284,2648
120,25,65,20,228.2806242072542,-60.82299364519126,54.36337625178827,1398
120,20,75,20,223.76247095371272,-46.28953885701502,48.90438247011952,1004
60,35,65,10,221.348058787104,-58.846576492196554,49.66190833959429,2662
120,25,65,10,219.44743523183172,-54.21005070830318,49.751737835153925,2014
200,40,65,10,218.74317933734503,-57.99038260433189,49.064595834804095,2833
100,15,60,20,215.76476694413424,-35.4774728264485,60.47904191616767,501
200,35,70,10,215.41586007051797,-64.66730933621861,48.62909367859863,2626
200,15,60,10,214.13620962332942,-41.91039120004231,53.47222222222222,864
20,40,75,10,212.84135269361752,-49.72253438106761,47.863247863247864,1989
120,40,70,20,212.63045958018284,-54.72959360206724,52.10084033613446,1666
100,25,65,20,211.1345878093195,-58.57199597792061,53.610503282275715,1371
100,25,75,20,210.9135912372165,-59.80575962924179,48.4,1250
200,35,75,40,207.94852523099343,-50.643028474849615,56.38528138528138,924
50,30,80,5,204.04686682785186,-59.38616013055695,47.62900976290098,2868
200,15,80,10,203.6258064668305,-41.2669246027448,51.64705882352941,850
60,40,75,20,201.1404824524086,-64.30827604583669,49.294871794871796,1560
120,15,65,10,199.08059111597586,-29.16748247669721,54.93630573248408,628
100,15,60,40,198.13311337715004,-39.98259461848055,65.17094017094017,468
100,30,60,10,197.81135728125955,-64.13232308514364,51.20288692862871,2494
200,30,65,20,197.09423070784428,-65.10386627931514,55.64516129032258,1612
200,20,80,10,196.42833125109505,-49.766559828643345,48.700866089273816,1501
120,20,65,10,194.57156883284998,-51.6725203554549,49.819754866618595,1387
50,25,60,5,192.70228515185966,-31.70811859018968,49.47542794036444,1811
200,15,75,10,192.13600114839124,-41.63376240355543,51.93434935521688,853
200,15,70,40,191.81653245789252,-56.736190267435184,60.320284697508896,562
120,25,70,10,191.6370931347415,-57.84342760539766,48.708860759493675,1975
60,15,65,40,190.2276068746849,-20.25025807296769,65.55023923444976,209
120,15,65,20,190.10232085165097,-44.45848915971217,55.55555555555556,567
200,40,60,10,189.67269188559746,-62.302792870192604,51.950650216738914,2999
60,30,65,40,188.66646666926093,-74.49908566773348,61.65217391304347,1150
200,35,80,40,188.42825981194662,-45.3435682567852,52.599009900990104,808
50,40,65,10,185.88217598086584,-66.54269715760388,49.406838799720866,2866
120,15,60,10,179.79496363421973,-29.164464515871675,55.5379746835443,632
60,35,60,10,179.34907113876562,-60.92055268110127,52.6032315978456,2785
200,20,60,10,178.55625343106075,-51.493463637976134,50.85066162570888,1587
120,20,60,10,178.50146547878668,-54.26010546222548,51.21082621082621,1404
120,15,70,10,178.46728392825395,-29.165769014798126,54.45859872611465,628
50,30,75,5,176.3103432245409,-61.04394923766346,47.714681440443215,2888
200,15,80,40,175.53219195314648,-56.57451133352204,49.60629921259843,508
50,15,75,40,174.66387508490834,-11.877671039088213,71.27659574468085,94
120,20,70,10,174.15457088682427,-50.53613355206188,48.98403483309144,1378
120,20,75,10,172.65180878853693,-50.503246978133475,48.455882352941174,1360
50,30,70,5,171.68146480348824,-62.80453463954241,47.767857142857146,2912
200,30,65,40,171.57295922988402,-59.64384793260217,62.6916524701874,1174
20,40,65,10,171.55837882299113,-46.79331694398831,51.205673758865245,2115
120,15,80,10,170.54293704083295,-26.83106589851054,53.68589743589743,624
100,40,80,5,162.54231819138468,-66.59789175449497,47.187655550024886,4018
60,15,60,40,161.46377488516657,-20.26176866138748,67.29857819905213,211
200,15,65,40,160.01277935643802,-50.99810043923417,61.680672268907564,595
120,15,65,40,159.45677883862984,-51.84149295920966,63.25301204819277,498
120,40,60,10,159.44344279723944,-60.45160489817521,52.93925538863488,3062
20,35,75,20,158.86892636932194,-39.562591342016226,49.57865168539326,712
100,15,70,40,156.62227023350837,-52.5582265564996,60.5080831408776,433
200,25,75,20,154.80984217730912,-48.54761545927074,50.115295926210614,1301
120,35,60,10,154.38801098747211,-58.42508053229568,52.04616998950682,2859
