RSI,SMA,Buy,Sell,Hold,Return,MDD,WinRate,Trades
3,20,15,70,20,647.2650748889712,-53.482845275026314,62.3921085080148,3244
3,20,15,70,25,552.2320958577433,-57.38546345807135,62.33354470513633,3154
3,20,15,70,30,761.9077708356652,-58.13122865670286,62.43589743589744,3120
3,20,15,70,40,550.7511751632222,-57.814722014132926,62.21213104119364,3083
3,20,15,70,50,559.4291605302908,-55.875687919304085,62.264150943396224,3074
3,20,15,75,5,87.40018151370168,-63.80956843992348,52.24289911851127,5105
3,20,15,75,10,314.57957900092356,-57.76509438825818,57.705898341940745,3679
3,20,15,75,15,770.0862215235805,-49.5684605432946,60.72545340838024,3198
3,20,15,75,20,739.6132160156588,-47.76144579150204,61.798128342245995,2992
3,20,15,75,25,584.9954875564306,-52.40708265216638,61.68289290681502,2876
3,20,15,75,30,945.0307009172911,-52.475108345512766,62.03113941967445,2826
3,20,15,75,40,688.749989528079,-54.73609773603529,61.83644189383071,2788
3,20,15,75,50,561.190478014027,-52.217941650838306,61.6751269035533,2758
3,20,15,80,5,150.53928981004557,-60.246614701762155,51.36281041792853,4953
3,20,15,80,10,700.1460209058226,-52.59999200780534,56.86774284905126,3531
3,20,15,80,15,809.0316433887713,-61.46762541558366,59.54146999325691,2966
3,20,15,80,20,2187.2685891698848,-45.452356645063475,62.00794510653665,2769
3,20,15,80,25,1277.8125945685567,-51.98198926773235,61.62389888931445,2611
3,20,15,80,30,1462.7708311387353,-58.60916790066128,61.77865612648221,2530
3,20,15,80,40,965.7012634992984,-60.844185301390965,61.59155501421031,2463
3,20,15,80,50,1110.4779048385597,-59.28332486812019,61.80187525479005,2453
3,20,20,55,5,154.6610787392846,-56.53942301381352,56.27174813587407,6035
3,20,20,55,10,571.432965354475,-50.363518918874384,63.391341256366715,4712
3,20,20,55,15,632.1360117601683,-56.8808186591743,64.09550045913683,4356
3,20,20,55,20,1034.3175493363838,-59.63467855654445,64.05735778091208,4254
3,20,20,55,25,868.2782051295356,-57.69211131308556,63.956252971944835,4206
3,20,20,55,30,994.974030521295,-55.55903285681067,63.954318344039976,4203
3,20,20,55,40,1096.386795032623,-55.631397338445346,63.95044079104122,4197
3,20,20,55,50,1096.386795032623,-55.631397338445346,63.95044079104122,4197
3,20,20,60,5,150.1259814577958,-57.197920605968754,55.54984583761562,5838
3,20,20,60,10,448.05287445486755,-49.119042865146604,62.54488330341113,4456
3,20,20,60,15,683.5323378732247,-55.94949654743891,63.48148148148148,4050
3,20,20,60,20,1311.7801767272533,-50.708575244432716,63.56943386646356,3939
3,20,20,60,25,860.9481844882882,-57.507766616144906,63.61290322580645,3875
3,20,20,60,30,1365.0796198394298,-56.38004756145855,63.78238341968911,3860
3,20,20,60,40,1531.9766734944324,-59.66699856031816,63.79220779220779,3850
3,20,20,60,50,1555.5017055967849,-58.857485140682265,63.81818181818182,3850
3,20,20,65,5,332.5197864991313,-56.77234400945088,54.725313548842955,5661
3,20,20,65,10,413.66569283694855,-52.784862866923355,60.98718557190318,4214
3,20,20,65,15,569.9987884985785,-53.48368939483166,62.46691371095818,3778
3,20,20,65,20,1171.639003013476,-52.43823018899143,63.1390874106652,3638
3,20,20,65,25,791.5122155099459,-52.70158128696346,63.01177790241167,3566
3,20,20,65,30,1200.9825881038662,-54.54920949983262,62.90231507622812,3542
3,20,20,65,40,1180.8710110011868,-54.62552464025313,62.91879613855764,3522
3,20,20,65,50,1276.7857137077751,-52.11958061188313,62.96506674240273,3521
3,20,20,70,5,172.7844147625241,-54.58695377528281,53.43664539653601,5485
3,20,20,70,10,266.97182866890665,-65.31819046131776,59.57232704402515,3975
3,20,20,70,15,489.42514664738417,-46.72129163109612,61.955275229357795,3488
3,20,20,70,20,830.5846353546432,-45.24062197874123,62.688821752265866,3310
3,20,20,70,25,656.3268091862172,-51.285368939953955,62.515527950310556,3220
3,20,20,70,30,919.5602109497631,-58.21239478337269,62.79434850863422,3185
3,20,20,70,40,841.6163231764651,-54.640514816693155,62.71401395053899,3154
3,20,20,70,50,846.0904933266297,-52.084486935435535,62.70270270270271,3145
3,20,20,75,5,143.5486021131509,-56.20474163387017,52.06361226808027,5282
3,20,20,75,10,233.05373808173889,-66.23223319834754,57.75953389830508,3776
3,20,20,75,15,778.6142417725198,-52.99062793239491,60.73073380411421,3257
3,20,20,75,20,1415.6515130259395,-50.64279197996181,62.214239059438285,3062
3,20,20,75,25,1053.8610749572208,-48.916941116450836,62.15017064846416,2930
3,20,20,75,30,1455.667141714994,-47.503481311636925,62.43496357960458,2883
3,20,20,75,40,1288.410884468812,-48.41140876154852,62.50439676398171,2843
3,20,20,75,50,962.1004862687417,-48.50993232206547,62.273534635879216,2815
3,20,20,80,5,170.39377846850778,-58.99304301166074,51.24290467801919,5109
3,20,20,80,10,697.0200249049575,-55.535918501729775,56.77097756854057,3611
3,20,20,80,15,900.9253291421384,-57.6385903615891,60.046265697290146,3026
3,20,20,80,20,1250.3404132913176,-48.064266106171566,61.855670103092784,2813
3,20,20,80,25,1428.6298926609404,-48.5452798783429,62.24066390041494,2651
3,20,20,80,30,1053.0710655376654,-59.236169282503525,62.106490478041195,2573
3,20,20,80,40,896.3634584770787,-59.06988522820592,62.29116945107399,2514
3,20,20,80,50,829.1917975797903,-58.53478124977477,62.43980738362761,2492
3,20,25,55,5,90.98586908705131,-56.51530739306045,56.01215222257755,6254
3,20,25,55,10,667.3327019834978,-48.00559654288918,63.31068560840025,4857
3,20,25,55,15,743.5369019563356,-52.1149904441897,63.946488294314385,4485
3,20,25,55,20,1154.1695267279906,-56.55949551712007,63.8234621541276,4373
3,20,25,55,25,880.1446300932657,-56.16789709061597,63.75636868920797,4318
3,20,25,55,30,999.319885520728,-53.863737878232556,63.741875580315686,4308
3,20,25,55,40,1098.1372151071193,-53.941191202911945,63.71660859465737,4305
3,20,25,55,50,1098.1372151071193,-53.941191202911945,63.71660859465737,4305
3,20,25,60,5,90.19210924515382,-54.51094476425568,55.37491705374917,6028
3,20,25,60,10,764.0269943825249,-43.0496293819948,62.64192139737991,4580
3,20,25,60,15,1032.5924260977135,-47.996940562297546,63.38062034142823,4159
3,20,25,60,20,1700.282764931391,-43.847714195196026,63.39594661393969,4046
3,20,25,60,25,1104.6402592565203,-53.29486732240788,63.368580060422964,3972
3,20,25,60,30,1866.6733801454602,-48.331203623800924,63.60655737704918,3965
3,20,25,60,40,2045.1795920514453,-53.80934610908472,63.60191967668604,3959
3,20,25,60,50,2086.6985343113706,-52.66067911074154,63.63636363636363,3960
3,20,25,65,5,195.75873194034128,-56.770062178358536,54.51740099434254,5833
3,20,25,65,10,490.51322793630135,-51.86658698569252,60.973348783314016,4315
3,20,25,65,15,487.6809468542004,-46.14012224203866,61.951725927848436,3853
3,20,25,65,20,898.6239097402049,-48.10437209548165,62.67529665587917,3708
3,20,25,65,25,599.8951874395187,-51.553987480407294,62.4,3625
3,20,25,65,30,994.5544657540624,-50.885286686521326,62.392450735498194,3603
3,20,25,65,40,1181.8780692291846,-49.6351268718246,62.409369771332955,3586
3,20,25,65,50,1248.9627525148196,-47.03383742246593,62.4756063562866,3587
3,20,25,70,5,101.07829623287658,-54.63824582026873,53.319133830315934,5634
3,20,25,70,10,356.6932657619216,-62.12670980126403,59.65255688769269,4087
3,20,25,70,15,410.62599237403134,-51.64496884197531,61.6484440706476,3567
3,20,25,70,20,698.6165006810679,-47.89284083232624,62.20053238686779,3381
3,20,25,70,25,578.6221694103322,-49.8581643468237,62.120291616038884,3292
3,20,25,70,30,829.0884164060852,-52.77587878905694,62.308164518109265,3258
3,20,25,70,40,688.0409934323408,-50.58072389520667,62.220843672456574,3224
3,20,25,70,50,631.0425747448161,-51.63257118293901,62.12262682850918,3213
3,20,25,75,5,108.28300336479724,-57.256075180783384,52.19476208041313,5422
3,20,25,75,10,355.36820134264707,-68.10420513335413,58.07950438822922,3874
3,20,25,75,15,971.3602617909895,-59.270212564519156,61.05263157894737,3325
3,20,25,75,20,1177.5655146898932,-49.88196497741091,61.80354267310789,3105
3,20,25,75,25,1090.7777241985689,-46.4560202048419,62.34939759036144,2988
3,20,25,75,30,1345.1904662042398,-50.51963220089034,62.240381341504936,2937
3,20,25,75,40,1288.4705450128233,-50.86458750571057,62.24595246296934,2903
3,20,25,75,50,962.2973380172523,-50.88988197588207,62.11331247827599,2877
3,20,25,80,5,145.82077869925075,-57.751333631696376,51.43946615824595,5245
3,20,25,80,10,922.8138629593149,-53.28580131197101,57.065217391304344,3680
3,20,25,80,15,729.6600740198851,-58.57434670228775,59.70684039087948,3070
3,20,25,80,20,1705.044935922572,-48.332632035445485,61.44112478031635,2845
3,20,25,80,25,1199.7015437761725,-52.12326781040433,61.805296531145096,2681
3,20,25,80,30,1231.5838620701204,-57.652627931198595,62.00076074553063,2629
3,20,25,80,40,1518.0046464163436,-54.51494119426448,62.46105919003115,2568
3,20,25,80,50,1158.209232718883,-53.246705815388864,62.31313926042487,2542
3,20,30,55,5,51.67749350905246,-58.06687082418279,55.83088121418616,6457
3,20,30,55,10,454.5315265835849,-48.85127968275498,62.79815594307476,4989
3,20,30,55,15,824.5713424332063,-51.26347505108697,63.6920384951881,4572
3,20,30,55,20,1090.4449726006458,-55.42347733552212,63.55894217839534,4462
3,20,30,55,25,853.3395159679773,-57.645384305716796,63.51259360108917,4407
3,20,30,55,30,943.7556830349542,-55.32075664787144,63.43572241183163,4395
3,20,30,55,40,956.0404663538151,-55.394733526808906,63.40018231540565,4388
3,20,30,55,50,956.0404663538151,-55.394733526808906,63.40018231540565,4388
3,20,30,60,5,10.266557752131323,-55.5400377878964,54.94434586223584,6199
3,20,30,60,10,397.5735154263761,-54.5954086325732,62.324093816631134,4690
3,20,30,60,15,1403.8158632722411,-48.73577703507376,63.44517958412098,4232
3,20,30,60,20,2042.4320789807261,-39.67464621012135,63.342252493310625,4111
3,20,30,60,25,1352.0307125856311,-42.01771118810338,63.46772198862231,4043
3,20,30,60,30,2012.5838772089014,-40.07489010716447,63.51451973194341,4029
3,20,30,60,40,1948.2918474851758,-47.88227879476998,63.48692403486924,4015
3,20,30,60,50,2002.5683797585525,-46.21359673127513,63.51183063511831,4015
3,20,30,65,5,101.36135298046311,-54.584869163438135,54.216062781766574,5989
3,20,30,65,10,407.44760741747524,-56.11468719260005,60.719131614653996,4422
3,20,30,65,15,766.0099262866572,-51.239579001663024,62.178015812292784,3921
3,20,30,65,20,1327.0712023951007,-47.01411329381034,62.8548686654285,3769
3,20,30,65,25,893.5915079339379,-53.17404616223686,62.67281105990783,3689
3,20,30,65,30,1720.1899964240092,-49.71457250675147,62.79259662493195,3674
3,20,30,65,40,1807.1239216695822,-49.07136274429722,62.855579868708965,3656
3,20,30,65,50,1903.2635115231094,-49.28673536120958,62.87982480153299,3653
3,20,30,70,5,32.44765793698152,-55.745835274114285,52.99115658054448,5767
3,20,30,70,10,368.81653125495103,-62.8749836495975,59.33094384707288,4185
3,20,30,70,15,525.7870518701334,-52.52231062915015,61.24586549062845,3628
3,20,30,70,20,1036.5755868016229,-51.32909675460837,62.27457824316463,3438
3,20,30,70,25,768.9314032623379,-54.211390472436385,62.04008375710439,3343
3,20,30,70,30,1081.1153095171844,-53.978683764526316,62.27725762609484,3311
3,20,30,70,40,717.9277839012544,-53.1257742003435,62.18616044090631,3266
3,20,30,70,50,711.77370416799,-53.689588254231715,62.14637146371464,3252
3,20,30,75,5,19.17923078964283,-65.80831398980274,52.02239075478512,5538
3,20,30,75,10,367.82377851512234,-64.77717812647172,58.11187041255378,3951
3,20,30,75,15,791.1559054920708,-62.24658161082227,60.78022632519357,3358
3,20,30,75,20,1675.4470410199203,-53.161748540333456,62.32204998418223,3161
3,20,30,75,25,1241.0418528621092,-53.73817147415711,62.574061882817645,3038
3,20,30,75,30,1177.8422713814102,-57.76365135493368,62.18034993270525,2972
3,20,30,75,40,1059.499430881303,-56.26915325862908,62.27381358825538,2929
3,20,30,75,50,848.4133021096769,-56.85345906165814,62.15564738292011,2904
3,20,30,80,5,85.29759619298798,-57.81540024972266,51.39122315592903,5355
3,20,30,80,10,988.4286226067605,-62.40909199481091,57.19232818327118,3754
3,20,30,80,15,1101.625562228225,-63.92327925334769,60.06441223832528,3105
3,20,30,80,20,1915.7525761854931,-55.481607675193644,61.455805892547666,2885
3,20,30,80,25,1391.627387594128,-51.81751756423068,61.95933456561923,2705
3,20,30,80,30,2249.702959491616,-57.125429982554635,62.367624810892586,2644
3,20,30,80,40,2701.469705197007,-52.73839444550295,62.72166538164996,2594
3,20,30,80,50,1558.9075644516288,-54.40306694761363,62.416894798592104,2557
3,20,35,55,5,-1.4215745737072627,-58.452526112001934,55.5893536121673,6575
3,20,35,55,10,375.26292173906563,-50.373978309898106,62.823808582163345,5057
3,20,35,55,15,990.8751835430668,-49.77517238241297,63.64809636480964,4649
3,20,35,55,20,1144.1705746145947,-51.993169636474,63.40331491712708,4525
3,20,35,55,25,973.0591165132656,-53.14550245037582,63.4413407821229,4475
3,20,35,55,30,1050.3300509145458,-50.57116713242321,63.373655913978496,4464
3,20,35,55,40,1022.272361747089,-50.651692292757225,63.313875168387966,4454
3,20,35,55,50,1022.272361747089,-50.651692292757225,63.313875168387966,4454
3,20,35,60,5,-10.493150456370515,-53.081877719861346,54.719670573329104,6314
3,20,35,60,10,327.8659963706689,-51.339074835893406,62.42118537200504,4758
3,20,35,60,15,886.8775092970589,-55.320125237651894,63.09635173058934,4276
3,20,35,60,20,1032.371635032093,-55.871957788938175,62.91294911984567,4147
3,20,35,60,25,1010.8865831662936,-48.71286060757377,63.17592366038659,4087
3,20,35,60,30,1400.8307815058008,-48.96516645878692,63.187622789783894,4072
3,20,35,60,40,1333.2632362931809,-49.36054564898871,63.13454903893544,4058
3,20,35,60,50,1379.9698161327315,-48.96460711544485,63.15919172005914,4058
3,20,35,65,5,61.30702771363896,-52.521426983462185,54.00656814449918,6090
3,20,35,65,10,277.0980665186099,-56.626980497549226,60.74453856442265,4486
3,20,35,65,15,470.26978318789634,-54.57406645336593,61.83977760929997,3957
3,20,35,65,20,848.3191519462812,-45.04711774202452,62.45401996847083,3806
3,20,35,65,25,664.2691537850667,-48.23206306514513,62.308724832214764,3725
3,20,35,65,30,1058.7030774730626,-46.227950132700144,62.28401727861771,3704
3,20,35,65,40,955.990242902009,-50.30477246833267,62.286179744773285,3683
3,20,35,65,50,1023.5625576121748,-50.51479729010152,62.34718826405869,3681
3,20,35,70,5,6.7215339285463305,-54.78141047890111,52.74218349564326,5853
3,20,35,70,10,156.249220335257,-65.54291032678745,58.89046941678521,4218
3,20,35,70,15,289.17609588887024,-55.863069200902714,60.83379045529347,3646
3,20,35,70,20,387.86422757686427,-56.02817189975781,61.801332174920354,3453
3,20,35,70,25,321.10963853804606,-53.27172031520856,61.68057210965435,3356
3,20,35,70,30,563.8965274292192,-53.544816616723026,61.990407673860915,3336
3,20,35,70,40,385.31030868029814,-53.19333100679887,62.00303490136571,3295
3,20,35,70,50,354.61948230519374,-53.53053903242218,61.962816214568726,3281
3,20,35,75,5,6.399424323268255,-65.2656160616492,51.82546749777382,5615
3,20,35,75,10,213.43324994657902,-67.93373867679355,57.92377131394183,3988
3,20,35,75,15,673.6047447892306,-61.39237242377177,60.80402010050251,3383
3,20,35,75,20,1017.3632786620465,-58.77917340754224,62.122166246851386,3176
3,20,35,75,25,782.1286135004618,-58.119365024373536,62.16835899115624,3053
3,20,35,75,30,893.9387414034181,-61.47131264775414,61.941294196130755,2998
3,20,35,75,40,792.9810447558244,-60.15736156262991,61.8403247631935,2956
3,20,35,75,50,610.5789853658483,-60.65102301753055,61.753667690208125,2931
3,20,35,80,5,24.599057277894797,-59.40604212968991,51.06265015708742,5411
3,20,35,80,10,697.8580148246581,-62.43140401652638,57.08630245447348,3789
3,20,35,80,15,1208.1225424286351,-65.36297531217635,60.33876637903484,3129
3,20,35,80,20,1549.8687198501846,-55.4853107781224,61.14934618031659,2906
3,20,35,80,25,1397.9775060397778,-50.693140123938754,61.8295371050698,2722
3,20,35,80,30,1034.82356567016,-58.67493728476958,62.1326299924642,2654
3,20,35,80,40,1764.6667726928356,-52.1851252952561,62.44239631336406,2604
3,20,35,80,50,1512.732451377551,-53.39940006808037,62.40776699029126,2575
3,20,40,55,5,-23.0481966621784,-59.94474686820652,55.54225878833209,6685
3,20,40,55,10,172.94781542950594,-51.16404911897331,62.38782676550917,5126
3,20,40,55,15,493.03994531740284,-47.47967916041811,63.24968098681411,4702
3,20,40,55,20,561.4825182670414,-53.01826346580203,63.03017052907739,4574
3,20,40,55,25,484.4348884449008,-54.464571455893186,63.03338492151227,4523
3,20,40,55,30,548.5217706686889,-51.29557456856588,62.93504766127245,4511
3,20,40,55,40,536.0896980569426,-51.3798359453932,62.866666666666674,4500
3,20,40,55,50,536.0896980569426,-51.3798359453932,62.866666666666674,4500
3,20,40,60,5,-32.27413034025181,-57.644162715173216,54.59223452362389,6413
3,20,40,60,10,127.42359990627814,-55.222057340539685,61.84730601206574,4807
3,20,40,60,15,579.8632337321158,-54.77391323566012,62.85317276516906,4318
3,20,40,60,20,636.3574915280981,-55.626900671146494,62.70903010033445,4186
3,20,40,60,25,657.1817244734499,-48.48588496479287,62.912621359223294,4120
3,20,40,60,30,909.3196911713759,-48.305639328845075,62.93229420360448,4106
3,20,40,60,40,912.3781824620696,-48.30560477736674,62.86342536037136,4093
3,20,40,60,50,873.6224378748949,-49.5505664983916,62.89415790760206,4091
3,20,40,65,5,6.538023099961632,-54.86375790043859,53.998057623826476,6178
3,20,40,65,10,159.73793011757613,-62.5173279433186,60.511802338407236,4533
3,20,40,65,15,300.31126087225977,-56.13949910569984,61.65413533834586,3990
3,20,40,65,20,692.2584913932952,-46.60838545149561,62.60733801717409,3843
3,20,40,65,25,513.6707224631526,-47.536172773504774,62.41021548284118,3759
3,20,40,65,30,697.1888925737153,-46.775912456673005,62.21864951768489,3732
3,20,40,65,40,638.7990982914407,-51.0327846324479,62.20005392289026,3709
3,20,40,65,50,691.9523001692683,-51.24549016292197,62.24379719525351,3708
3,20,40,70,5,-12.908933499407983,-55.64014036353014,52.81429052915403,5934
3,20,40,70,10,115.15449548927141,-65.31923973196197,58.85660731021556,4268
3,20,40,70,15,231.30449761652451,-59.23908848162679,60.89673913043478,3680
3,20,40,70,20,354.1622819731106,-60.95414029719436,62.0916905444126,3490
