SMA,Buy,Sell,Hold,Return,MDD,WinRate,Trades
50,30,80,50,855.64261071755,-46.730423109914675,62.14511041009464,951
30,45,80,50,842.30392066235,-38.549613054248745,62.42603550295858,1014
50,30,75,50,841.05022329355,-43.89255262887499,63.1993006993007,1144
30,35,80,50,830.1603230674997,-48.22776213685689,61.59346271705822,979
120,45,80,50,825.1962663752,-42.168662832525925,62.724392819429774,947
30,40,70,50,821.3676882536502,-55.94978493629499,63.059958649207445,1451
30,30,80,50,811.6775614502498,-45.99662324725625,62.20391349124614,971
50,40,80,50,802.4471756286002,-46.73317573273645,61.73733195449845,967
120,40,80,50,784.5729472177997,-43.518232447302616,62.380446333687566,941
50,35,70,7,781.0678435883005,-53.99888071782401,54.05727923627685,2514
120,20,80,50,777.7508763458002,-45.143434338846795,60.0,910
30,20,70,50,777.3282972102503,-44.46369135421542,63.829787234042556,1316
50,40,75,30,768.3147688564002,-39.77461805659161,62.794476035743294,1231
120,20,80,40,762.4464442588002,-40.997592060120915,60.30204962243797,927
50,45,75,30,757.7686642010497,-39.77369383426807,62.54071661237784,1228
30,45,70,50,756.9686453772997,-55.681827786392034,63.079019073569484,1468
20,30,70,50,751.6606915976505,-43.13284891564078,63.87323943661972,1420
50,45,70,7,749.8861230568498,-56.48691618010401,54.194303550526726,2563
20,30,70,40,739.356454639551,-45.88047294415273,63.78947368421053,1425
30,20,70,20,727.3875576701993,-42.85435372119382,62.44695898161245,1414
50,15,75,15,726.0264132623998,-42.39853362605235,59.25655976676385,1372
50,30,75,30,716.5119089560502,-43.96703191208081,62.19816819317236,1201
30,20,75,50,716.3268360574999,-46.112823019387136,63.6283185840708,1130
50,35,75,40,713.2085313071997,-50.72722505503916,61.61790017211703,1162
20,35,70,50,712.8715786070495,-38.1354632197988,63.91966759002769,1444
100,15,80,50,712.1671819880501,-45.78400548493443,60.710321864594896,901
50,35,80,30,712.0926699912499,-45.405994468316315,61.181026137463704,1033
200,45,80,20,710.2001279062998,-54.85518521875509,59.158632778264675,1141
20,30,80,15,710.1674538414999,-38.69392019682948,57.01818181818182,1375
150,45,80,10,709.9275565784003,-66.45486538287277,52.479815455594,1734
60,20,80,50,707.6993712657002,-48.83931914284862,62.23404255319149,940
30,40,70,40,706.2728998033502,-56.80466063783095,63.059958649207445,1451
150,20,80,50,705.9407053517999,-46.309601852242885,60.57906458797328,898
50,15,80,50,705.0477215583,-46.15772950057132,62.39035087719298,912
100,20,80,30,697.3951913840497,-55.06736230724343,60.52366565961732,993
30,15,80,50,693.9366613468502,-43.604878294894164,63.7855579868709,914
50,40,80,40,686.5241451955998,-54.21201767189995,62.23132036847492,977
120,30,70,20,682.97747524695,-42.56073765901243,62.264150943396224,1484
200,40,80,20,682.70052696485,-52.20038584807725,59.36952714535902,1142
20,35,70,40,676.0659699418999,-38.14750584031677,63.787145818935734,1447
50,30,70,7,675.4369036398497,-63.144505442863476,53.62673186634067,2454
30,45,70,40,670.5457716875503,-55.67321231166831,63.10415248468346,1469
30,35,80,40,664.3874255545996,-52.17086941090301,61.438561438561436,1001
30,15,75,50,662.1351376945998,-44.169130245764556,63.3552014995314,1067
30,45,80,30,656.2367791486998,-45.52680810330549,60.351201478743064,1082
200,35,80,20,647.92072966975,-52.60029250022512,59.275618374558306,1132
30,20,70,40,647.6089830683009,-47.789066370754014,63.50531107738998,1318
30,45,80,40,646.70939941135,-40.039310974092444,61.3880742913001,1023
60,40,80,7,634.0333367699002,-68.32940769188284,49.978345604157646,2309
150,45,80,50,628.7799681298001,-45.49863332199142,62.02928870292887,956
30,40,80,50,628.3330948788996,-45.66804026894912,61.86186186186187,999
30,20,80,50,622.6975828304498,-51.25784886661203,61.93001060445387,943
50,25,75,30,622.0236762022001,-47.61895317918112,62.23717409587889,1189
20,30,70,20,614.7574787587995,-46.41011967824039,63.20939334637965,1533
30,20,70,15,609.8190784486505,-43.8488494581765,61.990950226244344,1547
50,30,75,7,603.9171827194002,-59.07034194606926,51.57045840407471,2356
120,30,75,15,603.8315080099494,-47.39218415465084,58.29931972789115,1470
50,40,80,7,600.8729149460498,-56.82491850280861,50.4075504075504,2331
30,35,70,50,599.6041181530001,-55.21532896589019,62.9865534324133,1413
120,45,80,40,599.0263247249999,-40.76888523668563,61.3265306122449,980
100,40,80,50,598.52251103455,-43.72305332750792,61.23535676251331,939
60,35,80,30,590.6552592991998,-45.59988557909887,61.396702230843836,1031
50,30,75,40,590.4369049491501,-43.893035159895206,61.88811188811189,1144
120,30,75,10,590.0595384534997,-57.82559683755334,54.65116279069767,1806
150,30,80,20,582.1302789588501,-60.052422573281625,58.19601040763226,1153
50,35,80,7,581.8977983128499,-57.40480390261754,50.34722222222222,2304
150,35,80,10,581.7161080292498,-63.46426560329155,52.42548217416715,1711
120,40,80,40,578.9001010614496,-41.21797681502486,60.78431372549019,969
30,15,75,40,578.2654588897,-45.257477482429465,62.98342541436463,1086
50,45,80,7,577.7775236687,-63.73699322940794,50.57766367137355,2337
200,30,80,15,577.2557764872499,-49.248671129403526,57.1647509578544,1305
50,40,70,7,575.8147600822504,-57.00405465244791,53.955135773317586,2541
120,25,80,50,574.2420136399996,-42.194697690019034,59.955995599559955,909
60,35,80,40,571.9996170532,-52.51819471654511,62.026612077789146,977
120,25,75,30,570.6376268801993,-42.57665278438711,61.231569817866436,1153
20,30,60,10,570.294713611999,-47.15132860667621,62.37580993520518,2315
150,30,80,30,569.2591211273499,-38.78747936102641,60.5,1000
20,35,80,15,568.6974385320999,-35.86612098319325,57.16312056737589,1410
50,20,80,30,567.5277654433003,-60.706271605251416,60.44176706827309,996
20,35,70,20,567.3885583233499,-47.86389502561413,63.1578947368421,1577
150,15,75,20,565.3522189831999,-45.81838668090136,59.60099750623441,1203
50,35,75,7,565.1846167377507,-52.25981018244378,51.52019991670137,2401
60,45,75,30,563.0177093376499,-49.277139375837656,62.489829129373476,1229
20,30,70,30,562.2108939852004,-41.88674370486319,63.541666666666664,1440
100,15,80,30,560.9278137483496,-51.34608531532648,60.51282051282051,975
20,40,75,10,559.4829644322006,-55.120233013418144,55.623721881390594,1956
30,25,80,40,559.3705301527501,-46.9605259744685,61.128205128205124,975
150,25,80,40,559.0574863462501,-43.59854493168357,60.883620689655174,928
30,25,80,50,554.8711048843504,-54.671743490268845,61.23535676251331,939
20,40,80,15,553.9687121317503,-49.39128036915141,57.202216066481995,1444
150,30,80,10,553.44052202185,-69.72453538933954,52.38938053097345,1695
150,30,80,40,552.8792472989497,-49.538716656757344,61.37566137566137,945
200,35,80,15,550.17589894385,-44.37050189612255,56.65658093797277,1322
150,20,80,40,547.1926968912002,-41.55270127564709,60.76923076923077,910
200,45,80,15,546.7332421339,-44.925888310167245,57.28155339805825,1339
60,25,80,50,542.5518938890001,-55.39516456180276,61.35163674762407,947
20,45,60,10,542.4188558166993,-59.67685096771325,61.87694704049844,2568
60,45,75,50,540.8982871298497,-48.90452726271531,62.02749140893471,1164
50,25,75,50,540.7384915697999,-44.90749146853369,62.55545696539485,1127
30,40,75,50,540.45318199,-52.370771814185645,62.207357859531776,1196
60,25,80,15,539.4958606146998,-60.27852181978561,55.48048048048047,1332
60,30,80,30,538.1499535678499,-55.77217448773648,60.49019607843137,1020
20,40,60,10,537.8794138728996,-60.25530171007478,62.216924910607865,2517
30,45,70,30,537.0353915269499,-64.01313473372431,63.182423435419445,1502
50,30,80,30,535.9890650277998,-48.165613538665255,60.942100098135434,1019
30,35,70,40,534.9042343103501,-55.692622689703505,62.90780141843971,1410
60,40,75,50,534.7209264751498,-54.95435964393246,62.129144851657934,1146
50,45,80,30,532.1588464549501,-54.0053626531375,61.37012369172217,1051
120,45,75,15,531.4976714312004,-52.52985524037798,58.50567044696464,1499
50,20,75,40,529.0456512598497,-48.432671992420076,62.062780269058294,1115
20,40,70,20,528.6216794906999,-62.97486086402757,62.37623762376238,1616
120,30,80,15,526.8847921361998,-45.25130914825083,55.86258401792382,1339
20,35,70,30,525.8165266172002,-42.65670675561255,63.294600136705405,1463
30,30,70,50,523.2912112771999,-53.238417374712085,63.688348820586135,1399
50,15,80,30,522.0736933437001,-52.3440092725797,60.692464358452135,982
60,30,70,7,521.0895038608994,-57.286519685332834,53.2702591526121,2431
20,40,70,30,518.3183640966497,-48.8185694970007,62.327416173570015,1521
30,15,75,15,517.6393354536997,-44.43121245609059,58.77061469265368,1334
150,40,80,50,517.5492587082,-47.302599535861155,61.64383561643836,949
20,30,80,10,517.3175248975501,-47.652683782304514,53.497706422018354,1744
200,20,80,40,515.01702022895,-45.8351406159537,61.240310077519375,903
120,45,70,20,512.1162476524999,-41.8148639345466,62.09624258404747,1517
120,30,80,40,511.57744560449976,-42.41170120185227,60.56782334384858,951
30,35,70,30,510.9583293827499,-59.664164012204324,62.448132780082986,1446
30,20,75,40,510.8033923387498,-49.37350823559507,63.23658751099385,1137
150,25,80,50,509.9962262453502,-42.66756799684609,60.22099447513812,905
50,40,80,30,508.87391111884995,-50.15811624523639,60.9404990403071,1042
20,40,70,50,505.9655362052499,-47.57039384567264,62.508520790729385,1467
50,20,80,50,505.2737542479996,-46.43188772958551,61.135371179039296,916
120,35,80,40,505.1819150556502,-40.287965063385265,60.04228329809725,946
20,35,80,50,505.09919928175,-46.90944988844885,60.245901639344254,976
120,45,70,50,504.90360186430036,-42.19346604908777,62.946754194018965,1371
60,30,70,15,503.95777978419983,-58.34058627708434,61.19585112873703,1639
150,35,80,50,503.0195235228499,-48.76231358173971,61.32478632478633,936
120,25,75,50,502.2238943279004,-42.602402961628925,60.798548094373864,1102
150,20,80,10,501.9501110067997,-59.196937295165085,52.39829993928355,1647
120,35,70,50,500.74008838059996,-38.79808281937912,62.825278810408925,1345
120,25,75,40,500.3508994449499,-42.60152921416566,61.09123434704829,1118
100,40,80,40,499.5571114534502,-48.12882047559117,60.43841336116911,958
100,45,80,50,499.30714681144997,-43.727637847061466,61.111111111111114,936
120,35,70,20,496.92485344219995,-46.336409102989336,61.53846153846154,1482
50,30,75,10,496.12775209924996,-59.48128693821334,53.73376623376623,1848
150,30,80,50,495.9410279282001,-49.39400424483458,61.12920738327905,921
100,25,80,50,495.0712682230002,-48.654206429991945,60.110497237569064,905
50,25,65,15,494.9157040247002,-43.657234971521106,62.35227912211593,1777
60,25,80,20,491.9083804312499,-54.24514781221445,58.60899067005937,1179
120,35,75,15,491.8758224839498,-49.98315469505187,59.206989247311824,1488
100,35,80,7,489.2569266154001,-52.44690532230415,50.747581354441515,2274
120,30,80,20,488.45145460144994,-42.68892505252151,57.781599312123824,1163
20,35,75,10,488.1250266636502,-50.0634236876261,56.23689727463312,1908
30,40,70,30,486.84688010075024,-63.45420185601988,62.55892255892256,1485
100,15,80,40,486.53884460570004,-53.46582926791689,59.4535519125683,915
50,25,80,7,486.31262686045017,-55.60812068446662,50.225022502250226,2222
30,35,75,50,485.2677487852001,-58.97150446181348,62.299239222316146,1183
20,40,70,15,484.3973080066001,-46.86019146491582,61.71045276690889,1789
60,25,80,30,482.51274803049995,-58.40164343208335,60.52889324191969,1021
30,30,70,40,482.3843637993,-53.739818307529106,63.2216678545973,1403
30,20,70,30,479.1090086066501,-49.49400076288073,63.24528301886792,1325
60,15,80,15,478.49442511324963,-58.548179043741264,55.660377358490564,1272
50,15,75,50,478.44922608340033,-39.289283911185294,62.05607476635514,1070
60,45,80,30,477.40025859324993,-47.3142229981559,61.41356255969437,1047
100,35,80,50,477.1591798858997,-43.31305100533421,60.28138528138528,924
100,25,80,40,476.9896534761001,-51.24729730351674,59.76394849785408,932
20,35,70,15,476.4208181529003,-44.132794790741556,62.05305651672434,1734
50,35,75,15,475.26875767194997,-62.45649174296112,59.39553219448095,1522
60,30,75,7,473.99873286710033,-61.9889113565272,51.2350936967632,2348
150,30,75,15,473.55530098925,-51.998133136617696,57.75327360441075,1451
60,40,75,30,473.4649246121999,-57.66032373096781,62.315270935960584,1218
30,40,80,30,471.7863661693501,-44.6083835650685,59.30451127819549,1064
20,30,80,50,468.7878710106001,-51.49645126660778,61.16803278688525,976
30,25,70,50,467.9079384759004,-41.61827799954103,63.663220088626296,1354
30,15,70,50,467.83599071205,-37.86517619724417,63.621533442088094,1226
50,15,75,20,467.2565737938001,-41.27823734216626,60.91578086672118,1223
20,45,70,30,466.05873010200025,-48.82665933715386,62.751460090850095,1541
30,30,80,30,465.77799342369997,-43.119773011642664,60.17029328287607,1057
50,15,75,30,465.0733488186998,-40.577822085946785,60.91644204851752,1113
30,40,75,40,464.1954888201004,-57.38158668578925,61.96013289036545,1204
60,15,80,50,462.91031519175,-45.0921595411419,60.90308370044053,908
150,25,75,20,461.38284887695005,-41.411088439785296,58.293460925039874,1254
30,20,75,15,460.17500536650056,-37.036715602917226,58.35694050991501,1412
60,30,75,15,459.3654836218001,-64.75570019899803,58.316498316498325,1485
30,20,80,40,457.3477617721001,-52.73050819877205,61.37071651090342,963
30,20,60,15,455.96483902365065,-51.99626375498243,63.806970509383376,1865
120,35,80,50,455.88378845059987,-42.16389097203778,60.67538126361656,918
120,35,70,40,454.95836596835045,-39.35116645594488,62.731997030438016,1347
150,45,80,30,454.47334442539943,-52.51306693854181,60.43307086614173,1016
50,30,65,40,453.6194598607497,-49.79604613906554,63.339494762784966,1623
120,25,80,40,452.57416515889986,-40.95944166127184,59.893048128342244,935
120,40,75,15,452.32528624520006,-56.47983319562767,58.37256220578345,1487
20,35,80,40,451.94614890324993,-48.294255059564485,61.094527363184085,1005
20,30,80,40,450.2457276448494,-47.32164501970901,60.78629032258065,992
120,30,75,30,448.02390804040016,-41.47082712035516,61.5979381443299,1164
60,45,75,20,446.80022079349993,-51.73141581424194,60.38575667655787,1348
100,30,80,20,446.5532576130498,-51.414279490593,57.73195876288659,1164
120,20,80,30,445.5819763498001,-42.48007912525774,60.55327868852459,976
120,25,55,30,445.57030263240006,-52.94270910545763,63.77097729516288,2026
50,35,80,15,445.3121919720502,-49.24644404633675,55.61224489795919,1372
20,40,70,40,444.9718295688997,-47.56705912100947,62.27180527383367,1479
120,20,70,50,444.9688956375,-36.57475655847494,62.4031007751938,1290
30,30,75,15,443.72954809894986,-43.022807054044605,58.64811133200796,1509
120,30,70,30,443.29002383694956,-39.39352326336325,62.179956108266275,1367
30,45,75,50,441.7084126635501,-46.320333734204745,61.97183098591549,1207
30,30,70,15,440.92828782314984,-44.510219086774335,61.362266425557564,1659
30,15,80,30,440.54265449095,-51.82953646685197,61.2603305785124,968
30,35,80,30,436.97296858055046,-45.65543504769835,59.43127962085308,1055
150,35,80,30,436.48101593820013,-40.35187615164409,60.13847675568744,1011
100,30,80,15,436.0999147317497,-49.338100743173165,56.22697126013264,1357
30,35,80,20,435.86892601174975,-53.581458535356695,58.319467554076546,1202
30,15,75,30,435.6635550566,-43.27360880615675,61.66365280289331,1106
20,25,70,30,434.9998527610495,-42.36622368217818,63.60373295046662,1393
60,40,75,40,434.9923202946496,-53.14621277111854,61.73688736027515,1163
200,35,75,20,434.3178354602001,-49.097258765114304,60.359655981235335,1279
200,35,75,30,433.8638641831502,-43.87536919250692,61.21372031662269,1137
60,45,75,40,433.51641782389987,-47.785073875983244,61.96943972835314,1178
60,30,75,20,429.38719507039986,-59.597852724146215,60.303030303030305,1320
30,30,80,15,427.27428990434964,-40.96943006561238,56.678700361010826,1385
50,20,75,30,427.2087649501497,-47.42958852484938,61.40503035559411,1153
120,15,80,50,425.78713353929965,-45.45586170084427,61.22222222222222,900
30,15,70,40,425.1433788017001,-41.65403701695142,63.25203252032521,1230
20,35,60,10,423.1349745407007,-57.763633463101115,61.544885177453025,2395
200,25,80,15,421.89784658154997,-55.583326122440766,56.27906976744186,1290
120,15,70,50,421.7481799634,-43.88568405326048,63.72934697088907,1271
120,30,70,50,420.4478848105498,-38.31272782181639,62.30248306997742,1329
120,20,70,40,420.3102311389499,-36.570104939879315,62.40369799691834,1298
50,25,75,7,419.8836269759001,-61.01248157625266,51.31977498918218,2311
20,30,75,10,419.7790963013999,-49.96979146694499,55.766107200866266,1847
50,15,80,20,419.7440996354503,-49.89041254068272,58.52782764811491,1114
60,15,75,15,419.30282275304995,-53.92364779840414,57.82163742690059,1368
120,15,70,40,417.37421224545005,-43.60243247681804,63.71473354231975,1276
60,45,75,7,416.3547891767,-62.37343949727929,51.21951219512195,2419
50,45,75,20,415.3889809482496,-49.792224328493546,60.98457016899339,1361
50,35,65,7,414.31871614165016,-58.68903742786799,55.69183595247221,2609
120,35,75,30,412.0181964364998,-36.73643732124843,61.67664670658682,1169
30,20,75,30,411.0958074638,-49.704079709769395,61.11587982832618,1165
120,45,70,40,410.97258022610026,-42.18312919299267,62.7822286962855,1373
120,30,80,50,409.8437107256503,-42.16938131001337,60.414394765539804,917
200,40,80,7,409.77257657860014,-56.09582986940842,51.13327289211242,2206
20,45,80,50,408.94111283304994,-50.11030591742448,61.12759643916914,1011
20,35,80,20,408.9321870422994,-41.6270410048339,59.09090909090909,1210
30,40,80,20,408.0598567537003,-47.90453291139472,58.752025931928685,1234
50,15,75,40,408.0439843696998,-39.28894326746899,61.68831168831169,1078
20,15,70,20,407.4970483613503,-30.878318230238968,63.04347826086957,1288
30,15,75,20,406.6641672280999,-45.67942515304311,60.59850374064838,1203
150,40,80,30,406.3710124339998,-49.68252061348546,60.90373280943025,1018
120,30,65,15,406.36241656420015,-39.531583640774535,62.18020022246941,1798
50,25,75,15,406.3383993613003,-65.08548932832618,58.79945429740792,1466
50,25,80,50,406.3323871261998,-47.65801985920846,60.7066381156317,934
50,40,75,15,405.94083589409973,-68.84936389416809,59.3320235756385,1527
100,20,80,15,404.8294126889999,-58.628527728231525,55.868902439024396,1312
20,25,70,20,404.70714675339997,-45.34761289044501,63.40310600945307,1481
120,25,75,15,404.5929945512003,-50.31346800698555,57.78859527121002,1438
150,25,50,20,404.5168932307497,-44.97329142879675,63.87295985884429,2267
60,35,75,50,404.25018297910026,-53.07560034123381,61.111111111111114,1134
120,40,70,50,404.1558392802999,-44.64608834226812,62.51840942562592,1358
20,30,80,20,403.15415286965015,-44.95813967274343,59.19395465994962,1191
50,25,80,15,402.4294729610501,-57.05927846499266,55.30642750373692,1338
120,30,65,50,402.2907048115498,-52.273687077104526,62.86604361370717,1605
20,35,80,10,402.0320035921499,-47.823208533881406,52.885154061624654,1785
50,15,80,40,401.8598298966002,-45.63086956570987,60.780065005417114,923
20,30,75,20,401.5730849174997,-43.6010258641481,61.732050333086605,1351
20,40,75,7,401.18106344675004,-58.735353310049575,51.86234817813765,2470
30,30,70,30,400.69265815044963,-53.75836976026089,62.80530355896721,1433
200,20,80,30,400.2392567354001,-52.068878503985275,61.66842661034847,947
120,30,70,40,399.7644973136497,-38.30804971303162,62.368815592203894,1334
100,35,80,40,399.2290894376999,-43.674061564310776,60.042507970244415,941
100,35,75,10,398.30495542949933,-58.219144615300756,53.282275711159734,1828
50,25,75,40,398.26009029445004,-50.44105329095346,61.74911660777384,1132
120,40,60,30,397.6516863569496,-47.26573035412009,62.31656184486373,1908
30,25,75,50,396.6051728366501,-48.15687826554334,62.60869565217392,1150
100,45,80,20,395.72308501425005,-46.12168369221853,57.21518987341773,1185
60,30,80,15,395.03145360719986,-60.534644096369874,55.571955719557195,1355
50,15,70,40,394.58267100424996,-42.21893003516943,62.836767036450084,1262
30,40,70,20,394.2925005680498,-54.05557209247346,61.33757961783439,1570
50,40,80,20,394.09660218120007,-52.80743055980267,58.56905158069884,1202
20,25,70,50,393.25446760524966,-44.23500310999645,63.70967741935484,1364
200,20,80,20,393.2115457082001,-53.303318336207454,57.816836262719704,1081
30,35,70,20,392.6310459792999,-55.15953111649113,61.27770534550196,1534
20,35,80,30,392.4355481059499,-54.97765167322461,60.90993500464252,1077
120,30,65,40,392.10562051015046,-49.50852637461784,62.679127725856695,1605
60,35,80,7,392.06029624014997,-68.86277058738767,49.629629629629626,2295
50,20,75,50,392.0473619811002,-48.43239048436004,62.37533998186764,1103
20,15,75,20,391.1148412942997,-34.60546179054849,61.24893071000855,1169
60,30,75,50,391.06248356995013,-49.48807345690261,61.273209549071616,1131
30,35,75,40,389.1044013019,-60.11563996500136,62.06896551724138,1189
200,45,80,7,388.90135685309986,-56.27769249551135,51.037906137184116,2216
20,25,70,40,388.1058534337001,-46.20434015540043,63.94160583941606,1370
100,30,70,10,386.9946037748,-56.744237155021125,57.26141078838174,1928
150,30,50,20,386.8595333212494,-48.50630000404409,63.94210302256279,2349
200,30,80,50,386.77149778635015,-46.14836684160963,62.0,900
200,20,80,50,386.15371037549966,-47.684072377083915,61.617312072892936,878
60,30,75,30,385.3763722523496,-54.381098813584785,60.810810810810814,1184
200,30,75,7,385.21726478524994,-62.58485453673013,52.06574855619724,2251
120,15,80,20,384.6886442056001,-50.696453782341244,58.07339449541284,1090
20,45,70,50,384.5656096275504,-45.09749529805981,62.82051282051282,1482
50,40,65,7,384.1678908120001,-57.272363485151004,55.53880934438583,2654
30,15,70,20,383.87735901300016,-45.85195736662994,62.32102486812359,1327
30,35,80,15,383.81603786194995,-48.74431720740956,56.191839656406586,1397
120,40,60,40,383.5929589060497,-46.86411136250472,62.42744063324538,1895
120,25,55,40,383.3192047987497,-53.90392054036942,63.65889935547844,2017
30,20,60,20,382.8175254788997,-53.08661587476033,63.3445945945946,1776
120,15,70,30,381.6987113648496,-44.08499775648701,63.01476301476302,1287
50,15,70,50,381.3599050922,-39.241480841153944,62.898089171974526,1256
150,35,50,20,381.2546744423499,-47.67830751360915,63.60983743226344,2399
150,25,50,15,380.1181059779503,-46.763431926259145,64.05312767780634,2334
60,30,80,10,379.58856677555025,-58.47514119830725,52.58323765786452,1742
20,45,70,15,378.0807731072001,-46.159199054209104,61.40254003313087,1811
60,40,80,30,377.91899652985023,-50.67607169270709,61.191162343900096,1041
120,40,75,30,377.14408137994974,-37.607388435582585,61.3013698630137,1168
100,30,80,40,376.47988204365,-46.02555303756522,60.317460317460316,945
30,15,80,20,376.2369133793001,-42.79883606794472,58.98148148148148,1080
150,30,50,15,374.27023636645026,-54.992978689202346,64.21183285064129,2417
100,30,80,50,373.94468784995007,-48.541730030123645,60.56644880174292,918
120,30,50,15,373.65722775935006,-52.017008745522666,63.820132013201324,2424
120,30,55,30,373.60869292125017,-53.465241562065046,64.07673860911271,2085
50,25,65,7,373.48321269680014,-64.63382827878732,55.47972701726215,2491
20,15,75,30,372.3770720459002,-38.588201062217905,62.16466234967623,1081
150,25,80,20,371.43670608249994,-54.5904420208891,57.39592559787422,1129
100,45,70,10,370.51562447019995,-47.999571798720794,56.51080945198592,1989
120,25,60,30,369.79148959800057,-44.44097251665049,62.969187675070025,1785
120,20,75,30,369.4374678143003,-45.468054302395174,61.76211453744494,1135
120,45,70,30,367.8822056447501,-48.4139971469431,62.71428571428571,1400
120,25,55,20,367.30520764065017,-53.449038466003074,63.631937682570594,2054
20,35,70,10,366.9658504861996,-49.74239752668202,57.065217391304344,2024
120,45,75,30,366.80351257435024,-39.861962488908844,61.48590947907772,1171
20,45,80,40,366.2720215742501,-49.223913283740764,60.79380445304937,1033
100,40,75,50,366.00292188160006,-41.79678454542318,60.88495575221239,1130
100,30,75,10,365.7645666662499,-54.82126171979181,53.490929081913144,1819
200,40,80,15,365.72964507180006,-48.66586495395446,56.84210526315789,1330
120,25,55,50,365.4338460876998,-52.68501811393702,63.807635101636095,2017
20,20,60,20,365.2994761721997,-42.969304437541105,64.79289940828401,1690
120,20,75,50,364.77812971265007,-47.02272135511867,61.715867158671585,1084
50,30,70,10,363.6308379862502,-52.01915944632307,56.597045338767195,1963
150,15,80,20,363.3594946290502,-47.34502115049254,57.2744014732965,1086
20,15,70,40,362.1098331339005,-29.375625587062192,63.32781456953642,1208
30,15,80,15,361.85650618119996,-47.06921299896531,56.7479674796748,1230
100,40,70,15,360.74989463225006,-59.20138358372373,60.76876143990238,1639
60,40,75,20,360.50306450009975,-54.268295744597815,60.223880597014926,1340
120,30,50,20,360.3459428079502,-48.912038342085694,63.506110408765274,2373
200,30,75,20,360.13521943800015,-54.04661517253538,59.54077593032462,1263
20,45,80,15,359.94188382080034,-46.099401821080576,56.38371290545203,1449
50,15,70,30,359.4138641881999,-42.32544258816487,62.62705238467553,1279
100,30,70,30,358.81363217564956,-48.186461795839,62.28656273199703,1347
50,45,70,10,358.7075530777001,-56.91359177533305,56.85404339250493,2028
30,40,70,15,358.4991181584006,-52.10030587555207,60.57971014492753,1725
60,30,65,40,358.2735383688495,-49.54127274737604,62.22639149468417,1599
100,30,50,15,358.1403046371002,-63.53047873095432,64.27688504326329,2427
120,35,70,30,358.0371142613501,-41.65402545848827,62.32727272727273,1375
20,25,70,15,357.4913486341499,-44.89949157591709,62.30529595015576,1605
60,30,75,40,357.2915821376504,-50.03533242129109,61.21739130434782,1150
50,30,65,30,357.1560572823999,-54.95641444200238,62.851897184822526,1634
120,35,50,20,356.5542513212497,-48.932540925529885,63.144861741642586,2423
120,40,60,50,356.3374922155998,-51.15502145410367,62.40760295670539,1894
120,35,65,50,356.1185085561002,-47.83936895074638,62.5385089340727,1623
50,30,65,50,356.1019305314498,-53.81115130483756,63.31068560840025,1619
120,35,80,15,356.0012752254499,-50.718440734041,55.53903345724906,1345
120,35,80,7,355.9458745244999,-56.585422458957005,50.200445434298445,2245
120,45,80,15,354.64624374044973,-50.14241794603529,55.906089508437276,1363
60,45,80,10,354.5805754373505,-55.808725851267425,52.3650528658876,1797
150,35,65,40,354.5781423980003,-50.39238929292825,60.93552465233881,1582
120,20,70,30,354.26971351759977,-34.932771957908685,61.90839694656488,1310
120,20,80,20,353.55219125395,-49.311190815175834,57.57847533632287,1115
100,25,80,30,353.38119956015026,-47.04384260790203,59.21450151057401,993
