RSI_W,SMA_W,Buy,Sell,Hold,Pos,Ret,MDD,WR,Trades
3,30,20,76,15,7,-15.976945185549496,-65.06764068045719,59.189313680331644,2171
3,30,20,76,15,10,-20.518636610999586,-61.26316178322702,58.70069605568445,3017
3,30,20,76,20,3,5.257252650250477,-78.00295999153506,59.77900552486189,905
3,30,20,76,20,5,10.962586673550568,-66.4252643456615,60.36988110964333,1514
3,30,20,76,20,7,-29.716462885499606,-71.1253362365742,59.552167698904235,2099
3,30,20,76,20,10,-26.969800756799845,-68.70477820840887,59.38566552901023,2930
3,30,20,76,25,3,-9.012186835999758,-77.19376141236089,59.09604519774011,885
3,30,20,76,25,5,-4.061954036149351,-67.60153437476532,60.148849797023004,1478
3,30,20,76,25,7,-36.05626185079965,-74.96632517442848,59.85436893203884,2060
3,30,20,76,25,10,-18.187004965499643,-60.18351396533029,59.686956521739134,2875
3,30,20,76,30,3,-27.051209110099762,-77.95630910175606,59.02383654937571,881
3,30,20,76,30,5,20.404882695150526,-60.22308548898911,60.825439783491206,1478
3,30,20,76,30,7,-32.288994444049536,-71.45103448499887,60.127513487003434,2039
3,30,20,76,30,10,-15.797178203349526,-59.56007776127852,59.50877192982457,2850
3,30,20,76,40,3,-38.69645983964971,-82.70173971463652,58.44748858447488,876
3,30,20,76,40,5,8.877573795450534,-64.06524832466962,60.721579305650096,1469
3,30,20,76,40,7,-23.018936058649718,-67.59039111012525,60.343137254901954,2040
3,30,20,76,40,10,-30.258774017199663,-67.32166406631444,59.54063604240283,2830
3,30,20,78,10,3,-62.302113295699634,-83.41821140908671,56.16979269496545,1013
3,30,20,78,10,5,-49.96228175359965,-71.52113034571713,57.793764988009585,1668
3,30,20,78,10,7,-12.054885838149577,-52.875195604414024,56.510416666666664,2304
3,30,20,78,10,10,-27.538131570649604,-58.26969788730922,56.906766448394144,3207
3,30,20,78,15,3,34.18579624070057,-66.44663434740187,58.36065573770492,915
3,30,20,78,15,5,24.92862001670084,-70.24869582124468,58.63213811420983,1506
3,30,20,78,15,7,32.9413106721004,-51.57617707262949,58.29361296472831,2098
3,30,20,78,15,10,-8.255395005749566,-58.014027614689745,57.99448656099242,2902
3,30,20,78,20,3,29.566362842400686,-78.360691591376,60.595647193585336,873
3,30,20,78,20,5,-29.883066744949673,-76.43273974883809,58.54166666666667,1440
3,30,20,78,20,7,-42.65131418239956,-71.97773831715321,58.39598997493734,1995
3,30,20,78,20,10,-18.791948310449445,-66.0967362326181,58.86347390993567,2798
3,30,20,78,25,3,42.87598647265058,-70.9771308856173,59.624413145539904,852
3,30,20,78,25,5,-25.377574691099625,-70.67320523021047,59.003558718861214,1405
3,30,20,78,25,7,-12.642493646849562,-64.1357460637649,59.55734406438632,1988
3,30,20,78,25,10,-11.136099266399635,-60.63912768542017,59.71820809248555,2768
3,30,20,78,30,3,39.16967940980059,-74.57098055882322,59.717314487632514,849
3,30,20,78,30,5,-32.999482481349716,-74.68459831924574,59.05172413793104,1392
3,30,20,78,30,7,-31.727617149299682,-68.68485911149763,59.23076923076923,1950
3,30,20,78,30,10,-32.26299940494961,-68.6864596126863,58.96017699115043,2712
3,30,20,78,40,3,16.012332603750256,-80.68572948338374,59.0047393364929,844
3,30,20,78,40,5,-45.59647869389985,-79.21404726208746,59.75254730713247,1374
3,30,20,78,40,7,-27.932357318449576,-68.11120845557065,59.25542916235781,1934
3,30,20,78,40,10,-34.10327809814964,-68.58215890755102,59.08080059303188,2698
3,30,20,80,10,3,-41.31272146279944,-79.06867823497805,56.12449799196787,996
3,30,20,80,10,5,-49.16418432619955,-67.294436364413,56.61989017693716,1639
3,30,20,80,10,7,-40.20081044699949,-66.90107548761198,56.41699518177836,2283
3,30,20,80,10,10,-33.02035528589968,-61.78755038435339,56.38432364096081,3164
3,30,20,80,15,3,-27.20791500734949,-76.37544410977662,56.19266055045872,872
3,30,20,80,15,5,68.51872807475115,-56.847290850876874,57.955314827352744,1477
3,30,20,80,15,7,46.125556852500615,-45.168311390514646,58.48780487804878,2050
3,30,20,80,15,10,-12.244771822599631,-54.650217949645366,57.99648506151143,2845
3,30,20,80,20,3,42.088919411700296,-71.21710435892041,57.9136690647482,834
3,30,20,80,20,5,16.512601751400435,-61.218895076150595,57.785714285714285,1400
3,30,20,80,20,7,-26.915208404649704,-70.0437952597143,58.21812596006144,1953
3,30,20,80,20,10,-17.734731833599525,-62.511745217710136,58.98651111921254,2743
3,30,20,80,25,3,-20.21863955564964,-75.77581412358828,58.0246913580247,810
3,30,20,80,25,5,16.84215038885064,-64.05875220362421,58.655953250547846,1369
3,30,20,80,25,7,-7.68326524534968,-58.79508598637078,59.224806201550386,1935
3,30,20,80,25,10,-4.292956198249575,-55.79218829759657,59.93328391401038,2698
3,30,20,80,30,3,-41.259578693099584,-81.22248441160377,57.42821473158551,801
3,30,20,80,30,5,4.308694333650287,-59.57800043387543,58.697261287934865,1351
3,30,20,80,30,7,-29.974065672299744,-69.72363594334686,59.11949685534591,1908
3,30,20,80,30,10,-22.483572321549694,-62.82470116727241,59.457422758100975,2654
3,30,20,80,40,3,-35.840770903399644,-81.91468992825911,57.5031525851198,793
3,30,20,80,40,5,-24.315231529449687,-66.13062251824367,57.77610818933133,1331
3,30,20,80,40,7,-29.403048246699704,-70.61495717704855,59.10290237467019,1895
3,30,20,80,40,10,-27.189533729949733,-62.212184490015574,59.74962063732928,2636
3,30,22,70,10,3,-29.408267360299345,-82.31896744410369,57.84399649430324,1141
3,30,22,70,10,5,-26.70708082029949,-75.29800750895464,57.94844253490869,1862
