rsi_window,buy_threshold,sell_threshold,sma_window,return,mdd,win_rate,trades
6,25,80,200,102.68914033045,-68.70638294946167,57.55504935459378,1317
9,20,85,200,102.37947240720007,-63.66959892068634,49.4066882416397,927
10,15,85,200,101.99132631590007,-48.59391941680547,47.64468371467026,743
9,30,80,200,101.79617890059998,-63.33779775431124,51.42585551330798,1052
9,15,85,200,99.94365327074983,-46.91564141252444,50.06016847172082,831
10,30,85,150,99.66622690395006,-61.62760284100819,47.52577319587628,970
4,25,90,150,98.67387860035,-57.042054923505184,58.49433710859427,1501
12,15,80,200,98.49180295079998,-35.863557895702854,50.57471264367817,522
10,20,80,200,98.45605373175007,-55.70955687111617,50.55555555555556,900
4,15,85,200,98.33634155945008,-61.80260560208285,59.306569343065696,1644
7,30,80,100,98.19581905729997,-69.32591840835022,55.181128896377416,1187
14,15,85,200,98.13663212930004,-21.45641192122478,51.28939828080229,349
7,20,90,200,98.07226015390005,-63.484795598506985,51.19521912350598,1004
9,10,75,200,98.0401852944001,-43.71079077750271,53.32326283987915,662
3,20,85,150,97.21796965695002,-51.09994424861074,60.155911650064965,2309
8,25,90,150,96.78645857185,-59.752200545977175,49.28131416837782,974
7,30,85,150,95.86761799695003,-62.84287874223714,52.702702702702695,1110
4,15,85,150,95.72014975619996,-62.0333611407508,59.44309927360775,1652
9,20,90,150,94.96691681945009,-59.697526247506325,49.667405764966745,902
14,30,85,150,94.73954056909997,-57.84135289317053,46.89265536723164,885
5,15,90,200,94.70299988064997,-51.67866845261136,52.46861924686193,1195
8,35,80,200,94.38007394594999,-68.01686261657115,54.99557913351016,1131
14,20,80,200,93.91338548235,-44.30196782198528,49.82758620689655,580
12,10,80,200,93.78587833160003,-19.117669282327267,53.2608695652174,276
4,25,85,200,93.75675282504996,-60.10084563367356,59.56187092954411,1689
14,15,90,200,93.68343757774993,-22.502849656199718,51.43678160919541,348
12,30,90,100,93.46319748015004,-63.571641740803955,47.613762486126525,901
9,20,75,200,93.44381357854982,-59.48409804712236,53.522504892367905,1022
7,15,75,100,93.3648739457001,-62.717318060331486,58.01393728222997,1148
4,10,85,200,92.69260707084987,-56.49542633861496,59.66542750929368,1614
9,15,70,150,92.6764608333499,-43.6044719665809,56.418554476806904,927
5,25,85,200,91.43578046105003,-66.07363746374872,57.591240875912405,1370
12,25,90,200,91.08242562330004,-55.8835431612424,49.651162790697676,860
10,15,80,200,91.02195961949995,-47.87630716206907,48.88304862023653,761
4,25,90,200,90.36822750074995,-63.76183530991345,58.574310692669805,1487
14,20,70,100,90.01407930415004,-29.5667407015965,48.0,475
12,10,75,200,89.96742710510013,-17.699901852244164,54.87364620938629,277
12,30,80,100,89.77654293180004,-60.17603825697956,47.956989247311824,930
8,35,85,100,89.60920876025,-66.16334063951392,48.7758945386064,1062
7,35,85,150,88.80399332204998,-67.9033242054514,52.29936880072137,1109
7,35,75,200,87.88494029850015,-63.137203363708494,58.34586466165413,1330
14,20,85,200,87.29233731689989,-47.09518400721642,49.47916666666667,576
3,30,80,200,87.24847592315005,-59.49053424764055,61.71667299658184,2633
3,35,80,200,86.52635272745013,-60.3731144788137,61.463046757164406,2652
14,20,70,150,86.40604748950011,-38.127129063494245,50.53763440860215,558
7,25,80,100,86.37922542300002,-72.01235331712942,54.961173425366695,1159
7,25,85,200,86.08667341354999,-65.07556157762363,53.2608695652174,1104
7,35,90,200,85.95768676015001,-64.41737000151132,49.421965317919074,1038
6,20,85,200,85.75345546669999,-64.38156509069233,53.53793691389599,1173
5,25,80,200,85.62354581240004,-64.26513623512527,60.499359795134446,1562
12,10,70,200,84.88380409749996,-15.207968598027785,56.22775800711744,281
7,35,80,150,84.49358492310002,-64.81436298994211,54.85477178423237,1205
10,30,75,200,83.80015854140004,-58.72054847606664,52.32342007434945,1076
14,25,75,100,83.57801782945006,-39.7868282551334,46.79029957203994,701
14,15,80,200,83.32466852534992,-22.886668038956902,51.00286532951289,349
9,35,85,100,82.85002932980001,-66.3342211215392,49.017681728880156,1018
7,10,85,200,82.80751104805009,-51.713479930325455,52.66594124047879,919
7,15,85,100,82.69847227519998,-59.23334274529527,52.54237288135594,1003
5,30,70,200,82.6830499708499,-63.97008421217583,62.209889001009074,1982
14,15,75,200,82.36127219190008,-28.021545922227588,52.0,350
6,20,80,100,82.31639460789997,-70.12019151847906,56.788207913110945,1289
5,25,80,150,82.28557444039994,-62.431347665788635,59.895833333333336,1536
14,25,80,200,82.08710504035001,-53.90063755223113,46.87100893997446,783
8,20,75,200,81.97007311764996,-67.09603973118786,56.58012533572068,1117
7,10,85,150,81.75737136020005,-48.293633345005496,51.62689804772235,922
5,25,85,150,81.70619039484998,-67.23654377683467,56.502571638501095,1361
12,30,85,150,81.16277541075002,-58.73632861866762,47.77415852334419,921
4,20,80,200,80.56537505574993,-64.01198969616533,61.61137440758294,1899
3,15,85,150,80.32635817695,-55.22546252923334,60.56644880174292,2295
4,35,80,200,80.13192743059996,-62.7794304058616,61.39175257731959,1940
7,10,90,200,79.8384839085,-50.60285567517454,50.45351473922902,882
8,15,80,100,79.55588257865,-57.540652875969755,54.516129032258064,930
14,20,90,200,79.54656504104996,-49.41308698715609,49.47916666666667,576
14,35,80,100,79.53343207084995,-54.37211084639162,47.11538461538461,936
12,25,85,150,79.50390284479995,-55.26069419853823,47.59671746776085,853
12,35,85,100,79.40443915965005,-60.22523978270748,47.26890756302521,952
14,20,75,200,79.25961247524991,-39.00482398684267,49.5697074010327,581
7,30,75,150,79.07382900249999,-65.74995535403164,57.446808510638306,1316
14,20,70,200,78.99241032575,-43.6703439597913,49.829351535836174,586
3,35,85,200,78.96201526639994,-53.99428830658326,60.41844577284372,2342
14,15,70,200,78.75417280319998,-26.459394917942586,52.27272727272727,352
12,35,70,100,78.52790390854996,-59.1441494607026,52.48161764705882,1088
12,30,70,200,78.50310890090006,-62.32560484883596,51.94174757281553,1030
14,35,90,150,78.1449764620999,-56.343024382328146,47.8448275862069,928
5,15,70,200,77.55129887435004,-64.68021008178746,62.69457863660762,1863
5,25,75,100,76.94740923829974,-58.02324322698,61.82336182336182,1755
12,15,75,200,76.69313442399994,-37.04536206819198,51.992409867172675,527
7,15,90,100,76.296553527,-63.06657907139407,50.524109014675055,954
5,35,70,200,76.07964278850001,-64.40347621323689,61.83358246138515,2007
9,35,70,200,75.93125053490016,-59.187638617946824,55.493183640737776,1247
12,35,90,150,75.85633431555006,-60.96620070676552,48.35281615302869,941
6,35,90,200,75.72770540394997,-64.42116148977021,50.362976406533576,1102
8,30,80,100,75.51537270944995,-67.49625293151675,51.76151761517615,1107
5,10,90,200,75.29037825300003,-53.31796522745431,52.16637781629117,1154
8,10,90,200,75.13972455589996,-51.7991613165144,49.54838709677419,775
6,30,80,200,74.99362998210005,-68.13965761755037,56.840513983371125,1323
5,20,75,200,74.93827764144979,-63.04444662719861,61.69965075669383,1718
6,30,90,200,74.82750483085003,-63.44043362122819,50.7168458781362,1116
3,30,85,200,74.81847332619998,-55.4175661965111,60.32632030914555,2329
6,25,85,200,74.65471315265002,-67.8919492864161,54.05857740585775,1195
9,25,85,200,74.56393986794994,-58.34061475172108,49.58762886597938,970
9,20,80,150,73.90209381639994,-56.11952341984876,50.51975051975052,962
8,20,90,150,73.62254950849992,-65.2937924317443,49.04661016949153,944
14,35,85,150,73.62082949754998,-58.62117014282657,47.165775401069524,935
10,15,70,200,73.43996993820008,-43.59757986670029,54.38813349814586,809
12,25,80,200,72.69001593845003,-58.33895902229902,48.98190045248869,884
10,35,80,150,72.58761089745003,-71.50140938688175,47.093023255813954,1032
12,35,80,100,72.52131427000002,-60.27230070819542,47.81281790437436,983
14,20,85,100,72.44154569245005,-35.42945570216985,45.9051724137931,464
12,20,90,200,72.18921585005008,-57.2492890129259,47.304582210242586,742
14,25,85,200,71.3821124627,-51.269785694927116,46.975546975546976,777
8,25,85,200,71.15283459214999,-61.95084696042067,50.93411996066863,1017
5,30,80,100,71.1007728807,-56.01050710791282,59.01106050748211,1537
8,20,80,100,71.09708857835007,-61.83087315907533,52.90697674418605,1032
5,20,85,150,71.05645936975,-60.93605660389832,57.53731343283582,1340
9,20,85,150,70.80744053440011,-55.884723041069684,48.85993485342019,921
9,25,75,200,70.52765598009998,-57.0679210199368,54.48658649398704,1081
5,30,75,150,70.38789949200009,-67.07232965373372,61.24075128059192,1757
12,10,90,150,70.25186220510007,-14.389608875655767,49.193548387096776,248
12,15,70,200,70.21656823455007,-35.635738018591155,53.45794392523364,535
7,25,85,150,70.06005979330003,-62.40777658285672,51.8450184501845,1084
6,25,75,200,69.91829648964989,-64.29121305130312,60.02737850787132,1461
8,35,85,150,69.82303278244997,-64.97702823296738,48.912015137180695,1057
10,10,70,100,69.72802397204971,-31.27638262165746,56.81818181818182,440
12,30,75,200,69.64056563454997,-61.18609591220133,51.3677811550152,987
14,25,80,100,69.47841586834997,-43.29172284939419,45.67723342939482,694
10,35,70,200,69.1458608326,-60.42061072468719,56.38207945900253,1183
14,25,80,150,69.14505766665006,-57.98146524847071,45.938748335552596,751
14,20,90,150,69.0840382309999,-38.99568323900191,48.708487084870846,542
6,35,70,200,68.81955028724992,-65.57068546974877,62.131246237206504,1661
14,15,75,150,68.74922005560005,-24.118458877831177,53.054662379421224,311
9,30,90,200,68.74568149900003,-59.25416744119708,47.991761071060765,971
6,15,90,200,68.54230808299997,-59.0356931339413,52.01535508637236,1042
6,15,90,100,68.50555596250003,-65.39066531592191,51.34874759152216,1038
6,20,90,150,68.37800680890001,-65.72166836157088,50.55555555555556,1080
14,20,75,150,68.36080053735012,-38.04206722770808,48.54545454545455,550
8,10,75,100,68.26976866910005,-44.24878039256929,56.829896907216494,776
14,15,85,150,67.86193983650004,-27.154100578046936,51.9607843137255,306
14,35,70,150,67.47095210409996,-60.44812946548935,48.86922320550639,1017
5,10,85,150,67.34914855654999,-57.962215800620164,55.77223088923557,1282
6,10,70,200,67.14939284900017,-56.44658594865347,61.2094395280236,1356
6,15,70,150,67.10157922830015,-61.53615339308415,61.398789509078675,1487
6,15,70,200,66.78119974569992,-63.099335448428484,61.14864864864865,1480
4,35,90,150,66.44134284399999,-62.591463546683144,57.44400527009223,1518
10,25,85,100,66.22959317300001,-69.9983859211504,49.01960784313725,918
4,35,85,200,66.14420262620003,-67.64143050852766,58.69565217391305,1702
12,30,70,100,65.92370346740006,-54.28616179471501,52.79685966633954,1019
6,20,70,200,65.86010870294996,-65.54672422395082,61.54830454254638,1563
12,25,90,100,65.76927352884996,-50.58151758090771,48.225214198286416,817
8,20,85,200,65.69331608945004,-61.28831723271415,49.08350305498982,982
8,25,80,100,65.63547184050003,-65.41406864978137,52.752293577981646,1090
4,25,85,150,65.55686753074998,-58.29836805495469,59.012492563950026,1681
14,30,90,100,65.47185452214998,-57.98485065904868,45.76470588235294,850
3,15,80,200,65.43996127334995,-54.88491679621277,61.62745854222907,2593
5,20,90,200,65.38254394725004,-47.915876619858736,52.52692626346314,1207
9,30,85,100,65.07818861655007,-72.33941499867962,49.6,1000
10,25,75,100,64.98764375974989,-57.97589497143043,51.89243027888446,1004
5,35,75,100,64.75823344459997,-62.9355207806203,60.416666666666664,1776
8,25,70,200,64.61414464985009,-58.12599414136862,57.82848151062156,1271
3,20,80,200,64.39601275470007,-56.72928940113853,61.582789089512104,2603
12,35,75,100,64.17853237124997,-58.342387451813934,48.23874755381605,1022
3,25,85,150,64.00806188450004,-51.27352658558143,59.749243406830956,2313
8,10,75,200,63.91283230335003,-48.5448329961505,55.97189695550351,854
7,20,80,200,63.75645234250009,-73.22990467483008,55.030621172353456,1143
14,30,75,100,63.66799917525003,-57.39559975081326,48.0225988700565,885
14,15,90,150,63.03368172020005,-27.006408409979375,52.131147540983605,305
12,30,85,100,62.935377922099974,-65.75618434643181,48.298572996706916,911
6,25,80,150,62.76950601094997,-67.63447897166073,57.02290076335878,1310
14,15,80,150,62.53380276825003,-26.8855994719609,52.5974025974026,308
12,25,90,150,62.38726631309994,-59.39688920683898,47.09371293001186,843
6,30,80,150,61.534651284950016,-65.98534881301596,57.17505634861006,1331
10,10,70,150,61.12699431095003,-40.24030152456379,55.22682445759369,507
14,25,75,150,60.71504992979997,-58.51258196248153,46.386333771353485,761
6,15,85,150,60.23063345839992,-65.58812920176128,53.53356890459364,1132
5,25,90,200,60.07862382435001,-59.02830205333483,52.743652743652746,1221
14,25,75,200,59.97139785965007,-53.57386527571789,46.53215636822195,793
12,10,85,150,59.78834813999994,-16.251081028257946,49.193548387096776,248
8,15,75,100,59.77413274844998,-52.76275250980525,55.95116988809766,983
7,25,75,100,59.35149086720002,-69.73616213440037,57.25552050473186,1268
12,10,80,150,59.29429357424998,-13.97282671749423,49.79919678714859,249
10,10,75,100,59.05240465219992,-27.6537295254315,54.07925407925408,429
3,15,85,200,59.026947680549924,-58.560214099738786,60.43859649122807,2280
7,10,75,150,58.95106440690001,-53.71965274518764,56.0546875,1024
8,20,80,150,58.926931031200056,-64.37924942982558,53.094777562862674,1034
10,20,90,100,58.863642911249926,-61.866613783570024,48.06763285024155,828
14,15,70,150,58.829182770399925,-22.97327830746244,52.88461538461539,312
8,30,85,150,58.762723766250026,-66.64625027113343,49.52107279693487,1044
14,30,75,150,58.71772027110005,-54.65017218750442,46.73202614379085,918
5,15,75,150,58.67901267795001,-65.37952863472934,61.31167268351384,1662
5,20,75,100,58.39518083045008,-60.17761265150104,61.16279069767442,1720
14,30,70,200,58.32384021284995,-57.72009409854731,50.262881177707676,951
5,10,85,200,58.322375477049974,-60.90061717102188,55.83398590446359,1277
7,35,85,200,58.222771177349955,-67.64414211812142,52.75800711743772,1124
4,15,80,200,57.984721542599885,-62.0935959222008,61.868958109559614,1862
5,35,80,200,57.64221054634995,-68.82089199449652,60.49304677623262,1582
8,20,90,100,57.60640935055006,-51.679118580346554,47.756410256410255,936
4,30,90,150,57.436698849599985,-62.15293744293504,57.684630738522955,1503
5,15,80,150,57.41442664844989,-66.09128843286565,59.40054495912806,1468
3,25,85,200,57.40779363499997,-56.12625921443942,60.58519793459553,2324
12,20,85,200,57.25037156659993,-57.27190432357466,47.043010752688176,744
5,25,75,200,57.136799230299886,-68.52857690476097,62.80522430437252,1761
6,10,85,200,57.12024054335003,-65.89949457470492,53.760445682451255,1077
9,15,90,150,57.05283825260001,-58.45924820325783,49.120603015075375,796
7,20,75,100,56.97310991010001,-68.62537917321167,56.89512799339389,1211
8,30,80,200,56.97279842180001,-62.85278100359688,54.03225806451613,1116
8,20,85,150,56.84184439955005,-64.8031960104699,49.08536585365854,984
5,30,75,100,56.78042690895006,-58.437853453866474,61.07344632768361,1770
12,10,75,150,56.780343936150125,-14.38344689331924,51.39442231075697,251
14,30,80,100,56.27295660614999,-61.24433677852459,45.202312138728324,865
9,20,70,100,55.85745101615003,-51.78073225419693,55.873925501432666,1047
10,35,90,100,55.40703102615008,-67.14598494036629,48.283038501560874,961
12,35,70,200,55.128553378149924,-60.48597118102048,52.35457063711911,1083
3,10,85,150,54.82398934945007,-57.253445492111446,60.17777777777778,2250
5,15,90,150,54.71633576385007,-54.77202444864099,52.62267343485617,1182
8,25,80,200,54.64932030170002,-67.06784562749635,53.57798165137615,1090
6,35,75,200,54.15005027289999,-64.98519740264103,59.82620320855615,1496
5,20,80,150,54.00593384009993,-62.70861760416121,59.657218193803565,1517
5,10,75,100,53.95222628495018,-55.02989124656147,60.26785714285714,1568
12,10,80,100,53.89895721505009,-15.969326509870353,51.813471502590666,193
10,10,85,100,53.64545949580013,-27.434758348094558,50.60532687651331,413
10,25,75,150,53.61578928935007,-58.530739622141056,50.78125,1024
6,25,70,200,53.53717843604995,-63.89823877340842,62.553979025293025,1621
9,15,75,200,53.319168489800184,-49.18999142481291,52.88248337028825,902
9,25,70,200,53.191657304899984,-58.14611437715638,56.02049530315969,1171
12,10,75,100,53.14312279995013,-15.751881240613644,52.84974093264248,193
5,35,75,200,53.11833996744999,-71.27672225477912,61.870100783874584,1786
10,10,80,100,52.9057121629501,-29.15711419164192,51.07398568019092,419
4,30,80,200,52.80901684919994,-62.114806844952184,61.62246489859594,1923
7,35,75,150,52.76711922945005,-68.84856733995552,57.32436472346786,1338
10,20,80,150,52.71389452044997,-62.99058710116752,49.0990990990991,888
8,15,85,100,52.68141830550008,-58.9355556951348,51.80180180180181,888
5,30,75,200,52.5756265699,-70.80809247197318,61.990950226244344,1768
6,35,90,150,52.40649653755003,-65.20478309022911,50.81374321880651,1106
6,35,90,100,52.267962993250094,-65.0881605811337,50.54054054054053,1110
9,35,75,150,52.16043370764996,-62.19218891649748,53.83944153577661,1146
9,30,85,200,51.94211085739997,-65.94343983066179,49.14914914914915,999
7,30,80,150,51.829761425450016,-63.13366041412699,53.547297297297305,1184
4,20,85,200,51.76795007015007,-65.7790099364585,59.75975975975976,1665
5,30,85,200,51.555867442049895,-64.88322353658404,56.038291605301914,1358
10,25,75,200,51.37155017625001,-69.52160747456068,51.98067632850242,1035
6,20,80,200,51.05956714124995,-68.00103811223671,55.96899224806201,1290
7,20,85,100,51.02549875304994,-63.42288614202024,51.29682997118156,1041
8,30,80,150,50.44414497665009,-71.98027560914063,51.76470588235295,1105
8,10,80,150,50.40246915380013,-50.8092892385964,54.22885572139303,804
3,20,85,200,50.39584489989999,-55.75378487447388,59.93910395824271,2299
6,15,75,200,50.38887047545,-66.78683271220471,58.62324204293117,1351
6,35,80,200,50.22663175840012,-65.49287816483353,56.32958801498127,1335
14,30,80,150,50.11535526015001,-58.92859873594486,46.927374301675975,895
8,25,85,100,50.104333926600006,-64.1062779442778,48.19159335288368,1023
14,25,85,100,50.055384120249904,-48.940257533611835,45.441389290882775,691
8,10,75,150,49.98703464185008,-50.09068708745749,56.2200956937799,836
10,10,90,100,49.957540317949814,-28.713443588670952,49.877149877149876,407
8,10,80,200,49.76776191260004,-50.680430870555526,53.51941747572816,824
5,30,80,150,49.674296666800124,-67.77715968289779,59.00259067357513,1544
10,20,90,150,49.643177352500054,-66.76344087879714,48.481308411214954,856
7,25,85,100,49.5927070448501,-67.83462594389502,50.74487895716946,1074
9,30,80,100,49.456273355799965,-75.18567050790362,50.71633237822349,1047
14,30,70,150,49.16199937864996,-49.63356080372797,49.523809523809526,945
