SMA,Buy,Sell,Hold,Return,MDD,WinRate,Trades
120,35,80,5,318.3716941780504,-56.67800817431635,53.415970020178726,3469
200,25,50,50,318.2543712620995,-54.19739789540148,63.04155614500442,3393
200,35,50,30,318.22753888670024,-53.64956219106583,62.83569159688132,3463
200,15,80,20,318.12630677650003,-62.07066714741525,61.50185087255421,1891
100,10,55,7,318.10347612409987,-57.49331816464432,62.67084282460137,3512
120,35,65,15,317.98828046249986,-53.87321628500952,62.40655037379851,2809
50,20,75,10,317.62866822070004,-56.049047657849684,60.41748719968491,2539
200,25,75,20,317.3828581546502,-62.3795968630011,61.804581580177654,2139
60,30,70,30,317.36766777515,-53.2552469351668,62.83041886945912,2459
50,35,80,40,317.34607018934975,-53.44725543031936,61.461619348054676,1902
120,15,65,40,317.05832746315014,-47.26557110958118,62.7643504531722,2648
50,30,60,30,316.92815655510003,-58.074606053509136,62.121212121212125,3036
20,25,80,50,316.8836756369501,-54.37262041868358,61.683220073183485,1913
150,15,75,5,316.88168100065053,-53.1315655023173,54.436660828955056,3426
120,25,65,15,316.87246652214986,-53.749396304122584,62.52699784017278,2778
200,35,55,20,316.80051898305015,-54.16230633934711,62.68104776579353,3245
200,25,75,40,316.16158256830005,-59.638962256170544,61.76610978520286,2095
30,30,70,40,316.1591158680502,-52.39739653054492,61.74442190669372,2465
30,25,70,10,315.88252775774953,-60.086985154604776,61.63701067615658,2810
200,20,65,50,315.3660464058002,-56.322483845029204,61.717557251908396,2620
200,25,50,40,315.3204944725993,-54.201166266243675,63.03387334315169,3395
30,20,80,40,315.07437144080035,-56.43743847191244,62.0817843866171,1883
30,15,55,5,315.03669978305,-47.74791391012849,60.81213307240705,4088
20,15,55,7,314.7898919597499,-52.385632793932004,62.45457086944367,3577
150,5,60,50,314.64703141560034,-53.187938053378545,63.541666666666664,2784
200,25,75,30,314.60315274805,-59.63633796917698,61.54580152671756,2096
200,10,50,20,314.5276809620499,-54.37278201427891,62.712388013592836,3237
30,10,75,20,314.50892794825035,-54.949939748631635,62.114125350795135,2138
200,30,55,20,314.44599868934995,-54.26141862318714,62.82966180577102,3223
200,10,60,15,314.2467598259999,-62.05897151729849,62.61085491308975,2819
60,15,70,40,313.90978697224944,-59.30604682197173,62.27368421052631,2375
100,30,75,30,313.87043703749987,-56.2684368507963,63.00794021485287,2141
20,30,50,15,313.70453807070066,-54.26780681962978,63.08194936019602,3673
150,5,60,40,313.6506314839502,-53.18882266922387,63.54503049874417,2787
150,10,80,7,313.1180404513,-51.98136834549161,56.95538057742782,2667
50,20,80,3,313.02612185975016,-58.32543484431623,49.09347300564061,4964
50,10,70,7,312.8180478963996,-48.65999268721372,58.95743978884857,3031
100,30,55,10,312.68289891369994,-56.26539216058133,63.30540306269864,3461
150,5,75,5,312.57198510495004,-56.120487467083926,54.39927184466019,3296
50,5,50,7,312.34166566395015,-52.785794144373945,62.25572305974316,3582
120,15,60,40,312.2664370401507,-48.8284762246868,62.86499484713157,2911
120,30,50,20,311.8228264862498,-47.033552229490226,63.13858312164832,3543
120,15,65,50,311.75062269834956,-47.25692809241925,62.73620559334845,2646
200,25,50,30,311.7076841596009,-54.19206409141303,63.01853486319505,3399
120,15,65,30,311.4697230142999,-47.834866186953136,62.74065685164213,2649
150,20,55,10,311.31743558524965,-52.044732573283305,63.64998501648187,3337
200,20,50,15,310.84470624904964,-47.714320194432055,62.92567367485934,3377
50,15,75,50,310.8371340003498,-53.08197915141496,62.12338593974175,2091
200,10,75,15,310.7578357250996,-52.132148989421786,62.152133580705005,2156
200,10,50,10,310.7328784464002,-57.05386403309254,62.90756805264732,3343
120,20,65,15,310.2173872421498,-49.8614789762225,62.46823956442831,2755
200,20,80,7,310.1943707112497,-53.01671726844527,55.97181008902077,2696
150,15,65,5,310.0520970257495,-53.00200505980989,58.121277747698976,3694
120,20,50,40,309.86398492900094,-47.87175692777302,63.27241079199304,3447
120,20,75,30,309.72586162375035,-58.41588738786161,62.523809523809526,2100
60,35,55,10,309.6016201343506,-67.80607036560797,63.052661222190935,3551
60,30,55,7,309.5658457523994,-69.39101486935598,62.25967869370555,3797
50,10,60,15,309.48045353249876,-59.65947620289454,61.88835286009648,2902
50,30,60,15,309.30253641285026,-58.448660764477,62.096774193548384,3100
200,15,50,10,309.2988607732994,-51.56237458962687,63.02693208430913,3416
60,5,50,50,309.2414386880498,-52.34740523816441,63.02131603336423,3237
60,10,60,50,309.23342867230053,-52.452399825767316,62.40418118466899,2870
120,20,75,40,309.09708850839996,-56.395631531127286,62.29665071770335,2090
20,25,50,15,309.0260584570503,-57.96145006193194,63.001113585746104,3592
60,30,65,20,308.77289210510037,-52.30828411252336,61.674485745218334,2771
100,5,80,10,308.7624063057499,-58.712672831949774,59.86725663716814,2260
120,25,50,40,308.3229332863,-47.67226148175732,63.38672768878718,3496
60,15,70,50,308.15873710745,-59.30604682197173,62.22596964586846,2372
30,15,60,5,308.0375685290502,-52.17375033854448,59.065372829417775,3916
30,30,60,10,307.57660422020007,-64.39482570021609,62.44302643573382,3291
50,5,80,10,307.56681498765016,-62.09488398000118,59.869848156182215,2305
120,30,75,50,307.34912894789994,-59.584286209316474,62.630085146641434,2114
150,15,50,7,307.3173544956001,-43.98646383370179,63.2460167431812,3703
30,35,60,10,306.6801750157996,-60.888241183417314,62.71797955502104,3326
200,25,75,50,306.5508577369504,-59.645686114236206,61.71128107074569,2092
60,30,70,40,306.40327689629993,-52.79931557980145,62.71947733768886,2449
120,20,70,15,306.2879815998002,-54.50683880634647,62.554890219560875,2505
150,30,75,5,306.26514478335025,-61.598614285216534,54.73145780051151,3519
60,30,60,7,306.2609025080001,-56.60384494015359,61.145423919146545,3562
200,10,50,15,305.4159465819006,-53.08653222091814,62.77282508453735,3253
20,15,80,15,305.1296198149002,-53.811877529331696,60.841899167890354,2043
120,20,50,50,305.1035610855008,-47.332046632268046,63.25878594249201,3443
50,15,65,15,304.92006801745015,-59.58581628550116,61.12969156447418,2691
200,5,55,15,304.8495257817497,-48.00814658198049,62.57152473914507,2971
30,25,75,15,304.64532915194997,-52.786293630503955,62.4400871459695,2295
100,5,55,40,304.59406933140025,-48.865889946775745,62.61865793780687,3055
50,5,50,10,304.4692227546,-65.49316494986513,63.10621838738471,3361
200,20,65,40,304.09772663220036,-56.3050424511087,61.694009919877914,2621
120,25,50,50,303.7409619011006,-47.66667739870475,63.373424971363114,3492
50,10,65,10,303.7098539088997,-57.68566979748487,61.34689582602596,2851
120,15,70,7,303.62223930125054,-54.30234127362517,59.77124183006536,3060
50,35,60,40,303.5813590485503,-58.83052211467085,62.196721311475414,3050
120,15,60,50,303.41060580329986,-48.81861400425263,62.82668500687758,2908
60,20,60,7,303.35826376224963,-54.58282653118176,61.25684635341597,3469
200,35,75,5,303.13061681940053,-63.04252090366287,54.297994269340975,3490
30,5,50,15,303.0722276031496,-54.49503805107976,63.574309649394976,3223
150,15,70,10,303.02870150439975,-53.64863040609287,61.73488546751784,2663
30,15,65,7,302.8810210591999,-52.907778366701905,59.67891324482865,3239
60,15,55,10,302.8618211793499,-61.42883972770359,62.98507462686567,3350
50,30,70,15,302.6583058184003,-51.768441828174616,62.14535561601243,2573
50,35,75,15,302.37331426795004,-51.098216578761715,62.727272727272734,2310
120,15,60,30,302.34381692660025,-48.8253158707443,62.83064239093095,2911
60,25,50,5,302.32058679340054,-53.60867583198097,61.49684400360685,4436
150,35,60,7,302.0819879850998,-55.66306728737357,62.10826210826211,3510
120,15,50,40,302.0093870793,-50.7663452333299,63.19362455726092,3388
30,30,55,7,301.9616116616513,-51.037869333729226,62.31808731808732,3848
100,5,75,15,301.80432741505,-63.4806068412616,61.44578313253012,2158
100,20,55,7,301.7701022609999,-58.11860644904506,62.93572984749455,3672
30,15,75,5,301.3946354420502,-63.60813675237019,54.63623395149786,3505
120,15,50,50,300.99315621699975,-50.24765630703687,63.19054652880355,3385
150,5,60,10,300.85047634070025,-51.78986626983831,63.2312925170068,2940
60,30,70,50,300.77495858359987,-52.79931557980145,62.68900694728239,2447
120,30,75,30,300.4901135270504,-59.608608187207764,62.50588789448893,2123
200,10,50,50,300.2308137526499,-53.3292971322586,62.82170542635659,3225
200,35,75,10,300.1628844715996,-57.06517068743382,60.40080160320641,2495
200,30,50,20,300.1622195684495,-56.489452094687955,62.97909407665505,3444
60,15,60,40,300.1557166864493,-54.71186113741544,62.07488835451734,2911
30,35,50,30,300.15401348154984,-51.078067400143354,62.639152864512624,3683
60,5,55,20,299.98619744035074,-58.83420930780526,62.8785411917942,3071
30,35,70,10,299.88052048449975,-58.1649626695097,61.37399228881879,2853
200,15,65,10,299.73697659465023,-59.15999718268338,61.294912842404834,2811
200,10,50,40,299.7255745615003,-53.32945873516888,62.825278810408925,3228
200,10,65,15,299.6904412027999,-61.405728360805945,61.80422264875239,2605
200,30,60,5,299.23678908474983,-62.13684449425077,59.89860583016476,3945
120,35,50,20,298.9362460937005,-48.935915079070746,62.97955754690563,3571
100,25,80,5,298.6820223420502,-58.13563528897291,53.02460202604921,3455
200,30,75,10,298.66080364339996,-57.318285676397686,60.5877616747182,2484
200,15,50,15,298.2831065230503,-49.230717013009055,62.84251731406203,3321
60,5,70,30,298.0735911665502,-63.49869403851317,62.32258064516129,2325
50,5,70,7,298.04289431650056,-53.15474207686866,59.10467855940761,2971
100,5,55,30,297.89947174995024,-48.856667914848,62.577690546287215,3057
200,10,75,30,297.5749447011503,-51.86352998888981,61.57635467980296,2030
100,15,75,10,297.4662265111,-49.80602064914218,60.725806451612904,2480
120,30,50,30,297.3601766699495,-46.70434655487027,63.10872027180068,3532
200,5,80,5,297.2716450459001,-61.69405814361366,53.09033280507131,3155
50,35,75,30,297.0972510962999,-58.835026774641086,63.14338235294118,2176
150,5,60,15,297.0514970903007,-53.26335324400263,63.53649893692417,2822
200,30,80,7,297.0040285966,-63.72799789221136,55.90062111801242,2737
120,10,50,20,296.9533097328496,-54.28474273218323,63.41317365269461,3340
60,5,70,50,296.7469391674499,-61.677452717433425,62.13885295385943,2319
200,15,70,5,296.58036858340034,-61.33698117573731,55.42513598625823,3493
60,5,55,40,296.54764802289935,-58.88534301427014,62.84313725490196,3060
100,5,75,30,296.53539010179975,-62.71791373685088,62.701121404193074,2051
30,10,75,40,296.3060658196506,-55.36126474644825,61.83574879227053,2070
150,10,55,10,296.2473484763498,-49.80463419667147,63.37064676616916,3216
60,5,55,30,296.21691517014995,-58.17730196820538,62.82637075718016,3064
100,20,75,15,296.1050077522998,-60.808432828506966,61.50066994193837,2239
200,15,60,5,296.0726371941501,-63.019225876964256,59.37086968014803,3783
100,5,55,50,295.8584854424999,-48.86317824512545,62.59416966917786,3053
60,5,70,40,295.78596802285034,-61.677452717433425,62.20880069025022,2318
100,20,80,7,295.4232319470999,-66.20220056686996,56.086175942549374,2785
100,5,55,20,294.58887784804966,-49.894390441132764,62.58570029382958,3063
100,25,75,15,294.4822447416999,-61.82413376138341,61.72185430463576,2265
200,30,50,50,294.1076697246001,-55.18423605265406,63.032069970845484,3430
200,35,50,7,294.10543828615033,-52.833868852923956,62.78283485045514,3845
200,35,75,30,294.02612303115035,-61.50576184644223,61.62570888468809,2116
120,30,75,40,293.6866124764,-59.59220817260239,62.45862884160756,2115
60,25,65,15,293.6690047559498,-54.4954323705086,61.604278074866315,2805
60,20,55,10,293.6031216975995,-58.6712458740242,63.29225352112676,3408
200,20,50,20,293.4895750825499,-49.39459594049398,62.88352695859398,3357
200,10,75,20,293.4424836071999,-54.27950017905424,61.63855421686747,2075
50,35,75,5,292.98698658595,-59.08337092228319,54.84311050477489,3665
50,35,55,7,292.91116856095044,-64.91436980836889,62.153047989623865,3855
50,5,75,30,292.88051735225,-51.04024466699961,62.32377248420029,2057
30,25,75,50,292.7299321656003,-54.23922099181914,62.30121608980356,2138
120,35,65,10,292.5749684260501,-54.63321623003318,61.92230408573343,2986
60,35,75,10,292.50328562779976,-60.9533429768458,60.85271317829457,2580
200,25,60,5,292.32944653029995,-63.405957442389024,59.61489088575096,3895
100,5,70,5,292.1942550656006,-59.25450783450354,55.703147559919145,3463
100,25,55,10,292.1357447155002,-57.7351996729759,63.43174510377083,3421
100,20,55,10,292.1065790237004,-50.43036130919683,63.37278106508876,3380
20,25,80,20,292.0479895815501,-60.25599225050316,60.8433734939759,1992
100,5,75,50,291.93199113489993,-62.91890668309898,62.64705882352941,2040
60,20,70,7,291.6968913851998,-59.59520165175287,59.300833867864014,3118
30,10,80,5,291.4256407994005,-63.10627663022931,52.85757484124585,3307
200,30,50,40,291.32347247085033,-55.191632665117375,63.02447552447552,3432
150,25,60,5,291.3182414064498,-60.289298112932464,60.08095117632178,3953
200,35,55,50,290.90888043710004,-54.083511648965256,62.72024729520865,3235
200,30,75,30,290.7756334291998,-62.145419282308765,61.83025130393551,2109
200,15,50,40,290.6623733965001,-49.14279601640732,62.93260473588342,3294
30,35,50,40,290.58930476495,-51.38103440576206,62.6325809083492,3677
200,15,65,20,290.54085068875025,-61.68968079374098,61.237034191317704,2603
50,10,60,50,290.5092598356001,-54.433175408611454,61.92145862552595,2852
30,5,70,20,289.9697498840002,-50.85829804846428,62.01881950384944,2338
200,5,55,20,289.73938879220043,-48.49434873194602,62.48303934871099,2948
100,20,60,10,289.5289411207004,-57.806408229067706,62.484116899618805,3148
120,30,50,40,289.3976871286503,-46.701651669873264,63.08477459597391,3527
50,15,60,7,289.35951647994966,-61.23276164285598,60.886150234741784,3408
120,15,60,10,289.22531924144965,-47.06326990980409,62.80884265279584,3076
120,25,70,15,289.0397539309505,-56.36125632098602,62.34641300039635,2523
120,35,70,15,289.02562584975067,-54.99727359666136,62.44094488188976,2540
120,5,50,40,289.0126479333505,-49.3532269206426,63.10440406529104,3247
200,20,50,10,288.62294924360003,-51.542895860584416,63.12607944732297,3474
30,10,75,5,288.61265471819996,-58.47889708483349,54.32932198415028,3407
200,20,50,50,288.1425132346505,-47.8857489748668,62.94082486551106,3346
200,10,75,10,288.08808930005034,-55.5245356312233,60.57813154587348,2387
50,10,70,10,287.8887800422995,-56.819497417787105,60.95558044046287,2679
120,25,60,20,287.87907715905,-51.6644601058272,62.700534759358284,2992
200,15,50,20,287.80520791724945,-50.276691951171095,62.82167726309416,3303
200,30,50,30,287.7732032209006,-55.184469707194275,63.009313154831204,3436
120,15,75,15,287.55413781155005,-56.24661470465231,61.69064748201439,2224
30,30,75,20,286.95769549085037,-56.227967688381156,62.07827260458839,2223
60,25,65,30,286.7328915751503,-51.89859861636905,61.52716593245228,2724
100,10,55,10,286.6904423792,-53.344800013209394,63.36206896551724,3248
200,20,50,40,286.5580988651998,-47.87928205683837,62.93309438470729,3348
150,5,50,10,286.52846300420003,-49.92102261151408,63.30413772274237,3311
50,35,60,30,286.52382925000035,-58.829373698828405,62.13211249182472,3058
120,5,70,5,286.3919830537,-56.64670652268502,55.80110497237569,3439
60,5,55,50,286.33098703389965,-59.1629437374719,62.82722513089005,3056
50,5,75,5,286.24109326525024,-59.9649460595665,54.4026089534539,3373
30,15,70,10,286.00116649870023,-59.176991605924044,61.60029229082937,2737
50,5,80,7,285.87508175859983,-52.71566841624767,56.13644790507972,2697
50,15,70,5,285.7402654952495,-59.029329255036345,55.33553355335533,3636
30,25,65,20,285.6779661140997,-58.61082895232638,62.11135213304411,2766
60,25,60,20,285.6206525596999,-52.14579160813382,61.80854587611792,3019
30,10,70,5,285.47959384384984,-57.80547966819035,55.98980458793543,3531
200,25,70,5,285.44790808094996,-64.78126639201847,55.64267712125455,3571
50,5,50,50,285.06495570924966,-59.97108464327533,63.042131350681544,3228
30,30,75,15,284.9248190338998,-55.760798368551725,62.30502599653379,2308
120,35,50,30,284.7440477717497,-49.113318332072616,62.94943820224719,3560
200,35,75,50,284.6368327898497,-60.89133288824843,61.760530052058684,2113
30,5,80,10,284.43313351565,-55.222448216960565,59.272249013590525,2281
60,15,70,30,284.39576432009994,-60.06793936931795,62.29026845637584,2384
20,5,80,50,284.32543391065025,-60.77821031831152,61.45313366611204,1803
60,25,70,7,283.7355884281499,-60.3179954003226,59.161638615433475,3149
60,5,65,20,283.70808128880014,-55.81688257371683,61.36805285658764,2573
30,15,65,3,283.4433818575998,-60.33378277327122,50.821294280625374,5053
60,30,65,30,283.24195606849946,-54.021082356976216,61.812886785584276,2747
50,30,70,7,283.0622504518503,-54.40691684862911,59.35544430538173,3196
20,25,60,10,282.98845933294973,-56.18332898107903,63.02623550945698,3278
200,25,50,7,282.7489875556502,-55.220729621292485,62.898089171974526,3768
100,5,75,40,282.7237520142499,-62.919672386830506,62.48775710088149,2042
60,15,60,30,282.5673997373498,-54.69934985086221,62.05831903945111,2915
200,20,65,30,282.49256640914996,-56.31445757614076,61.670480549199084,2622
30,5,75,15,282.34424263805,-53.81863799400991,61.63753449862005,2174
100,15,80,7,282.1589499753497,-58.73377032858914,56.1524500907441,2755
60,5,60,20,282.0766962199997,-55.151986441773126,62.24814422057264,2829
60,30,80,40,281.8595283473503,-51.067772371027885,62.74817136886103,1914
120,5,50,20,281.8480625185506,-51.53979896048695,63.05282555282555,3256
200,35,55,40,281.6161768953501,-54.07082937334322,62.7008652657602,3236
200,10,50,30,281.35333640995054,-53.33045251313852,62.73234200743495,3228
200,20,65,15,281.2733078096,-53.450887913200305,62.08053691275168,2682
60,5,80,10,281.12017684620014,-49.676565126280444,60.14648858250754,2321
100,35,75,15,281.09614706219986,-62.18029359775541,62.03419552827707,2281
60,30,60,20,280.8773340747501,-49.086429843206226,62.004585653455614,3053
50,30,60,50,280.8631942679999,-58.07205302662767,62.268518518518526,3024
200,30,75,50,280.8494884100498,-61.831937381234106,61.965811965811966,2106
200,15,50,50,280.57734194895016,-49.143051556927226,62.898814949863265,3291
200,35,55,10,280.39179292920073,-57.69172959410099,62.75029446407538,3396
60,5,80,15,280.36852780360033,-45.5261562900585,61.07784431137725,2004
120,15,60,15,279.88203048669976,-54.161065695647835,62.965470548408945,2954
50,5,75,40,279.8041340828998,-50.709372411425704,62.144955925563174,2042
200,20,75,7,279.6535095376001,-52.708604744552424,57.68688293370945,2836
100,10,80,7,279.58056820019993,-58.31960503096704,56.10475839173736,2711
60,5,55,15,279.4771879945002,-59.389005745228474,62.80349627711234,3089
200,20,65,20,279.14881516059995,-58.57461736863553,61.555977229601524,2635
120,30,50,50,279.1215590208997,-46.69847471363085,63.07124609707635,3523
30,5,55,10,279.0273825296001,-58.52515605465188,63.56173034417429,3167
150,25,50,7,278.9960805872,-52.91577916025763,63.06282722513089,3820
30,30,65,30,278.9567639211,-58.472179291092864,62.26483357452967,2764
50,35,60,15,278.45043695595024,-57.68757164190881,62.10762331838565,3122
120,10,50,50,278.0866064411998,-53.74488879342697,63.37943475646423,3326
50,35,75,40,277.9684865853001,-58.37738687045416,63.11172668513388,2166
120,10,50,40,277.80584942455147,-54.401999138569145,63.371394230769226,3328
60,25,55,10,277.4548586828491,-64.33243555460606,62.95224312590448,3455
30,10,75,50,277.26183019725,-55.36126474644825,61.76897051715805,2069
30,35,50,50,276.6195506749498,-52.314065720563605,62.653228003268865,3671
120,15,65,15,276.5586802018496,-46.57347902662679,62.8539904376609,2719
150,35,60,5,276.5226962621005,-58.4580709499549,60.05968664511315,4021
60,20,60,20,276.2923265080999,-56.61890937417186,62.04232448773933,2977
60,5,60,40,276.2680974929005,-55.167167537576404,62.33581824636138,2817
50,30,65,7,276.1935321129998,-52.258678368254685,60.01183081928424,3381
60,5,60,30,276.1081586181504,-55.167167537576404,62.291592763391264,2819
30,10,65,5,276.0305389021493,-49.87206464228765,57.20930232558139,3655
20,20,50,5,275.91929899604935,-54.959215047298514,61.88486536675951,4308
50,20,70,3,275.84089166329966,-63.70584856794176,50.62353858144972,5132
30,15,65,30,275.8314635441496,-56.36434095361914,62.08206686930091,2632
120,25,60,40,275.6434940975994,-51.30754912218984,62.714141753443066,2977
200,25,75,15,275.3761615865501,-57.06333176674144,61.97752808988765,2225
50,5,65,15,275.2636872257999,-53.76895070861863,61.149425287356316,2610
50,5,70,5,274.99383391320043,-58.87702358616005,55.79460699942628,3486
120,10,50,30,274.8066554640997,-54.440271306386954,63.37436205343741,3331
150,5,80,5,274.76674081269977,-57.95342212713127,53.22932917316693,3205
200,30,80,20,274.76293899205007,-64.92193340431807,61.98347107438017,1936
200,20,50,30,274.5973600822498,-47.888587759624464,62.88444311734847,3349
120,20,75,15,274.5766935386499,-59.35319280027914,61.69642857142858,2240
200,20,55,15,274.53974078734944,-47.673103435303396,62.55534471853258,3162
200,30,55,10,274.4662571188502,-58.989518522859555,62.892708950800234,3374
60,25,60,40,274.45392473335005,-52.530879673363486,61.871461871461875,3003
30,15,65,40,274.0982803041997,-56.36434095361914,62.07159177456207,2626
30,5,55,7,274.06381248015015,-49.5451457039757,62.477771191464136,3374
150,10,75,7,274.0526998593999,-55.44993185973255,58.16618911174785,2792
120,35,75,30,273.66108745524986,-64.32035973245604,62.33036967711746,2137
50,35,60,50,273.65275932530056,-58.82825423182479,62.311227839789886,3046
200,35,55,30,273.6324314061495,-54.07778861601709,62.66213712168005,3238
50,30,75,40,273.5451721753002,-58.15020644161405,63.04347826086957,2162
30,25,75,30,273.3218756174,-54.581764680654445,62.15713621571363,2151
30,35,75,20,273.3120615999501,-58.86111941926755,61.95797943674564,2237
200,10,75,7,273.31011246849965,-55.834860054083336,57.30909090909091,2750
150,15,60,5,273.2108610262005,-51.909671538973015,59.911319770474705,3834
20,10,55,7,273.0728929764001,-52.82381922998821,62.6882966396292,3452
60,30,65,15,272.81422378884963,-57.347542494334824,61.88293370944993,2836
50,30,55,7,272.2124830739503,-64.32761552932166,62.05627136471207,3803
200,15,80,7,272.1916120981,-55.40070266353885,55.852465186300336,2657
200,30,75,15,272.0863003153499,-59.59118215432109,62.42748772869254,2241
30,10,75,10,271.7792418283,-55.693230497957124,60.24869634977939,2493
30,35,55,30,271.69353383194976,-52.68826479461685,62.84631087780694,3429
120,20,70,5,271.64165268825,-51.94679633414013,56.18655692729767,3645
60,30,80,7,271.4142824724,-53.92906767624128,56.322648820007046,2839
20,10,80,30,271.3959853698498,-59.66215763931244,61.21244635193133,1864
120,5,70,15,271.3930201749,-57.96963771831323,62.51561849229488,2401
200,30,55,50,271.2987145273998,-54.445344366692616,62.80373831775701,3210
200,25,55,50,271.2328230433499,-52.09130421281674,62.618296529968454,3170
120,30,80,5,271.15736864274965,-59.579466569566094,53.373877787431226,3453
60,25,65,20,271.06982596749987,-53.5159229940153,61.29974443227455,2739
50,20,70,5,270.4988243337003,-61.10019228584649,55.90062111801242,3703
20,30,75,10,270.4230046363995,-60.202026177253266,60.242332449829604,2641
200,25,55,20,269.92885979440035,-51.89924088520598,62.59830135262662,3179
200,15,65,15,269.8296131169,-58.02497060408638,61.66918429003021,2648
60,5,60,50,269.60170889305044,-55.167167537576404,62.26012793176972,2814
30,15,65,5,269.47597704305014,-52.43152476768535,57.0521301931728,3779
60,15,60,7,269.42316871380007,-56.06253240415289,60.9347442680776,3402
50,35,70,15,269.16191528165007,-51.00211115532376,62.031672460409425,2589
50,20,65,3,269.1601716260496,-64.12567982272105,51.42040038131553,5245
200,30,55,30,269.09481363590004,-54.43908746115442,62.79937791601866,3215
200,25,55,30,268.99909426735053,-52.0914739404282,62.61417322834646,3175
150,15,75,7,268.9769778840002,-56.19842405737625,57.920792079207914,2828
30,5,60,7,268.95036242959975,-56.072245821657226,61.19449656035022,3198
200,15,50,30,268.7485254213497,-49.13663225631463,62.81117182756527,3294
200,30,55,40,268.7172015035,-54.44429886004125,62.795765877957656,3212
200,25,55,40,268.5827446425501,-52.09447101447011,62.61034047919294,3172
200,20,70,5,268.5506488664497,-59.888546351670136,55.54614733276884,3543
60,20,60,40,268.46499933155,-55.203441394518116,62.107396149949345,2961
120,25,60,30,268.44070791289914,-51.31007047936561,62.693082605775686,2978
50,5,75,50,268.32416063759973,-50.709372411425704,62.23639038744483,2039
200,30,50,7,268.1745262428499,-55.0359523975091,62.89687745998426,3811
100,25,50,5,267.9098201092495,-63.88530251386699,61.76942470776988,4363
200,35,75,40,267.89576816360017,-60.89208155346281,61.778618732261116,2114
50,35,65,7,267.6483358729998,-51.736413385097094,60.169739537606084,3417
120,25,60,50,267.5208507810995,-51.3038922811019,62.6890756302521,2975
30,5,75,40,267.35402605879926,-57.615367208050706,61.83693516699411,2036
120,10,75,30,267.33259767395026,-60.6087416919181,62.08232445520581,2065
150,30,60,5,267.2315660507001,-59.550027770578716,60.12515644555695,3995
200,5,55,40,266.99402466640026,-48.495009656649025,62.50849762066621,2942
30,35,65,30,266.5544459547006,-62.62359792928418,62.36096160746322,2787
120,5,50,30,266.4894728585503,-50.579967234965714,63.03477993228685,3249
20,10,80,40,266.3984994469,-60.349716947213196,61.159263271939324,1846
50,30,75,30,266.3887249228004,-58.626476349334425,63.06347746090156,2174
60,30,65,50,266.3319447140007,-53.89837698537995,61.82284040995608,2732
120,10,60,40,266.26709472299984,-47.70296192810496,63.17991631799163,2868
30,30,65,15,266.19517438434974,-56.78661570622562,62.25885654156437,2851
150,10,50,7,266.1812691963003,-50.675149950533395,63.09261300992283,3628
30,30,70,50,266.17814300445025,-52.39739653054492,61.6042345276873,2456
30,35,50,10,265.71552593949986,-55.23473639156538,62.47068021892104,3837
120,5,50,50,265.5278239844501,-50.40842721282557,63.04750154225787,3242
30,35,55,50,265.1026566829501,-52.697699722706595,62.880562060889936,3416
30,35,75,30,264.9367198517998,-58.145383844239305,62.035763411279234,2181
60,20,65,40,264.78264426574987,-55.73116227631066,61.808669656203286,2676
200,5,55,50,264.60548353920007,-48.4930441920336,62.504253147329024,2939
50,35,75,10,264.36942460585,-61.88915547756112,60.69230769230769,2600
200,30,75,40,264.2828071488004,-61.8406988097931,61.983863312766964,2107
60,5,80,7,263.95098541185035,-52.89773303825213,56.31970260223048,2690
30,5,75,20,263.91667802335024,-59.047379402890655,62.011439466158244,2098
60,5,70,7,263.8152018020003,-60.25216016155434,59.06788247213779,2961
60,5,75,15,263.4621962215502,-51.560039714415915,61.66134185303515,2191
30,20,65,7,263.35068029175005,-54.653422248238606,59.684274438372796,3294
60,30,60,40,263.03728945804977,-50.54731658084306,62.021136063408186,3028
120,30,70,7,262.92684748520037,-52.788837338293995,59.40688775510205,3136
60,30,50,5,262.76109925579976,-55.899326285826135,61.18640302155076,4501
60,25,60,30,262.6171991432503,-51.87086958836363,61.814556331006976,3009
60,25,65,50,262.1831464924003,-51.89859861636905,61.49870801033591,2709
150,30,70,10,261.23730139789984,-60.1385164009686,61.87865497076024,2736
120,35,75,50,261.1198981941504,-64.30823734001704,62.27123416236508,2131
60,30,55,10,261.10331364770036,-68.21660977158479,62.920707358813466,3506
20,30,50,7,260.9215323853,-46.87777108810213,62.17154189390184,4034
60,15,60,50,260.72865682450015,-54.87320905118963,62.044046799724704,2906
30,5,70,30,260.66255586329993,-53.07027750205581,62.315698178664356,2306
60,5,65,40,260.3966897644001,-55.806759470041136,61.54449235593885,2551
20,30,55,15,259.7843380491501,-52.643438243399665,63.25878594249201,3443
30,15,75,30,259.6964454460501,-58.84869251421215,61.81645268663814,2103
120,10,60,20,259.3639355157002,-48.763720706266525,63.07371349095967,2876
200,25,75,7,259.19089590139987,-63.47068447619758,57.47728860936409,2862
50,35,75,50,259.01694816425,-58.37738687045416,63.14087759815242,2165
50,10,75,10,259.00283970014965,-58.196903485353246,60.153411384739606,2477
120,5,65,15,258.47435727830015,-50.16645996461941,62.86259541984733,2620
120,30,70,10,258.31532623569984,-58.09592451358462,61.44314868804665,2744
120,10,60,50,258.1820427899494,-47.7063975810241,63.141361256544506,2865
50,5,70,10,258.0386418422501,-62.32414043004888,61.03945371775418,2636
120,10,75,50,257.9287950560999,-60.85811864422011,62.060546875,2048
