BuyDate,SellDate,Name,Ticker,BuyPrice,SellPrice,Shares,PnL_Amount,PnL_Pct,HoldingDays,BuyRSI,SellRSI
2025-11-04,2025-11-17,피에스케이홀딩스,031980.KQ,48358.46875,51017.69140625,91518,223569751.3514967,5.0458557497140255,13,26.996563105234273,70.13325327036101
2024-09-11,2024-09-19,에스티팜,237690.KQ,96243.6796875,108870.6875,17886,217733162.59388208,12.633974140298509,8,23.06411465508431,72.92538799040909
2023-12-18,2024-01-10,NHN KCP,060250.KQ,9534.392578125,11475.1435546875,114829,217444755.74092913,19.838332889926775,23,25.69370948579669,87.33631621450023
2023-11-06,2023-11-08,코스메카코리아,241710.KQ,33148.921875,40188.078125,31610,217301128.80793762,20.71423632335493,2,30.030772700597666,74.45878197901342
2024-02-13,2024-02-20,시노펙스,025320.KQ,6648.52587890625,7873.01611328125,181332,216155800.37357402,17.908859409117667,7,31.027440333913503,78.91260474227501
2024-06-21,2024-06-27,에프에스티,036810.KQ,33615.55078125,37573.1953125,55881,212383065.52773118,11.293182141018535,6,22.893769460629954,70.55559625309444
2025-06-09,2025-06-25,네오위즈,095660.KQ,23800.0,25450.0,132239,203973698.53750038,6.473490360035552,16,24.128888191711013,74.06009304739047
2021-11-09,2021-11-15,동진쎄미켐,005290.KQ,30745.185546875,36884.4765625,33607,201230245.3917513,19.45302929303317,6,26.319863023689607,79.67981324700412
2024-09-25,2024-10-10,지아이이노베이션,358570.KQ,11109.0908203125,12336.36328125,170617,200583736.8810463,10.570505283152318,15,32.60762662108448,75.60107515293221
2025-10-27,2025-11-10,펄어비스,263750.KQ,34950.0,36750.0,121154,199182627.92999983,4.698588040062936,14,32.32794253362189,73.25104931619684
2024-03-28,2024-04-09,에코앤드림,101360.KQ,44166.66796875,50333.33203125,33190,197723530.4041407,13.472783030403113,12,18.209066053196636,70.05284167340895
2023-08-18,2023-08-24,삼천당제약,000250.KQ,60100.0,73500.0,15057,197237063.5200001,21.770903560738773,6,21.013519717797365,80.27707229760306
2024-06-26,2024-07-08,우리기술,032820.KQ,2120.0,2340.0,928373,195135649.24300003,9.90328103812691,12,25.552350356210923,77.52941330247465
2025-11-13,2025-12-01,서진시스템,178320.KQ,24600.0,25700.0,196834,195014269.67000008,4.022833091538229,18,23.36114918172325,73.2920417473216
2023-08-08,2023-09-01,가온칩스,399720.KQ,39200.0,47950.0,22521,192641875.17750013,21.79605061322338,24,21.31833067367147,78.7980210294685
2021-04-05,2021-04-09,웹젠,069080.KQ,35604.5390625,44186.1484375,22780,191385663.99925005,23.569543117816714,4,29.768891119643087,85.81143688064545
2020-11-04,2020-11-10,신성델타테크,065350.KQ,5333.646484375,6874.048828125,124849,188848519.6356778,28.32729711915787,6,24.89835879125205,84.67272214023306
2024-08-26,2024-08-28,HK이노엔,195940.KQ,39519.48046875,43679.42578125,46594,185300038.24743748,10.051598556396984,2,33.35542656223241,75.48263270745615
2023-09-01,2023-09-11,알테오젠,196170.KQ,43750.0,51900.0,23063,183032638.25749993,18.11905451587816,10,32.70273363498859,87.32902825339032
2025-03-17,2025-03-27,스튜디오드래곤,253450.KQ,46300.0,50200.0,49283,181786505.875,7.957641369013108,10,26.943207237262754,76.151268522675
2023-11-27,2023-12-01,위메이드맥스,101730.KQ,11200.0,13070.0,97677,177376499.31150007,16.195210329549596,4,30.97070507909875,78.70367159860666
2024-06-26,2024-07-17,브이티,018290.KQ,32350.0,35400.0,60839,176511430.21249986,8.958129372242007,21,26.554250242331307,81.67100469895229
2025-02-07,2025-02-14,우리기술,032820.KQ,1940.0,2085.0,1276964,173924093.0050001,7.01261847844052,7,27.638893690901085,70.44891040318845
2020-12-29,2021-01-08,우리기술투자,041190.KQ,4725.0,5790.0,158797,165359722.71675003,22.013367167439988,10,32.00630932139535,79.49071999939508
2025-09-05,2025-09-16,에코프로비엠,247540.KQ,116600.0,122300.0,30975,160471098.375,4.438005213387109,11,12.749884393551511,70.02230480973745
2019-09-20,2019-09-30,HLB,028300.KQ,18262.7265625,25069.744140625,23896,160271565.20699614,36.68313974299797,10,33.39211213753619,88.943475599324
2025-06-13,2025-07-10,콜마비앤에이치,200130.KQ,14529.400390625,15265.822265625,232112,155892390.1451969,4.617219045519497,27,25.71939244759926,76.09541229213005
2024-09-02,2024-10-14,서울반도체,046890.KQ,9287.5390625,10112.2255859375,198433,155204835.86262894,8.411850498570631,42,29.7457699044959,90.5659518889313
2024-05-07,2024-05-24,휴젤,145020.KQ,198700.0,217500.0,8354,149422734.98000002,8.991355964797505,17,33.53373894280584,74.92091013881777
2023-12-12,2023-12-27,펩트론,087010.KQ,33350.0,37950.0,33045,146789359.72500014,13.304355163975234,15,34.10246195345805,78.0842324374735
2025-05-14,2025-06-02,넥슨게임즈,225570.KQ,12730.0,13440.0,222324,145183018.9380002,5.1239150389463815,19,32.61520962297686,79.06993122873914
2023-06-12,2023-06-19,펩트론,087010.KQ,7650.0,9030.0,107286,144059134.788,17.532230092256647,7,32.020774394539444,86.39723325396065
2023-02-02,2023-02-06,인카금융서비스,211050.KQ,1236.837646484375,1478.8662109375,589375,139061718.47330475,19.054784191693994,4,31.208538431202385,93.80180228202019
2024-05-07,2024-06-26,테스,095610.KQ,22986.166015625,25015.744140625,72220,138976155.4596212,8.362133922850083,50,33.224179692466834,79.50958513661675
2024-03-21,2024-03-27,휴젤,145020.KQ,177900.0,196100.0,7900,137283830.0,9.757020011584766,6,17.86403889286653,72.38807808740573
2024-06-21,2024-06-26,동국제약,086450.KQ,17770.0,19130.0,105710,135235331.5500002,7.190970676350232,5,26.240354245950883,78.3054165724167
2024-04-23,2024-05-07,하나머티리얼즈,166090.KQ,51700.0,56700.0,28266,134600996.03999996,9.200135511473215,14,16.01541876329462,72.53613728808554
2024-02-28,2024-03-07,서진시스템,178320.KQ,19970.0,22000.0,68812,133339386.41400003,9.69208144734707,8,20.530735164047428,75.86353073239985
2021-09-02,2021-09-08,에코프로비엠,247540.KQ,73297.8359375,83067.59375,14144,133290260.87487507,12.84209463538649,6,22.965936730304975,72.15384094809377
2024-04-09,2024-04-18,동성화인텍,033500.KQ,11530.0341796875,12597.630859375,129664,131564174.46593142,8.789992075695396,9,23.482679932879194,80.80797728877232
2021-09-30,2021-10-07,감성코퍼레이션,036620.KQ,1565.0,1770.0,662262,130879362.1845001,12.613274287285286,7,21.099073748750158,76.922539412125
2020-10-22,2020-11-04,오스코텍,039200.KQ,42100.0,51400.0,14331,130264132.42499995,21.565876201987656,13,18.338783759344665,82.924934507087
2023-12-27,2024-01-10,엠로,058970.KQ,67400.0,74900.0,17777,127755388.23500013,10.65029666921617,14,24.098180337275508,71.84048306421252
2024-03-27,2024-04-09,인카금융서비스,211050.KQ,4017.23046875,4399.357421875,350821,127575762.73463273,9.041837377010213,13,20.990090503484197,78.10055657721878
2023-05-18,2023-05-31,레이크머티리얼즈,281740.KQ,12866.4140625,14979.2568359375,59998,123047602.57046878,15.921343324035284,13,26.679690877696686,75.46725613456613
2025-09-23,2025-10-02,미코,059090.KQ,15550.0,16090.0,260956,123023530.9039998,3.0282474190051167,9,31.451522099232378,70.28962845595872
2025-12-09,2025-12-26,보로노이,310210.KQ,222000.0,228500.0,22218,122752783.65000057,2.4858462317884102,17,34.005533586966834,73.26123875830734
2020-07-21,2020-08-11,필옵틱스,161580.KQ,12593.044921875,15716.5166015625,39974,122299759.48037785,24.26711177607021,21,33.70356649134163,88.05198398285668
2023-08-03,2023-08-08,성광벤드,014620.KQ,14803.7958984375,16955.453125,58607,121974247.14091063,14.042564088238024,5,26.308542564146947,78.8058095388426
2023-03-30,2023-04-12,셀트리온제약,068760.KQ,72323.21875,84377.0859375,10320,120794647.10521877,16.165572668706055,13,29.886720781795134,82.76509696643521
2020-06-19,2020-07-03,씨젠,096530.KQ,43795.6953125,56596.18359375,9408,118275920.14323747,28.67269065793781,14,20.94562964395425,87.02448561047194
2020-08-14,2020-09-16,씨젠,096530.KQ,94783.6171875,114605.140625,6089,117831381.44013786,20.393067892749578,33,18.930598219663466,77.62212926629935
2020-12-10,2020-12-17,우리기술투자,041190.KQ,4755.0,5550.0,148743,114836921.59275007,16.217926671394153,7,22.791609200835424,78.56985825191549
2021-06-09,2021-06-21,골프존,215000.KQ,81381.6953125,92211.65625,10992,114821390.73556876,12.820949770605544,12,15.663011500741035,76.18596734057093
2021-05-10,2021-05-28,피에스케이홀딩스,031980.KQ,9757.337890625,11052.560546875,87912,109818452.99050319,12.787824425228223,18,22.539147601143696,73.31297027925457
2021-08-24,2021-10-08,에코프로에이치엔,383310.KQ,90110.8203125,101012.8828125,10391,108900220.34784293,11.61703555969566,45,25.271962980707045,73.82998727685914
2021-10-21,2021-11-04,에코프로비엠,247540.KQ,101472.2421875,112475.546875,10288,108356442.69054389,10.367579509273089,14,26.90906733022686,80.69520780764238
2022-04-26,2022-04-29,유티아이,179900.KQ,13621.85546875,15218.556640625,70175,107585123.0040747,11.241761822765154,3,21.21867558576716,78.00722555615748
2024-04-25,2024-06-04,티씨케이,064760.KQ,114857.09375,123520.0390625,13127,106877034.89584637,7.080467547964303,40,26.389859236791793,75.38130817034646
2021-12-06,2021-12-28,SOOP,067160.KQ,183120.71875,202595.484375,5660,105423165.78823447,10.15974918243449,22,23.75304395712844,71.24542532688537
2021-02-05,2021-02-15,큐렉소,060280.KQ,7570.0,8610.0,104109,104543446.857,13.249927708630452,10,24.52382261032801,77.4866748709045
2023-03-27,2023-04-05,메지온,140410.KQ,15350.0,17670.0,46529,104536099.42299998,14.619584871534542,9,23.110570626714676,72.93688755774286
2019-04-30,2019-05-13,우리기술투자,041190.KQ,3356.356201171875,4143.15771484375,133870,103065275.67155409,22.911942409760012,13,31.219135629534662,82.9976813816796
2022-10-28,2022-11-01,씨앤씨인터내셔널,352480.KQ,20911.005859375,23960.52734375,34889,102922486.03115475,14.091189994968737,4,31.991343654100064,78.71452152438783
2020-12-17,2020-12-30,오스코텍,039200.KQ,57400.0,65600.0,12896,102231105.5999999,13.7948502079751,13,27.74676083352837,71.45525324489284
