SMA,Buy,Sell,Hold,MaxPos,Return,MDD,WinRate,Trades
60,30,70,30,3,296.3452390391001,-60.44039317801575,63.40482573726541,1492
100,15,70,30,20,296.3411232128,-40.400932185015485,61.63831127914303,7935
30,15,60,10,10,296.3076704279499,-47.16995993894422,62.02686202686203,5733
200,15,60,5,5,296.0726371941501,-63.019225876964256,59.37086968014803,3783
200,10,70,50,3,296.00768887905014,-66.64838528670313,61.52758132956153,1414
30,30,60,20,20,295.7840543388498,-30.11766191524253,61.1803027399885,10438
50,25,80,30,20,295.7500727342503,-35.40639063134074,61.05672329398215,6946
30,5,70,30,20,295.56950656099957,-33.16837588298689,62.083576855639976,6844
100,30,70,20,20,295.1464950671996,-38.455439123191184,61.34090909090909,8800
100,15,60,10,3,294.9151590654498,-69.20581133401377,62.00527704485488,1895
30,25,80,10,20,294.69781576010007,-30.82193257777822,58.60587252327525,8378
200,15,60,20,10,294.5921751503997,-47.900094491416496,62.603617181612655,5308
100,15,80,50,20,294.34854999545024,-40.374390052774736,61.30575706127489,6479
200,20,70,30,3,293.9594065907999,-63.68282586318582,62.078458362009634,1453
30,10,80,10,3,293.95337448324966,-63.94089538337319,59.41011235955056,1424
120,30,60,30,3,293.5701674786,-65.84129488161761,63.15205327413984,1802
100,15,70,5,3,293.44772587344943,-61.9624457503977,55.42986425339367,2210
60,20,80,50,3,292.9711907631499,-58.77475631215569,61.694616063548104,1133
30,5,80,30,10,292.8037473872503,-52.580058460058865,61.72875436554133,3436
200,10,70,30,10,292.33438232620017,-49.71424958415401,62.015323891339676,4307
200,25,60,5,5,292.32944653029995,-63.405957442389024,59.61489088575096,3895
100,5,70,5,5,292.1942550656006,-59.25450783450354,55.703147559919145,3463
60,10,60,30,10,292.16601195360005,-45.827959890682195,62.34333459931637,5266
100,10,60,20,10,292.12391204444936,-53.39343428674182,62.31499051233397,5270
100,15,70,50,20,292.04709656445004,-40.478901360920474,61.648157496214026,7924
120,15,80,20,20,292.03737100695025,-38.25015043391525,61.1881785283474,6632
200,25,80,10,10,291.89290599265007,-53.484193804907655,59.198378743526234,4441
30,10,60,30,3,291.58240263050004,-65.26437081217222,62.16676120249575,1763
30,10,80,5,5,291.4256407994005,-63.10627663022931,52.85757484124585,3307
60,20,80,30,20,291.36439308934985,-34.800541989721644,61.308466548253406,6756
120,25,80,30,20,291.2975609526997,-36.50740860882911,61.236535340121,6777
50,15,70,15,20,291.19689492579994,-35.23600483990047,61.552567237163814,8180
50,5,80,10,10,290.8158249716499,-44.31078936301766,58.96592244418331,4255
60,10,60,50,10,290.72450929450014,-45.775415363494645,62.402585059874546,5261
100,25,70,20,20,290.5920075474998,-40.98323974677455,61.31361360195644,8587
50,10,60,50,5,290.5092598356001,-54.433175408611454,61.92145862552595,2852
60,10,70,20,10,290.0469613888504,-46.62736012097071,62.16520369119964,4443
30,5,70,20,5,289.9697498840002,-50.85829804846428,62.01881950384944,2338
50,25,70,10,10,289.9421926552998,-48.48952727248891,61.09450877848338,5354
100,20,60,10,5,289.5289411207004,-57.806408229067706,62.484116899618805,3148
120,15,60,10,5,289.22531924144965,-47.06326990980409,62.80884265279584,3076
120,25,70,15,5,289.0397539309505,-56.36125632098602,62.34641300039635,2523
120,25,80,20,20,288.97350804904977,-39.432758016957024,61.212814645308924,6992
60,30,70,50,10,288.8055280612998,-47.682699743489785,61.98103266596418,4745
60,15,70,20,20,288.30910586219926,-35.4802239449115,61.64281269446173,8035
60,15,70,15,10,288.20345387315,-49.18012217708191,62.04613413071337,4682
100,25,60,10,3,287.937566868199,-71.53522754616198,62.49356002060793,1941
60,30,70,30,20,287.93579063320016,-36.652523652000426,61.19555353901996,8816
50,10,70,10,5,287.8887800422995,-56.819497417787105,60.95558044046287,2679
120,25,60,20,5,287.87907715905,-51.6644601058272,62.700534759358284,2992
120,30,60,50,3,287.73971530410086,-65.8429022408951,63.13159355913381,1801
100,25,80,20,20,287.58814665240044,-42.582871919016576,61.31780744106787,7042
50,20,80,10,20,287.5133289807001,-32.344193910361234,58.83649724433558,8165
120,10,60,15,3,287.38887212344986,-59.2144457176415,63.37792642140469,1794
200,15,70,30,3,287.1982251171502,-63.267755450239314,61.832061068702295,1441
100,20,80,30,20,287.11119496294987,-38.05765176655566,61.33373205741627,6688
120,5,70,5,5,286.3919830537,-56.64670652268502,55.80110497237569,3439
30,15,80,15,10,286.3309724351502,-42.30103465163089,60.76238881829733,3935
60,25,80,50,20,286.02421496409977,-36.2794691303091,61.298738947673584,6899
30,15,70,10,5,286.00116649870023,-59.176991605924044,61.60029229082937,2737
50,30,80,15,3,285.9968094963001,-64.4008486140023,60.99518459069021,1246
30,25,60,15,3,285.78748373840006,-62.34934886625108,62.68577494692145,1884
50,15,70,5,5,285.7402654952495,-59.029329255036345,55.33553355335533,3636
60,25,60,20,5,285.6206525596999,-52.14579160813382,61.80854587611792,3019
30,10,70,5,5,285.47959384384984,-57.80547966819035,55.98980458793543,3531
200,25,70,5,5,285.44790808094996,-64.78126639201847,55.64267712125455,3571
200,15,70,50,3,284.9936684158498,-63.26531055583331,61.77901320361362,1439
120,20,80,15,20,284.47757168,-34.50225179905495,60.81683858377475,7174
30,5,80,15,3,284.4580941737001,-64.65473035450216,61.15702479338842,1210
30,5,80,10,5,284.43313351565,-55.222448216960565,59.272249013590525,2281
60,15,70,30,5,284.39576432009994,-60.06793936931795,62.29026845637584,2384
30,15,60,20,20,283.8205390743504,-30.658970717678685,62.03870387038704,8888
60,30,70,30,10,283.8025869921995,-48.787703933019976,61.956749947512066,4763
60,30,70,50,20,283.6398721325999,-36.49465747878316,61.23052428067781,8793
60,15,60,20,10,283.47894225224957,-47.290341313107355,62.11678832116788,5480
60,10,70,20,20,282.96227386534974,-36.39027149050522,61.67017913593256,7592
60,15,60,30,5,282.5673997373498,-54.69934985086221,62.05831903945111,2915
100,20,80,50,20,282.0923568798502,-38.12621372716312,61.35542168674699,6640
60,5,60,20,5,282.0766962199997,-55.151986441773126,62.24814422057264,2829
120,15,60,15,10,282.01926802594943,-50.7572142569212,62.48630887185104,5478
120,30,70,20,20,281.75219395210013,-40.815126793360875,61.64320860510356,8739
60,5,80,20,20,281.5961453553506,-38.31430000797519,61.05075401329658,6167
100,15,70,10,3,281.3865107277998,-70.36710224644807,60.91954022988506,1653
60,5,80,10,5,281.12017684620014,-49.676565126280444,60.14648858250754,2321
100,10,60,50,10,281.0885130206003,-52.67282708209348,62.36415633937082,5245
60,30,60,20,5,280.8773340747501,-49.086429843206226,62.004585653455614,3053
30,30,60,30,20,280.87336558200036,-31.79018172540651,61.15488086087625,10408
50,20,80,50,20,280.87226546800065,-34.05811664966028,61.04070374235873,6707
50,30,60,50,5,280.8631942679999,-58.07205302662767,62.268518518518526,3024
50,25,60,10,10,280.68302431859985,-54.17907426941758,61.795918367346935,6125
60,5,80,15,5,280.36852780360033,-45.5261562900585,61.07784431137725,2004
100,10,60,30,10,280.06263775985,-52.681837924337195,62.34285714285714,5250
120,15,60,15,5,279.88203048669976,-54.161065695647835,62.965470548408945,2954
120,20,80,20,20,279.8519205802996,-36.36327911789475,61.23135419713367,6838
200,30,70,10,3,279.8223970087001,-69.63573757067996,61.69822846670739,1637
100,10,60,20,3,279.8032238159491,-64.6228741978104,62.05331820760068,1763
120,15,80,50,20,279.1304654382002,-38.687261550440624,61.32708821233411,6405
60,20,80,30,3,279.00632035424985,-57.35065084327539,61.78010471204188,1146
200,25,80,20,20,278.9060260360998,-45.57234812952264,60.9720605355064,6872
50,5,70,30,10,278.5723275369,-43.522145628039354,61.73565380997178,4252
100,15,80,15,20,278.39377324680044,-39.607434661403275,60.75391180654338,7030
200,30,80,50,20,278.37371433600026,-43.330167962374055,61.30996583989307,6733
60,15,60,30,10,277.2080610027002,-46.907355581840804,62.138410838520684,5462
60,10,70,30,20,276.9868547636003,-33.86628440888456,61.73624917163685,7545
60,15,60,50,10,276.8412936950501,-47.05649022450727,62.181484876260306,5455
60,25,80,50,3,276.81624476490055,-59.327008256727524,61.79577464788733,1136
60,5,80,30,3,276.792964376,-55.55594920862858,61.72291296625222,1126
50,10,70,20,20,276.76664439085044,-34.394284219490245,61.834983498349835,7575
120,30,80,50,20,276.5548135293503,-35.59735472996985,61.32943754565376,6845
60,20,60,20,5,276.2923265080999,-56.61890937417186,62.04232448773933,2977
120,15,80,30,20,276.12429223635,-38.64717501640029,61.16971765435929,6446
60,5,60,30,5,276.1081586181504,-55.167167537576404,62.291592763391264,2819
30,25,70,15,20,276.07879094795044,-34.258977676946174,61.022546117057615,8782
60,5,70,30,10,275.9074984878,-45.036268687600646,61.872360394181136,4262
120,25,70,50,20,275.8644897437503,-41.23010962825118,61.710432931156845,8454
120,5,70,50,10,275.39290490400015,-52.21874300376312,62.03812661802777,4249
120,30,60,10,10,275.3694051246999,-53.30998016822524,62.87201170922101,6149
50,5,70,5,5,274.99383391320043,-58.87702358616005,55.79460699942628,3486
100,15,80,30,20,274.94175947040014,-40.29397547009964,61.222922107850664,6509
60,30,80,10,20,274.81242078940005,-39.32016266015606,58.674351585014406,8675
200,30,80,20,5,274.76293899205007,-64.92193340431807,61.98347107438017,1936
30,10,60,20,20,274.76136554475016,-29.94393454257721,62.06602509440857,8209
120,25,70,30,20,274.6245049631996,-42.19425377378433,61.64302600472813,8460
60,15,80,50,20,274.6175170479502,-33.79910507462653,61.270616982284665,6548
30,5,80,30,20,274.47269742930087,-39.60800383719106,61.25822229718334,5929
50,20,60,20,20,274.41995030635013,-33.7591633258855,62.078971914187996,9649
100,25,80,50,20,274.23974864254944,-40.68539965195489,61.41592920353982,6780
50,5,80,20,3,273.82277606239984,-64.49660011616706,61.22971818958155,1171
100,5,80,10,10,273.67655546475004,-54.86599200274457,59.21021518089383,4229
50,5,70,50,10,273.2724719654996,-42.32379012477322,61.67805797784587,4243
120,25,60,30,3,273.15772054749937,-67.23181015004565,62.9608938547486,1790
30,30,60,50,20,272.7174028274999,-31.486541672089203,61.16028477968059,10394
120,5,70,30,10,272.65150875275015,-53.4600079220313,62.03573107663376,4254
200,25,80,50,20,272.6453422071002,-43.921879744871354,61.224489795918366,6615
200,30,80,15,20,272.5152388268002,-42.04989337698723,60.60441056357201,7346
200,20,80,5,3,272.4556350710995,-73.41819244904487,53.44229816740961,2019
200,25,70,20,20,272.31180918295047,-43.311010862433804,61.67385057471264,8352
120,30,80,20,20,272.1215670863496,-37.66979354966907,61.242270938729625,7116
120,15,80,15,20,272.1081066887506,-38.39849623855978,60.85771658060815,6972
60,20,80,50,20,271.99281679724953,-34.57461436124309,61.32876508267541,6713
30,5,80,10,20,271.9436894277993,-34.05075557836669,59.01712583767684,6715
60,15,70,50,20,271.80568585255025,-33.44092811956448,61.61870051526957,7957
30,25,70,5,10,271.74541594039965,-44.0931751986054,55.37459283387622,7061
30,20,60,15,3,271.6629752616997,-65.17933947510885,62.71459227467812,1864
120,20,70,5,5,271.64165268825,-51.94679633414013,56.18655692729767,3645
120,5,70,15,5,271.3930201749,-57.96963771831323,62.51561849229488,2401
120,20,80,50,20,271.3657889664504,-35.33515774290707,61.441386650448536,6577
60,30,60,10,10,271.16835082495004,-50.02657014367868,61.89790366458633,6249
120,30,80,5,5,271.15736864274965,-59.579466569566094,53.373877787431226,3453
200,10,80,10,3,270.9786214507502,-71.24640166234713,59.44158706833211,1361
50,30,80,10,20,270.9308416712496,-36.562066829480536,58.7307072103202,8682
50,10,70,30,20,270.8535118250001,-33.19584469035956,61.85032566795161,7523
60,10,70,50,20,270.8343836368502,-34.07716937603375,61.72839506172839,7533
120,25,80,15,20,270.6399861974003,-36.49711689473856,60.70844686648501,7340
30,15,60,30,20,270.61129927239926,-30.748211603912917,62.01532912533815,8872
50,20,70,5,5,270.4988243337003,-61.10019228584649,55.90062111801242,3703
60,5,70,50,10,270.05297570124947,-45.49853185824876,61.891319689484824,4251
200,25,60,10,3,269.7375342055006,-75.96820264081296,62.72534464475079,1886
60,15,80,30,20,269.6867157318003,-33.392492210975014,61.13304981773997,6584
60,5,60,50,5,269.60170889305044,-55.167167537576404,62.26012793176972,2814
50,20,70,20,20,269.54189182875064,-35.15270657607552,61.30346232179226,8347
50,5,70,15,20,269.2626504611004,-33.43233404603174,61.59430406254363,7163
200,20,70,5,5,268.5506488664497,-59.888546351670136,55.54614733276884,3543
200,20,60,20,3,268.46926132479956,-72.02257799079807,62.977528089887635,1780
120,25,60,30,5,268.44070791289914,-51.31007047936561,62.693082605775686,2978
60,5,70,20,10,267.79483500619983,-43.13456331965458,61.94895591647332,4310
60,15,70,30,20,267.68534910274997,-33.561461220988654,61.57709693621296,7964
30,10,80,10,20,267.66806148374974,-32.325830666792484,58.67538611381662,7187
120,25,60,50,3,267.63764481854975,-67.23562686802363,62.94019005030743,1789
120,25,60,50,5,267.5208507810995,-51.3038922811019,62.6890756302521,2975
120,30,80,30,20,267.3097105612496,-36.44652942090797,61.13448425939359,6893
30,5,80,50,20,267.3020082265999,-38.82324646792421,61.41571889322696,5891
100,25,80,30,20,267.0950803976998,-40.97043817608792,61.23225523196254,6833
30,15,60,50,20,266.7567750547998,-30.94078707154784,62.04330175913396,8868
100,20,70,5,3,266.6096199816501,-64.12607368196275,55.282005371530886,2234
100,30,80,15,20,266.5678191596507,-41.30629695504581,60.962708278233265,7562
50,10,70,50,20,266.4097224966997,-33.064741642701286,61.82423435419441,7510
60,20,80,10,20,266.2405211700496,-37.17969914707208,58.7911415636853,8173
30,30,70,50,5,266.17814300445025,-52.39739653054492,61.6042345276873,2456
200,20,60,10,3,265.4718124279506,-72.07843185506766,63.04,1875
120,20,70,50,20,265.4675007347493,-37.90165164467731,61.6807546245253,8163
60,5,70,20,20,265.30429741174936,-35.96856228297165,61.514595966718375,7091
30,5,60,20,10,265.21276083010036,-50.02510452002259,62.09349593495935,4920
100,10,60,10,3,264.86338129439986,-68.50936358048473,61.99893105291287,1871
30,30,70,5,10,264.43834507195004,-43.23658804407955,55.39459161147903,7248
200,25,70,10,10,263.9588589461,-50.78623010002528,60.93962337410211,5151
50,20,60,30,20,263.7036535991494,-33.75515263415921,62.04280964256027,9624
50,15,80,30,20,263.6983205648,-35.81785005108842,60.91200244014031,6557
200,20,80,5,10,263.49895300010047,-48.04671446762979,53.35862177967441,6327
100,30,60,10,10,263.0538366512495,-55.99802479506919,62.51827782290821,6155
60,25,60,30,5,262.6171991432503,-51.87086958836363,61.814556331006976,3009
60,5,70,30,20,262.52047691884883,-33.977178094925726,61.53846153846154,7046
60,15,80,15,10,262.5029553771501,-40.83454604654087,60.416666666666664,3936
120,15,70,20,20,262.2524701197001,-43.772120899989645,61.68953795795039,7943
50,20,80,5,10,262.1335171779496,-45.67954955043871,52.92321782933903,6551
50,20,70,15,20,261.8694700206491,-35.18798080758449,61.28349788434415,8508
50,5,60,50,10,261.8023717364995,-46.931255796903834,62.14328477349831,5011
30,20,80,5,10,261.6679361309501,-40.585225626975216,52.77906796717758,6459
100,30,60,10,3,261.5986196421004,-70.97155151606563,62.45505906522856,1947
200,30,80,30,20,261.5017644416501,-44.332097645828156,61.26458856551928,6769
120,30,80,15,20,261.3951198728995,-35.863698059506966,60.80341652208728,7493
120,20,80,30,20,261.38499686345045,-35.111385711044335,61.20845921450151,6620
200,20,60,50,10,261.3000047274498,-51.60945737620857,62.38464377999262,5418
30,15,60,15,20,260.8701252293503,-32.60120963676696,61.976718155361546,8934
60,15,60,50,5,260.72865682450015,-54.87320905118963,62.044046799724704,2906
30,5,70,30,5,260.66255586329993,-53.07027750205581,62.315698178664356,2306
200,20,80,10,10,260.4393037689495,-49.146109237617374,59.298085688240654,4388
200,25,80,30,20,260.14886054320004,-44.25870332535538,61.10860748084723,6657
100,10,60,15,10,259.8701905388501,-53.60461563532285,62.2481641875353,5311
120,20,70,30,20,259.52239093170016,-39.662290684609,61.640146878824964,8170
60,25,80,30,3,259.4167494126998,-57.61360911577991,61.8798955613577,1149
120,10,60,20,5,259.3639355157002,-48.763720706266525,63.07371349095967,2876
50,20,60,50,20,258.85112872144964,-33.75986038620409,62.04637620879693,9617
200,30,70,20,20,258.8262620639493,-44.13001031178946,61.31942816967424,8534
100,30,80,20,20,258.4245276570498,-43.149354576422496,61.18466898954704,7175
200,20,60,30,10,258.3736845337505,-51.59824422887229,62.36162361623616,5420
120,30,70,10,5,258.31532623569984,-58.09592451358462,61.44314868804665,2744
60,30,70,20,20,258.2449278042,-36.878820864768265,61.02610261026102,8888
120,10,60,50,5,258.1820427899494,-47.7063975810241,63.141361256544506,2865
50,5,70,10,5,258.0386418422501,-62.32414043004888,61.03945371775418,2636
50,5,70,15,10,257.9799531108002,-46.45259081739182,61.54545454545455,4400
200,30,80,10,10,257.96914629229985,-50.54329342669165,59.36944937833037,4504
120,20,70,5,3,257.93283889639986,-63.57978339779486,55.82437275985663,2232
30,30,60,15,20,257.7939310891004,-30.78957718614196,61.16394066184861,10516
120,5,60,10,3,257.7168407223,-62.02562085274589,62.785636561479876,1838
50,10,80,10,20,257.6410211094998,-36.41704517641377,58.82590548000538,7427
200,30,70,10,10,257.5326278209498,-47.73222285630014,61.03025660666411,5222
30,25,60,5,5,257.4843976773003,-57.63351543637947,59.39556422130149,4103
30,5,60,15,10,257.4559817525496,-49.47111095034618,62.23340040241448,4970
60,5,70,50,20,257.1077569517501,-34.293415101862344,61.57999431656721,7038
120,10,60,30,5,256.82100520629996,-47.69525870258157,63.132193930938264,2867
30,25,60,20,20,256.79616667759893,-31.356938112288635,61.065862242332834,9945
200,10,80,20,20,256.51633958295014,-39.712096053002675,61.23130766783328,6286
50,5,80,20,20,256.4155566551496,-41.0566064901437,60.865306122448985,6125
120,15,70,30,20,256.3095470768499,-43.604449064397166,61.661585365853654,7872
100,10,80,15,20,256.2562571160495,-40.96164703541379,60.489614243323444,6740
200,25,70,30,20,256.1644772064996,-41.59344695804671,61.64831175117996,8263
200,25,80,5,3,256.0197439882492,-76.70549834002396,53.42533267619517,2029
100,5,60,10,5,255.71789732914985,-58.406999548112196,62.14670255720054,2972
120,15,70,50,20,255.58754934800015,-42.30778759690661,61.69103623649078,7865
100,15,80,5,5,255.39567731025005,-61.19972401929557,52.76381909547738,3383
50,20,60,10,10,255.13710449369995,-53.53077089580346,61.8655462184874,5950
60,30,60,30,5,255.09478948955015,-49.727749940429014,62.00197563384919,3037
60,10,80,10,20,254.9992116297997,-37.1323649457867,58.80225080385853,7464
30,20,60,10,20,254.69236320099847,-31.248352591393875,61.68386635332585,9787
50,25,80,10,20,254.58213654994975,-35.07954832152655,58.62313697657914,8454
200,30,70,30,20,254.45164065204997,-42.23810890913982,61.30445075757576,8448
60,20,60,30,5,254.3388194388004,-55.203441394518116,62.070128118678355,2966
30,5,60,30,10,254.31999356445056,-50.18059993623194,62.09003870442045,4909
50,5,60,30,10,254.3059374340502,-46.95118529859547,62.06896551724138,5017
200,15,80,5,3,254.12249232149952,-75.16676795020476,53.446553446553445,2002
100,30,60,5,5,253.9633457777004,-59.42095683055787,59.75429975429976,4070
50,10,80,30,20,253.87299695494994,-39.529949735866296,60.92904867960547,6286
200,25,70,50,20,253.85515590660037,-41.193784917442464,61.61212121212121,8250
60,25,60,15,10,253.75533185575011,-50.38670158758386,62.08140133951572,5823
100,15,60,10,10,253.4983732385495,-54.09082471786106,62.55208333333333,5760
60,25,70,30,20,253.4336419876499,-35.72428714451895,61.11305565278264,8571
100,10,70,20,20,253.3594482083505,-40.02103221095146,61.52633652962039,7613
100,10,70,50,20,253.21357140975002,-39.95325310338422,61.61294601406022,7539
120,30,70,15,20,252.87890322400045,-40.17441014658707,61.59542241669471,8913
60,20,70,50,20,252.44421561145015,-34.71648684945606,61.35839902971498,8245
30,10,60,30,20,252.26791497210067,-31.13772212717223,62.03319502074689,8194
60,10,70,15,20,252.18305937465058,-34.57292694796173,61.605177993527505,7725
30,5,60,50,10,252.04907206549981,-50.10269144206836,62.12244897959184,4900
50,25,70,5,5,252.03550038674956,-61.690933610570134,55.665419561731696,3742
200,25,60,20,10,251.96821110439998,-56.3114299199707,62.175792507204605,5552
60,20,60,10,10,251.88112934430023,-50.68293112636852,62.29673093042749,5965
60,15,60,15,10,251.70314366744964,-45.07445743758295,62.13188798554652,5535
30,30,70,10,20,251.6308119048998,-38.48806017766873,60.46749004797387,9797
200,15,80,20,20,251.32760517670013,-40.23937458458204,60.99693251533742,6520
50,15,60,15,10,251.26750551890038,-48.820643716684636,61.92801591607886,5529
200,15,60,15,10,251.12998574235027,-49.55644282627021,62.420620097123646,5354
200,25,60,15,10,251.08207454799975,-58.337658760126345,62.18816821097648,5612
100,30,70,15,20,251.01941846014887,-40.614299253635416,61.1858938702859,8989
100,15,80,5,3,250.55439003694988,-65.94761269040286,52.90135396518375,2068
120,20,70,20,20,250.54990371994975,-40.16791303070877,61.486240756455324,8249
200,20,70,50,3,250.52466375809996,-63.51942261185414,61.973775017253274,1449
200,30,70,50,20,250.46392062139975,-41.86480249524299,61.30677101861733,8433
100,10,70,15,20,250.46071022610107,-40.24961281022193,61.55827430779137,7765
100,10,70,30,20,250.31091120394936,-40.36593601751619,61.6087993639014,7546
60,25,70,20,20,250.1119973101499,-35.582420480943014,61.05713624797594,8646
200,20,60,15,3,249.99758790500022,-72.20923484541618,63.10840707964602,1808
200,10,60,20,10,249.93156387754976,-46.48982842024626,62.526850224565514,5121
30,10,60,50,20,249.6511297153499,-31.183318351901985,62.06349206349206,8190
60,20,70,30,20,249.46442189304997,-34.719045735616035,61.38757718852161,8259
100,15,70,15,20,249.38735570920002,-37.577565467338815,61.394891944990185,8144
50,10,80,50,20,249.04248285750037,-40.53670402550603,60.97951344430218,6248
50,5,60,20,10,248.95181952850018,-47.84163798824796,61.9928400954654,5028
60,10,60,15,5,248.9265517282498,-57.87035107787316,62.33321929524461,2923
30,30,60,30,3,248.80252099820018,-60.11049629446128,62.25094238018309,1857
60,25,80,10,20,248.78349567104948,-36.632430479178524,58.580232282531405,8438
50,20,60,15,20,248.7334759528495,-33.859003573983976,62.013588634959845,9714
100,20,60,10,3,248.12138335479963,-72.04081547498808,62.35662148070907,1918
60,20,70,20,20,248.0519284282996,-34.720338759576514,61.28645145805832,8333
30,10,60,20,3,247.7045841543497,-64.71358047950142,62.09039548022599,1770
100,20,70,15,20,247.4279425631995,-37.27918808858075,61.37784593606228,8477
100,10,60,30,3,247.38441018589995,-63.653314855284535,62.114285714285714,1750
200,25,80,15,20,247.33580530934938,-39.31157997363055,60.48252911813644,7212
120,10,70,5,3,247.3191615148003,-64.51926550354217,55.998168498168496,2184
50,20,70,50,20,246.9650425099004,-35.142725854114424,61.30829800121139,8255
200,20,70,5,10,246.91928084559942,-48.710232785254355,56.2555720653789,6730
120,25,80,5,5,246.85815808885002,-57.895762992423414,53.12954876273653,3435
100,15,60,5,5,246.69729315540008,-62.09890033309079,59.48849104859335,3910
200,10,70,15,10,246.4616456639003,-51.68744166755609,61.768676867686764,4444
50,15,80,50,20,246.28793379685035,-35.665751210192724,60.972989564149785,6516
120,25,70,10,5,246.11699650965,-58.97849121521968,61.605839416058394,2740
100,30,80,30,20,245.97641008384974,-37.81672147985474,61.075176081644386,6957
60,10,60,15,10,245.91945046405007,-44.56385324963607,62.34058514628658,5332
120,10,80,10,10,245.78684083385016,-47.10050369929681,59.31066389081656,4323
30,10,80,5,3,245.1186748286001,-66.66230277247953,53.349514563106794,2060
200,20,80,50,20,244.2876087141502,-41.962107569757165,61.4018835880809,6477
50,5,80,10,20,244.2356118171503,-37.00052768931378,58.78709305675598,6942
30,25,60,30,20,243.77277627835073,-32.74631708339827,61.0383064516129,9920
60,25,70,50,20,243.09020569640052,-35.22699913476977,61.06432748538012,8550
100,10,60,50,3,243.07911500075008,-63.655593076981965,62.10646823125357,1747
30,15,80,5,20,243.0728982873502,-30.363346777961535,52.36060236060236,9828
50,20,70,30,20,242.9562134464999,-35.14989695287895,61.25090733123639,8266
200,10,60,50,10,242.83862166055025,-46.36036022813869,62.59317379364456,5098
60,20,80,5,5,242.30014162029954,-60.679681300191135,53.08964316797214,3447
200,20,60,20,10,242.22434614839958,-52.24812983492397,62.29779411764705,5440
30,20,60,20,3,242.0645266495,-62.912184652229044,62.60206859009254,1837
200,25,60,50,10,241.9360664416001,-56.711150058853654,62.21256563461887,5523
30,30,60,10,20,241.52931872924972,-33.64154478656246,60.94739741118149,10893
60,15,70,30,10,240.94972928779978,-51.65082088218902,61.74452069957936,4517
200,5,60,50,3,240.47824830745003,-65.67886108081309,62.66195524146055,1698
100,10,80,50,20,240.43925340899986,-40.80872733220604,60.8765451918446,6229
200,30,60,20,10,240.39786345139967,-55.301178697715905,62.07507082152974,5648
120,5,70,15,10,240.3348709103002,-53.878001416106954,61.715719826602786,4383
100,30,80,50,20,240.12423065409988,-38.07828340074675,61.23986095017381,6904
200,30,60,15,10,240.11359191299974,-57.09969905198014,62.14985994397759,5712
200,25,60,30,10,240.0700867517501,-56.698879754647805,62.178791169019185,5526
30,5,60,20,20,240.0393927347995,-31.002188746555053,62.18520986009327,7505
30,15,60,10,20,240.0275777861998,-33.84304669433303,61.83322447202264,9186
30,15,70,5,5,239.84441864734958,-59.322277744050524,55.824841641421095,3631
120,20,60,20,5,239.63264436094994,-50.0490474283094,62.597226919174844,2957
100,30,70,10,5,239.14377578460062,-65.09195867987961,61.84637576631806,2773
30,30,60,15,3,239.11880372830026,-58.00959019711491,62.40084611316764,1891
60,25,60,50,5,239.00791906040024,-53.218017865419796,61.9079386257505,2998
30,15,80,5,3,238.85967163574966,-68.09727565099315,53.32376853180296,2091
200,20,60,15,10,238.59940635664992,-54.1482357187917,62.27479526842584,5495
120,10,70,15,5,238.2155118661497,-56.27242281133278,62.18211648892535,2438
60,5,70,15,20,237.90068954085024,-34.434868681251125,61.38352548965133,7199
30,25,60,20,3,237.43904180749976,-63.114043874904766,62.553879310344826,1856
200,20,60,50,3,236.7536563379499,-69.71015080201852,63.14301865460712,1769
200,10,60,15,10,236.42274935499955,-48.51814859722055,62.59911042351576,5171
60,15,60,15,5,236.29589138004997,-58.137882709318475,61.91280838120987,2959
200,30,60,50,10,235.8586315216999,-54.525073205939,62.04132525828287,5614
30,10,60,15,20,235.8411724154994,-30.6649828072824,62.06603544549648,8238
30,20,70,10,20,235.83775109105014,-31.584260423041666,60.86713599284836,8949
120,5,60,20,3,235.70964467200005,-61.15951032172594,62.76657060518732,1735
200,20,60,5,5,235.64931132229992,-61.007245996751635,59.15822291504287,3849
200,30,60,30,10,235.59007520310053,-54.532149334772626,62.0199146514936,5624
100,25,70,15,20,235.5310509010005,-39.42047900121091,60.98982740884673,8749
30,5,70,20,10,235.3645245290997,-51.39270093664886,61.59267089499648,4257
200,15,60,10,10,235.1438323487,-51.803458995874465,62.513407222023595,5594
200,5,60,15,3,235.09629634214986,-66.98318249259886,62.60115606936416,1730
100,5,60,5,3,234.57272383284956,-71.00249044496826,58.84368308351178,2335
100,5,70,20,20,234.1679151669501,-43.104833817604096,61.31243878550441,7147
30,20,70,5,10,234.11097383279994,-42.420321643443344,55.46783625730994,6840
100,10,80,5,3,233.63631349970012,-64.07778617769145,52.64446620959843,2042
120,30,60,20,5,233.49477737315,-50.85417588390697,62.570762570762575,3003
60,15,70,15,20,233.26827553204978,-34.702407740287825,61.474507886049636,8179
200,20,70,15,20,232.9210039726502,-44.22925748213818,61.61028252697951,8247
50,10,70,15,20,232.7524850998503,-32.82388276258224,61.60841886449266,7697
200,5,60,20,3,232.68891838304984,-68.30726495796364,62.27967097532316,1702
200,20,80,30,20,232.6823371991008,-41.72966158204648,61.29279901734992,6513
30,20,80,5,20,232.47958532230032,-30.33379245894563,52.511372251705836,10552
30,25,60,50,20,232.43375388974977,-32.690238577336906,61.04774401938023,9907
