SMA,Buy,Sell,MaxPos,MaxHold,Return,MDD,WinRate,Trades
130,22,72,3,30,2042.860434250649,-53.42507814251748,63.29378925331473,1433
70,28,74,3,30,2041.3768114245,-47.74783577738747,62.7906976744186,1376
70,32,72,3,25,2037.9753912539502,-53.89466551837996,63.09606081548031,1447
90,22,72,3,40,2031.6664551531512,-51.451734928385626,63.68124118476728,1418
50,20,72,3,20,2028.8222235552987,-54.08501982940462,63.059958649207445,1451
70,30,72,3,25,2027.6635912471004,-53.241477312260685,63.16516931582584,1447
70,20,74,3,10,2026.3365551190495,-60.39410349098674,61.88087774294671,1595
130,32,72,3,25,2019.5606772412993,-56.722188692260865,63.037447988904304,1442
70,30,74,3,10,2012.1544130121013,-51.36262456224039,61.625,1600
150,22,78,3,10,2006.153712399851,-61.48128592563356,60.833902939166094,1463
70,24,72,3,30,2003.8188190269996,-49.53021438214317,63.559915907498244,1427
70,22,76,3,20,2002.30395186245,-56.98431667983116,63.50257542310522,1359
110,26,76,3,40,2001.9418060359505,-50.680813949467854,63.888888888888886,1296
90,32,72,3,40,2000.0215398035002,-50.12218897184677,63.84022424667134,1427
70,22,76,3,40,1999.5881685784009,-51.09085503520336,63.559969442322384,1309
70,32,74,3,30,1999.2850486202497,-47.45031121513634,62.63656227239621,1373
110,24,78,3,10,1990.331109350851,-53.91994006358839,61.75882744836776,1501
90,24,74,3,15,1989.2761732663005,-55.363310276457554,63.6615811373093,1442
110,24,70,3,30,1987.0325056093004,-60.65663488348947,63.24216144096064,1499
130,26,72,3,40,1984.943284510151,-53.92041278794717,63.231197771587745,1436
90,24,72,5,20,1974.4408870136995,-47.358625826257814,63.728384647827916,2371
130,32,72,3,20,1972.406539629199,-56.720722462930425,62.758620689655174,1450
90,26,72,3,20,1972.1092798697,-52.97644501731593,63.39285714285714,1456
90,22,72,5,20,1971.539789407899,-45.96476226323429,63.61323155216285,2358
70,28,74,3,40,1970.3098458549493,-49.040009491947,62.72793581327498,1371
130,32,76,3,40,1969.66256708665,-57.382062540926334,62.76183087664856,1289
110,24,70,3,40,1969.2968068254515,-60.65855784676418,63.19305277221109,1497
130,24,72,3,30,1961.2661542091998,-52.288046128303854,63.212795549374135,1438
90,20,74,3,10,1954.6000733820495,-52.14181503700964,62.06030150753769,1592
110,26,80,3,10,1953.1069759190011,-49.29823812861082,62.07366984993179,1466
130,24,76,3,40,1951.6227893349505,-59.53246805245397,63.32556332556333,1287
70,28,76,3,15,1951.36851945745,-53.15116701449155,61.94945848375452,1385
70,24,76,3,30,1947.6121882627997,-49.31934503173982,63.109756097560975,1312
130,30,72,3,40,1946.7669545987499,-53.43112676232109,63.128491620111724,1432
130,32,76,3,30,1943.6983602628998,-57.384185739786076,62.98299845440495,1294
110,24,74,3,15,1939.564245024651,-59.41878955568869,63.98625429553264,1455
110,24,70,3,25,1929.5613169927992,-61.567989429184166,63.304578633045786,1507
70,32,74,3,40,1929.4109080066494,-48.75167209640262,62.57309941520468,1368
130,24,76,3,30,1925.7202104323007,-59.53356264838562,63.54489164086687,1292
70,26,74,3,25,1922.5894093614493,-50.664788067160174,62.47288503253796,1383
90,26,72,5,20,1921.9548212811005,-46.79755792680879,63.632532659081335,2373
130,20,72,3,25,1920.74505038285,-58.69606923353804,63.305322128851536,1428
110,32,74,3,40,1910.4765967915987,-55.94702651148139,63.275613275613274,1386
110,22,70,3,30,1909.1160350142002,-60.658906292465964,63.25301204819277,1494
90,30,72,3,20,1908.964221321949,-50.67429268194622,63.723477070499655,1461
110,20,80,3,25,1903.9913814877013,-61.28318571277698,64.13223140495867,1210
70,20,76,3,40,1903.8457217093498,-54.2453621481919,63.36405529953917,1302
130,30,78,3,10,1903.567421710199,-53.31546776896383,61.80144641683103,1521
130,26,72,3,30,1900.6216311918004,-53.92041278794717,63.238359972202915,1439
70,20,72,3,20,1900.2349161059997,-48.84443121689681,63.1578947368421,1444
70,32,74,3,10,1898.6447385093484,-51.203379057657514,61.66770379589297,1607
70,28,72,5,20,1895.9887189564502,-53.62902781946796,62.96450939457202,2395
110,22,70,3,40,1892.03876069615,-60.65885461426206,63.20375335120644,1492
110,30,74,3,40,1891.9405254415003,-49.944521021249244,63.40394448502556,1369
90,30,74,3,25,1890.9657568418006,-40.28349849761968,63.55748373101952,1383
130,28,72,3,40,1890.4686829514003,-53.84897131140433,62.96296296296296,1431
90,32,74,3,20,1886.848434557999,-47.07521509690108,63.720598717034925,1403
70,30,74,3,30,1884.8546399957993,-47.45047229618689,62.63656227239621,1373
90,28,78,3,10,1881.5174950670996,-46.22186098508592,61.224489795918366,1519
90,20,78,3,10,1876.5216364176001,-50.12868183642014,61.78594878529219,1523
130,20,76,3,25,1876.2236022827,-53.33811034039425,63.206816421378775,1291
90,28,72,3,30,1874.9928653752509,-49.680178937388995,63.731656184486376,1431
90,28,74,3,25,1871.6875972689004,-40.28324061301219,63.37418889689979,1387
90,24,80,3,40,1871.2830872756988,-59.28404469454463,64.23785594639865,1194
110,22,70,3,25,1868.0781681920503,-61.56698896849567,63.35776149233844,1501
110,20,74,3,15,1866.2206124923998,-48.073379160473166,64.23103688239388,1437
130,30,72,3,30,1864.2819079659996,-53.432447829115645,63.135888501742166,1435
90,26,74,3,30,1863.806766347301,-42.71033597900904,63.046647230320694,1372
130,24,78,3,30,1860.2034818056488,-61.344560902664114,63.672814755412986,1247
110,22,80,3,25,1857.0744740594005,-60.414155677156934,64.14473684210526,1216
90,30,74,3,10,1845.6422205050494,-49.535709238643854,61.88087774294671,1595
130,28,78,3,10,1843.6157052638516,-48.122477668029774,61.54353562005277,1516
90,22,78,3,15,1842.316013910201,-42.50123979776326,63.91597899474869,1333
150,22,72,5,30,1838.857472464301,-44.495767142915724,62.910189982728845,2316
110,32,74,3,25,1829.1431423064996,-57.473424318541866,63.48074179743224,1402
70,26,76,3,15,1827.5486914292003,-56.328327316005314,62.066473988439306,1384
50,22,76,5,15,1825.5196097707496,-46.957833999143915,62.3059866962306,2255
70,24,78,5,15,1823.7792816540505,-40.17994998214899,61.40510948905109,2192
70,26,76,3,30,1819.390328711449,-53.63776806375669,62.90076335877862,1310
70,30,74,3,40,1818.9001225093496,-48.75100524317694,62.57309941520468,1368
70,20,78,5,15,1818.6626735853001,-41.65913463299035,61.35421464762783,2171
130,26,78,3,20,1818.410202164549,-66.50160299488195,63.75681995323461,1283
130,20,78,3,40,1815.4966964286998,-58.815429197837574,63.68038740920097,1239
130,32,78,3,10,1813.2224124594004,-52.634652206626534,61.59420289855072,1518
70,26,72,3,40,1812.2257294491496,-50.26311998452627,63.43859649122807,1425
130,22,76,3,25,1810.0675670217497,-54.45572360965627,63.00309597523219,1292
130,28,72,3,30,1809.95954795225,-53.84897131140433,62.97071129707113,1434
70,28,76,3,30,1809.7111611527491,-55.83976142556901,63.081617086193745,1311
110,30,74,3,30,1807.037419051899,-49.512392602700054,63.391557496360996,1374
130,24,72,3,25,1805.71361745005,-54.33950118929288,62.94240111034004,1441
70,32,76,3,25,1801.6081104540501,-51.07041188015808,63.01575393848462,1333
110,32,74,3,30,1800.12439832105,-55.56863631995076,63.282937365010795,1389
70,30,80,3,10,1799.4416457107484,-60.05438846518315,60.940695296523515,1467
110,30,74,3,25,1798.5700659538509,-51.6677914194503,63.61671469740634,1388
150,22,72,5,40,1797.6318476065003,-45.7985301485396,62.942191544434856,2318
90,20,80,3,20,1796.6735437457014,-49.69288083697387,63.48684210526315,1216
90,24,78,5,15,1795.9642578854996,-36.42604383934741,62.344254730041534,2167
90,28,72,3,40,1795.5366499233496,-51.84888390725255,63.70007007708479,1427
130,24,78,3,20,1792.5573295358997,-67.21803884525144,63.664839467501956,1277
70,30,76,3,25,1789.9011590241998,-50.89265784719714,63.13813813813813,1332
70,22,72,3,40,1789.786177634799,-51.68874453842152,63.469675599435824,1418
70,20,72,3,40,1789.3361258760995,-51.954553645641866,63.68124118476728,1418
110,24,80,3,25,1788.4289881712511,-60.35384917831358,64.47908121410993,1219
90,32,74,3,15,1788.2763646759506,-47.10921185200781,64.25619834710744,1452
70,20,78,7,15,1786.5279166914504,-37.247445832549765,62.22889556222889,2997
110,32,74,3,20,1786.3585221465992,-66.12171221516347,63.61717100633357,1421
90,32,72,3,25,1784.1177103024008,-45.178111990815495,63.69958275382476,1438
130,24,78,3,25,1779.5094342818509,-66.33321685601176,63.73015873015873,1260
90,22,72,5,25,1777.50622351425,-44.08906710634239,63.50021394950791,2337
70,26,72,3,30,1776.6838942056502,-49.84398341497481,63.470958712386285,1429
130,22,78,3,10,1766.904007964948,-54.98912750676189,62.22664015904572,1509
110,22,76,3,15,1765.779331371052,-51.70099925204576,63.68917937545389,1377
90,24,78,3,15,1760.5919904489501,-42.499883813562455,63.96396396396396,1332
90,28,74,3,30,1760.318005385549,-43.154709001089245,63.20754716981132,1378
130,28,78,3,20,1756.7170298904998,-66.79496297220014,63.65054602184087,1282
90,24,80,3,15,1754.8848324798498,-41.86034281800835,63.063763608087086,1286
70,22,72,3,30,1754.77058884785,-51.2785798941763,63.50210970464135,1422
150,22,72,5,25,1753.7388646795496,-45.57767676305712,62.68914829226113,2313
90,22,80,3,15,1751.8074118746497,-41.854337851260276,62.81055900621118,1288
90,32,74,3,10,1750.3214690682505,-48.866812529692396,61.9375,1600
90,24,78,3,20,1746.4293479344476,-52.052119169160505,64.25796425796426,1287
90,24,80,3,25,1738.0855673262995,-62.00502027356906,64.11960132890366,1204
130,20,70,3,30,1737.7308222772,-52.36505955883386,63.44086021505376,1488
70,20,72,3,30,1737.2491089384002,-51.54802654488206,63.71308016877637,1422
150,28,78,3,10,1736.9933827562008,-57.26878800211447,60.70460704607046,1476
50,22,72,3,20,1731.0027288206002,-62.368794593560374,63.190184049079754,1467
90,26,80,3,20,1730.3335587375489,-43.750372846775385,64.35562805872756,1226
130,22,74,3,30,1727.6232914964996,-55.94657577771568,63.29670329670329,1365
130,30,72,3,20,1726.8652466050985,-53.37377347517137,62.75051831375259,1447
50,26,72,5,15,1723.6857386281504,-59.42123746017193,61.91636215996752,2463
90,30,74,3,15,1722.685707078701,-47.96633920008111,64.15745856353591,1448
90,32,74,3,30,1722.5034237882003,-42.22925788433234,63.53711790393013,1374
130,24,72,3,20,1720.2758296674497,-52.22692793819209,62.980769230769226,1456
70,32,72,3,40,1719.3550468412002,-49.540265380750704,63.34968465311843,1427
70,28,80,3,10,1717.0741003141004,-61.43445990701537,61.00886162235856,1467
130,26,72,3,25,1716.0338900630477,-54.378488868134625,62.96809986130375,1442
150,22,78,5,10,1713.8545049687,-48.60145905777677,61.51919866444074,2396
50,20,72,3,40,1710.522637853199,-51.47358684112646,63.32863187588153,1418
130,32,72,5,40,1701.6412724033496,-46.48681990721653,63.63636363636363,2365
90,30,72,3,30,1698.2063422869505,-50.01218662162151,63.770147161878064,1427
110,30,74,3,20,1697.6904189006,-66.85572263276084,63.7906647807638,1414
50,22,72,3,40,1696.8169872930503,-53.920675806544715,63.38912133891213,1434
70,20,76,3,15,1696.4386979371004,-53.00201578746133,62.03636363636363,1375
110,28,80,3,10,1695.7770398208474,-52.483649725323865,61.96024674434544,1459
90,28,72,5,20,1694.7581095377998,-46.92968356688526,63.827108686529584,2383
90,28,80,3,20,1694.3563961183493,-43.749583450171656,64.08163265306122,1225
110,30,72,3,25,1692.94297855985,-61.48609080271892,63.5237439779766,1453
150,24,78,3,10,1689.3541577294995,-57.624888663691884,60.75085324232082,1465
110,26,78,3,15,1688.2593534691496,-57.82466285649737,64.23791821561339,1345
90,20,80,3,15,1686.1588959723488,-41.564677767096384,63.04347826086957,1288
70,32,76,3,40,1684.9702134302997,-56.207536568820515,62.903225806451616,1302
150,28,76,5,15,1684.6023279792498,-44.49844467537624,62.7792672028597,2238
90,26,72,3,30,1683.9007529552994,-49.2811715293858,63.41292134831461,1424
130,30,72,3,25,1683.7755889562995,-56.22619736620711,62.865090403337966,1438
70,32,80,3,10,1679.4510243062991,-60.05290740749509,60.88737201365188,1465
90,20,74,3,20,1679.4108254763505,-50.24246089151379,63.577586206896555,1392
70,20,78,3,15,1677.0705465949995,-55.93572059232596,61.926260346124906,1329
70,32,72,3,30,1675.7316015958002,-49.1193116242478,63.312368972746334,1431
130,20,70,3,25,1672.3937484914998,-52.88174992050416,63.27077747989276,1492
130,22,74,3,40,1670.277264538949,-56.3717197344979,63.16176470588235,1360
130,20,70,3,20,1666.6587372609006,-52.55331259649565,63.29365079365079,1512
90,22,78,5,15,1664.5975775941988,-37.41600593529216,62.3963133640553,2170
70,28,78,5,15,1661.03774138555,-42.22502162215152,61.68860644575579,2203
90,26,80,3,15,1659.8386835859494,-43.91558518953866,62.98600311041991,1286
130,22,72,3,25,1658.143439617249,-53.428775493181355,62.98882681564246,1432
110,20,76,3,10,1657.9156151992497,-56.55233293681445,61.209730440499676,1521
110,20,70,3,30,1656.7041351639496,-56.32816136818254,63.39825386165212,1489
110,20,70,3,25,1655.405060148799,-56.74326743059787,63.52705410821643,1497
90,20,78,5,15,1650.3850532257009,-41.14899362521399,62.32558139534884,2150
50,24,72,3,40,1649.70433104335,-51.15645917334981,63.21998612074948,1441
110,22,80,3,15,1646.5598299802,-55.061043686495715,62.77992277992278,1295
110,20,70,3,40,1646.1192187300499,-56.33051282765036,63.373655913978496,1488
150,20,74,3,10,1643.6378382560013,-54.56436871165579,61.88023180940115,1553
