SMA,Buy,Sell,MaxPos,MaxHold,Return,MDD,WinRate,Trades
30,30,76,3,15,515.9244550672995,-65.94364444083128,57.1608040201005,796
110,32,70,3,20,515.9076600544,-64.24111149496117,61.679790026246714,762
50,24,72,3,15,514.9332442042999,-59.51248274608618,59.156626506024104,830
90,26,72,7,10,512.8293955822498,-48.5539069978622,53.81225209343323,2269
90,32,74,5,10,512.7773677955497,-44.82573724019196,52.43974132863022,1701
90,26,74,5,20,510.9693779800999,-53.66552003065193,60.07162041181737,1117
50,26,72,5,25,510.7231084578498,-39.775917843498156,60.21897810218978,1096
50,24,76,3,10,508.55096224439967,-63.33510967182714,52.834008097166,988
90,32,70,3,15,506.08105604260027,-61.86214386128934,59.79381443298969,873
90,24,80,3,20,503.5775588815999,-62.83975148028576,56.550580431177444,603
70,28,80,5,20,502.0371022682498,-56.70133220066127,56.77233429394812,1041
130,30,78,3,25,500.0791111816001,-54.59207947374799,58.63874345549738,573
130,32,74,5,10,499.82920401329983,-46.96229666604453,52.5,1680
50,24,70,7,25,497.7809781795502,-42.34957831063906,61.965539246968724,1567
150,32,80,3,25,497.6144748965001,-52.06092841996561,57.5139146567718,539
130,32,78,5,30,497.53938160975,-55.743023095479025,59.01262916188289,871
130,28,72,3,10,495.81593422884976,-62.23304494227199,52.86129970902037,1031
90,30,78,7,10,495.63992828414996,-50.207837571309575,51.299283154121866,2232
50,30,72,5,25,495.2379033463502,-48.979214613023274,60.467205750224615,1113
90,28,70,5,10,494.47671760400056,-42.5069332421345,54.58190148911798,1746
130,28,78,3,40,494.41127457035003,-53.292840383999106,60.21276595744681,470
110,30,78,3,25,493.45400497495007,-61.751985152066666,60.2112676056338,568
70,24,70,5,15,491.4655349756501,-43.43241351121561,59.43396226415094,1378
50,20,70,3,20,490.0031672456999,-59.04642786942106,61.224489795918366,735
130,32,70,5,25,489.86788689064997,-37.90897834470911,61.3013698630137,1168
70,30,74,3,15,488.8803800522998,-61.27303670062899,56.375,800
130,32,72,7,20,488.14031985534984,-40.65698309802371,60.303030303030305,1650
70,22,70,5,15,488.0463527800498,-39.26622815295324,59.18518518518518,1350
110,30,80,3,10,486.37043038849947,-67.0562253816932,49.235474006116206,981
150,32,72,7,20,485.69843425004973,-43.79477002483527,60.470730235365124,1657
90,28,72,5,10,485.68919818049983,-49.30565212269137,53.0373831775701,1712
90,28,72,10,30,483.58002984559965,-43.05828354664201,61.90711462450593,2024
150,28,80,3,15,483.3609662603501,-51.84985276706775,54.36893203883495,721
50,24,74,3,15,482.30319456755007,-66.72841502506131,58.291457286432156,796
130,28,74,3,10,482.0055120457,-67.32295737007678,51.4792899408284,1014
30,32,72,5,25,480.60554362304987,-53.800299363597674,63.27241079199304,1149
130,28,78,5,30,479.01939941030014,-63.0119243103708,59.7926267281106,868
50,32,72,3,15,478.67121024360017,-65.95422531444724,58.53080568720379,844
70,26,72,3,40,477.2171865516498,-49.982534793182474,61.48867313915858,618
90,30,70,10,40,477.2044965932002,-49.673277412033364,62.75437766209181,2113
90,32,76,5,10,477.1755439592501,-51.08538286721416,51.585876720526635,1671
110,32,76,3,10,476.4736083559004,-52.60298347018153,50.54945054945055,1001
150,28,76,5,40,476.4607365454501,-52.40346939887882,59.58188153310105,861
90,24,78,10,10,476.3806246507504,-49.22093996618608,51.70940170940172,2808
150,30,74,3,10,473.96727903614993,-68.1686804198105,52.027695351137496,1011
130,28,76,3,10,472.6924702858996,-60.0621195598815,51.651651651651655,999
50,32,80,7,25,472.36674038905005,-41.2721099684651,58.089368258859785,1298
50,32,70,3,25,471.9694438267503,-70.56306599269973,60.56338028169014,710
90,30,72,10,25,471.9374878999001,-37.2546596778038,61.74838112858464,2162
130,32,72,10,30,471.443056905,-42.11438424328463,62.05708661417323,2032
110,28,80,3,30,470.78134916499994,-48.97993578744761,59.84095427435388,503
50,30,76,5,20,470.0163406386499,-54.899295549246965,58.91891891891892,1110
