SMA,Buy,Sell,Hold,Return,MDD,Win,Trades
20,35,75,20,326.71441380431963,-49.92944554013234,59.50653120464441,2067
60,10,60,10,326.28170357519804,-32.076226997043086,58.620689655172406,1276
100,30,70,10,321.1080574331554,-53.426879110759,54.976303317535546,3165
50,30,70,20,320.20293017360154,-54.31497217928813,61.947700631199275,2218
60,10,65,10,319.107866315445,-34.42354062652429,56.89243027888446,1255
60,15,80,10,318.16634502925024,-49.19040878009963,49.949698189134814,1988
200,15,80,40,316.2079336098459,-45.97468291480791,62.928637627432806,1079
50,15,75,10,315.9447604706476,-49.305192723753635,50.65685759327378,1903
100,10,75,10,315.00132736954464,-57.76492097061327,50.81752779594506,1529
120,25,60,10,311.45990911730576,-51.932877882661366,59.661412726211324,3426
120,10,80,20,310.39879084512984,-51.89539247803171,54.58404074702886,1178
100,20,65,10,308.24506781915426,-52.358179768467075,56.582633053221286,2856
20,25,65,10,296.74439349697985,-40.049197449984895,59.36686903729401,2306
100,10,65,10,296.25386600400907,-56.87012279170948,56.36822194199244,1586
60,15,60,10,295.26280101056193,-45.44569289926039,59.119217081850536,2248
60,25,60,10,293.9276221297812,-46.87067256587442,59.54153021732659,3359
120,25,70,10,291.96152056878464,-51.715015851071,54.53940804788826,3007
60,30,70,20,290.4537871648075,-71.97596609745364,61.91756272401434,2232
50,25,70,10,289.46405951861277,-49.499607620532515,54.386566141192596,2918
200,5,80,10,289.13440330097654,-36.813964175193036,52.459016393442624,732
100,15,75,10,288.8965106552616,-49.73435578262212,50.713956701980656,2171
60,30,60,10,288.5516511750591,-49.59897078474431,59.8580010922993,3662
20,35,60,40,281.91121171539373,-55.30298273223085,64.74588403722262,2794
200,10,70,20,280.08428188982475,-48.71549998300138,60.775862068965516,1392
200,5,60,20,279.240471521006,-35.67889343727684,66.00284495021337,703
60,25,65,10,278.9178435100727,-53.652984276515824,57.484076433121025,3140
100,35,70,10,278.50670411431037,-54.25868747821041,55.15860794579612,3247
120,15,80,10,276.6008223090965,-46.42906237107552,49.746660525103636,2171
60,15,70,10,276.2137615531156,-49.35568524450951,53.97509578544061,2088
50,35,70,10,274.45443673015177,-62.306251354290644,54.52876376988984,3268
200,5,75,10,271.58246290823575,-36.830577107794085,53.950953678474114,734
120,5,70,20,271.3599911933744,-32.023397167417514,65.24953789279112,541
50,25,80,5,269.401879513677,-42.53228495852776,47.72727272727273,3960
20,35,70,40,268.754309559024,-49.86527243388396,64.69979296066253,1932
20,30,60,10,267.85551234832775,-58.50504044634528,61.14609571788413,3176
60,10,75,20,267.65354450968107,-45.97415209141978,57.07364341085272,1032
20,20,80,10,267.4927538704166,-39.31114140166131,50.53497942386831,1215
60,15,65,10,267.42880748275087,-49.04207199126648,56.394810009267836,2158
60,10,80,5,267.27067042525226,-29.999904617196094,50.101146325016856,1483
50,30,70,40,264.08694327056594,-68.65393491186008,63.4646519158122,1853
60,20,60,10,262.32718384635723,-65.95829253267182,58.60417379404721,2923
200,20,65,20,261.403465563674,-59.01518032311293,62.70096463022507,2177
50,10,80,40,260.60137901924526,-42.99729325301173,60.77922077922078,770
120,30,70,10,258.5464188245094,-53.62716198218337,55.24142312579416,3148
120,5,60,20,256.75908162060784,-29.65315737984277,68.21428571428572,560
120,5,60,40,256.7456120540992,-32.32881771446074,68.18181818181817,550
50,35,70,40,256.46978782048785,-66.98273083572091,63.2577754348972,1897
100,15,60,10,254.2172974443423,-43.05705016964753,58.748456154796216,2429
120,5,75,20,253.5712141904034,-36.23429168350765,60.263653483992464,531
60,10,80,40,249.0640349868701,-54.067714730138164,62.14896214896215,819
20,25,70,10,248.71431754495714,-52.38969938368954,56.019990913221264,2201
60,25,80,5,243.4904108031974,-52.17348018346042,47.961990497624406,3999
100,20,70,20,243.30356913756174,-56.544859106086186,61.518987341772146,1975
20,20,60,40,238.25138837384415,-36.720229854485254,65.28239202657808,1204
100,15,80,10,238.1307140405922,-53.11290084858257,49.079754601226995,2119
120,5,80,20,237.61944791302648,-43.44085945540685,55.96153846153846,520
50,15,60,10,236.37041013423436,-46.77979227819599,59.227467811158796,2097
50,35,80,5,233.66932309071862,-61.36900500522893,47.39713571266197,4399
100,10,70,10,231.44195259640514,-63.230752567934466,52.82413350449294,1558
20,35,65,40,230.04165318031028,-58.70298499831128,65.40722082283796,2382
200,5,65,20,227.62825521876846,-36.61501189646753,65.50218340611353,687
100,5,70,20,226.96020395364437,-28.48401131293795,64.40329218106996,486
120,35,70,10,225.67663883952,-51.97161188426964,55.14250309789344,3228
20,35,60,20,225.6161398750273,-50.34655020142269,64.0479360852197,3004
120,15,70,20,224.26169566228134,-61.83530284453474,60.046728971962615,1712
60,30,75,5,223.7541130682905,-66.09288397343983,48.70873568380867,4453
60,25,70,10,222.83637110871615,-61.3000060036056,53.989181879648406,2958
200,20,80,10,222.2784284589802,-61.0189350741749,49.90161353797718,2541
20,30,65,10,221.71168775161613,-59.900273637879664,59.53177257525084,2990
200,5,65,10,220.24550914068416,-35.43211997549919,57.89473684210527,741
60,15,80,5,220.08869738187457,-46.7003053243406,48.57664233576642,2740
50,20,75,10,218.7411863116917,-55.12613316099168,50.918742343813804,2449
200,5,60,10,215.87166022854694,-35.56092470228177,59.70548862115127,747
50,20,65,10,215.38602209828687,-64.05356500123241,57.14285714285714,2667
120,5,80,10,214.263915094052,-24.708952966142004,53.239929947460595,571
20,20,70,40,213.54714606989296,-40.165728947454475,64.67289719626169,1070
200,5,65,40,212.34264370095167,-38.388318349642375,66.61585365853658,656
200,10,65,10,210.07027142641363,-59.41343250266973,56.42303433001108,1806
200,5,70,20,209.1315850486307,-38.50336924858732,63.582089552238806,670
120,15,60,10,208.2657981969063,-46.0983293992552,58.9051963506545,2521
60,10,75,5,207.99369629144303,-30.905682179330125,50.134408602150536,1488
100,5,60,20,206.0084455333694,-26.907459237806414,67.80684104627767,497
100,10,80,5,204.963754012604,-50.84124042518734,48.70867768595041,1936
100,30,60,10,204.6838519288119,-48.599521032290546,59.5296691277003,3657
200,15,65,20,203.28314269767236,-53.433460382572115,61.93001060445387,1886
100,15,70,20,202.6484428651762,-53.15304181863698,59.98817966903073,1692
120,5,75,10,201.4203538874547,-24.391056089729396,54.87804878048781,574
200,25,70,10,201.40340415533805,-55.96480638387358,53.916272788656315,2962
60,35,75,5,201.24808235012654,-66.00988330742604,48.362611147256565,4611
200,5,70,40,200.6479947349247,-38.96707407089481,65.75999999999999,625
50,5,80,20,200.22528288589078,-16.862862099172684,60.71428571428571,196
50,30,70,10,199.63999459828145,-64.7165242327836,54.35406698564593,3135
120,5,65,20,198.94352495533155,-33.438918619027994,66.66666666666666,549
50,20,70,10,198.4632789633372,-55.90467142339634,53.4251968503937,2540
20,20,65,40,196.66217754250658,-48.35854749889491,65.79406631762653,1146
200,25,75,10,196.61851601015354,-60.87769184742172,51.56028368794326,2820
60,35,60,10,196.44822138108503,-62.97311275023287,59.85897101070775,3829
50,35,70,20,193.03729003567307,-69.34549437086093,61.49122807017544,2280
50,5,70,20,192.69189951187826,-15.34523346512739,71.57360406091371,197
100,5,65,20,192.4854886056845,-29.81589225165513,66.3265306122449,490
120,15,80,20,190.39883608579808,-51.97849184494673,53.950953678474114,1468
20,20,60,20,189.13103412924332,-39.435330860671776,65.1105651105651,1221
120,5,70,40,188.95008314988507,-37.19251113839356,66.34429400386847,517
200,30,80,5,187.59421910239558,-71.87821379857296,48.42080265970078,4211
50,20,60,10,186.54257702308917,-70.50723290369419,58.575008950948806,2793
60,20,80,5,185.90864623610094,-59.13026261261214,48.270975056689345,3528
100,5,75,20,185.09258062443985,-32.95398527483832,59.20502092050209,478
100,10,75,5,184.47314566309308,-49.5144554096835,48.77049180327869,1952
60,10,70,5,182.72224976664253,-30.495831134840106,50.201072386058975,1492
120,15,75,10,182.18681277510157,-45.811730522223556,51.12107623318386,2230
60,5,75,40,181.749944612151,-28.017295305171857,65.92592592592592,270
60,10,60,5,181.1629090004227,-26.011586908865443,51.69660678642715,1503
20,35,80,5,180.7804016801487,-60.62633385486319,47.95307637060091,4177
50,5,75,20,180.2366873014724,-15.34356492156656,64.9746192893401,197
100,35,80,5,180.0708615994742,-77.95741183514937,48.22613870450904,4369
20,20,65,20,179.8192715580311,-48.313916185961496,65.22842639593908,1182
200,5,70,10,179.09768028090727,-37.34439350763533,55.359565807327,737
100,5,60,40,177.767861613899,-30.3931738714456,67.82077393075356,491
200,35,70,10,176.89114982074364,-59.180388568179886,54.32098765432099,3159
60,10,65,5,175.60060713381606,-24.395842768468558,50.63460253841016,1497
60,15,75,5,174.72766289537853,-50.59814412893699,48.95306859205776,2770
100,5,70,40,173.81557177598003,-36.00068914613148,66.52452025586354,469
60,5,70,20,173.69790548536312,-28.178574505277137,66.17647058823529,272
200,35,80,5,173.19053639946281,-74.10181357529744,48.66134335368717,4258
20,20,75,10,172.93018562600588,-38.85605296148643,51.86991869918699,1230
50,10,80,5,172.6860397113606,-24.884252258710077,49.43820224719101,1246
100,10,70,5,172.22578188691818,-48.95350008887738,49.18781725888325,1970
60,5,80,10,171.46677878481876,-15.33499271517115,54.18181818181819,275
120,5,70,10,169.31716417544754,-24.9395025419403,56.770833333333336,576
60,5,60,20,169.05575496818045,-22.533201609120518,69.23076923076923,273
60,5,75,20,168.00041451301615,-28.169478016481314,60.29411764705882,272
60,5,80,20,167.70591857431975,-28.142840615230497,55.970149253731336,268
20,30,80,5,166.98550777446633,-63.096184209144624,47.453894852738784,3633
50,5,80,10,166.16980991828174,-9.055395682445777,54.54545454545454,198
200,35,65,10,163.3567810483044,-57.23721805709755,57.23995271867612,3384
200,35,80,10,163.1730869700549,-67.29837277299995,50.24822695035461,2820
20,20,70,20,162.25389551012722,-41.319815386623155,63.03191489361703,1128
120,5,75,40,162.20532958000535,-49.0352396525145,62.909836065573764,488
50,5,75,40,161.56567612202886,-19.449703036525392,68.87755102040816,196
100,20,60,10,161.53203607983647,-50.54833815634553,58.80794701986755,3020
200,30,75,10,161.0614817255739,-74.60727229902318,51.42562693232566,2911
200,10,60,10,159.79584966251426,-58.18949352858205,58.826695371367066,1858
100,15,75,20,158.40733525759472,-48.29118470220122,55.597964376590326,1572
100,30,80,5,158.40664990123236,-73.59321593072396,47.864644107351225,4285
100,5,80,10,158.03769939273172,-22.03404180996294,53.43811394891945,509
100,5,75,40,156.68492821725653,-41.6232535782084,63.31096196868009,447
100,20,70,10,155.27732739682855,-62.75707445175345,53.6055923473142,2718
50,5,70,10,155.00721369145865,-9.052077245749478,60.60606060606061,198
60,5,65,20,154.93907145977542,-28.17032178916941,65.80882352941177,272
60,25,75,5,153.82438276168574,-56.457888015932625,48.40579710144928,4140
50,15,70,10,153.346407755105,-61.45244706804657,52.860061287027584,1958
60,15,60,5,153.2819884591857,-51.00995536464353,51.60955347871236,2889
20,25,60,10,153.2543176946471,-49.458058500807894,60.80402010050251,2388
100,5,80,20,152.5776721321859,-44.917881089746786,55.08474576271186,472
60,30,70,5,151.6607769328512,-64.45226625899997,49.494949494949495,4653
50,5,70,40,151.53729705122586,-17.29122597117562,72.44897959183673,196
120,20,60,10,150.77508167777688,-57.156396759644714,58.80820579615761,3071
60,5,70,40,150.75901007543368,-28.01258405011232,68.63468634686348,271
50,5,75,10,150.6460738625871,-9.051311601449187,57.07070707070707,198
60,5,60,40,150.46877967804164,-18.180599699260174,69.48529411764706,272
120,5,65,40,150.03370455706158,-38.72802012360408,67.35849056603773,530
120,5,65,10,149.94673418383942,-26.592836492497803,58.99653979238755,578
100,5,75,10,149.31218739162367,-22.170584248873563,54.59882583170255,511
50,10,75,5,149.02148132478,-25.67460098024032,49.519999999999996,1250
60,5,75,10,148.02852512407054,-15.336059762153262,54.90909090909091,275
60,5,80,40,147.07050459368406,-28.597550644571985,63.63636363636363,264
60,5,60,10,147.0597900930454,-12.890121348558626,61.59420289855072,276
100,15,65,10,147.00865756478697,-57.698325856690445,55.20206362854686,2326
50,5,65,20,146.93306644593446,-15.347202165655307,70.55837563451777,197
100,10,60,5,146.91008751275595,-45.42620178209095,51.0214250124564,2007
50,5,80,40,146.3050558517443,-23.566539422372223,65.12820512820512,195
120,5,60,10,146.22537219121105,-25.52172922862515,60.78767123287672,584
100,10,65,5,144.70697718831912,-46.189737029648164,49.84909456740443,1988
200,15,80,10,144.25965166895799,-70.16320927692816,49.23903312444047,2234
50,5,60,20,144.25113064675216,-15.343646055747136,73.60406091370558,197
60,5,70,10,143.43984405311994,-13.63239014125574,57.09090909090909,275
100,5,65,40,143.41057127127073,-33.862759041668596,67.5,480
200,35,75,10,141.31128812899445,-69.91290198751602,51.34770889487871,2968
120,20,70,10,141.274168961887,-54.40345994431455,53.610503282275715,2742
60,5,65,10,140.96256376308318,-15.272282148331106,58.54545454545455,275
120,15,75,20,140.81165213886524,-54.83028530182319,56.36822194199244,1586
50,15,80,5,140.78333294814533,-42.225373422867676,47.900158478605384,2524
50,30,80,5,140.38356972297655,-67.94942791534933,47.38330975954738,4242
20,30,75,5,139.79682393390425,-59.342254659631735,48.33021640395405,3743
120,5,80,40,139.77466753540946,-53.42329308931257,61.48936170212767,470
100,5,70,10,139.71558825891827,-22.779887015826773,56.640625,512
200,5,75,20,139.55371077290297,-43.32251784773087,57.97546012269939,652
60,30,60,5,139.51193071610723,-60.13646498159193,52.48158200853044,5158
20,35,70,10,138.20677906049897,-59.64492814025295,55.76138147566719,3185
100,35,60,10,137.78711327267743,-50.98308649719524,59.6505162827641,3777
100,25,60,5,136.36564628388658,-58.72824310794883,52.393726784977304,4846
200,30,65,10,135.7691756606679,-57.57595478896626,57.00453857791226,3305
200,5,80,40,135.70710550077817,-61.52166165277264,60.98901098901099,546
200,25,65,10,135.24095961584956,-59.58873498486946,56.852791878172596,3152
200,30,70,10,134.95579522839444,-64.61239569087189,53.61895488477767,3081
120,10,80,5,133.87429551263295,-49.52626274867753,48.61043393466601,2051
100,5,80,40,133.04998303499883,-50.39774566468358,61.662817551963045,433
50,5,65,10,131.8062344241473,-9.053633767310348,62.62626262626263,198
50,5,60,10,131.22598392282944,-9.050561712333973,65.15151515151516,198
100,5,65,10,129.53412556287884,-23.084388455902253,58.7890625,512
60,5,65,40,128.04561176310511,-28.00484750796082,67.52767527675276,271
60,30,65,5,127.72807534840487,-67.58773185945887,50.81833060556464,4888
100,15,70,10,127.67047845868879,-56.84362913321807,52.54010695187166,2244
50,25,65,5,126.43651074038478,-49.20435482499174,50.51101521689757,4403
50,5,60,40,125.80807092640941,-17.296126560023836,73.9795918367347,196
50,25,75,5,124.88815848270237,-48.07891241872272,47.91154791154791,4070
60,5,80,5,124.3664993061035,-14.266101257560534,54.06360424028268,283
50,10,70,5,123.95118876426845,-26.67295178311115,49.760383386581466,1252
120,10,80,10,123.78037386414707,-68.77724407343891,48.745980707395496,1555
50,15,75,5,123.32563137249694,-44.246494880911264,48.35164835164835,2548
120,20,65,10,121.11493009292134,-55.873943544032755,56.22183708838821,2885
60,15,70,5,121.10372318816252,-60.22851084857423,49.233511586452764,2805
20,25,75,5,118.37353347945272,-66.87318071474874,48.90988372093023,2752
50,10,60,5,117.64540683320499,-23.90598251304519,51.471758154335724,1257
50,5,65,40,117.53022805648534,-17.29891613900706,71.42857142857143,196
60,15,65,5,117.25521151438576,-59.302588859040675,50.12293642430629,2847
60,35,60,5,115.56291654637576,-59.019579299789356,52.555413079318555,5459
50,5,80,5,115.40002471546073,-8.212817565873436,57.711442786069654,201
120,30,80,5,114.94897728947748,-70.7729030097144,48.111007462686565,4288
60,5,75,5,113.3270400536743,-15.745482034104308,54.06360424028268,283
120,10,60,10,113.16580430381404,-56.32172406025317,57.963291888691536,1689
100,5,60,10,112.40923750565983,-23.412264933848604,60.46511627906976,516
120,10,75,5,112.28488224102482,-52.429644688994635,48.54932301740813,2068
200,30,75,5,112.20241618751893,-62.301286175543446,48.73892297205181,4401
20,25,65,5,111.58229412890526,-70.33844972785973,51.37486947441698,2873
50,30,75,5,110.05422387008767,-70.26983549948852,48.12132186509733,4418
120,10,60,5,109.10337801726095,-48.80166690123207,51.05782792665726,2127
20,25,80,5,108.74476281757323,-69.48476529375658,48.438074237412714,2721
50,5,75,5,107.91173649298136,-8.21441952554314,57.711442786069654,201
20,30,70,5,106.77125814744409,-66.72530200286477,49.275737196068285,3866
50,10,65,5,106.30008935702473,-24.36399239491149,50.3585657370518,1255
120,15,65,20,105.63177872106681,-55.492199461615144,61.26418152350082,1851
200,5,75,40,105.22357410498726,-56.90000467260251,61.5916955017301,578
20,20,65,10,104.15996511439327,-37.682438522309816,57.580518460329934,1273
60,5,70,5,103.66976671145412,-17.10374162392336,54.06360424028268,283
20,25,70,5,101.80403935919227,-72.22226878634363,49.520085318165656,2813
50,5,70,5,99.99614166619206,-8.212153456935726,57.711442786069654,201
60,25,70,5,99.6685029876594,-60.541337057888924,49.05484247374562,4285
120,15,65,10,99.22262583995945,-56.318169788658544,55.638784852267996,2403
60,20,60,5,98.91241062447963,-59.48845984200728,51.89519206308827,3931
50,25,60,5,97.1139961028775,-55.54783677194464,52.11236933797909,4592
120,25,60,5,96.51632996479653,-63.658443847639646,52.87850850235607,4881
20,20,80,5,96.32318800954683,-32.606258928401,48.489208633093526,1390
60,5,65,5,96.16423082519515,-18.023601971351063,54.06360424028268,283
120,15,70,10,95.93202748377252,-60.86287106021284,52.70034843205574,2296
200,5,80,20,95.37978639304798,-49.532975921604354,53.61635220125787,636
120,10,75,10,94.73662956344123,-70.29600244010373,49.621212121212125,1584
200,25,75,5,94.48033463367716,-71.63958053872427,48.318332543818094,4222
200,25,60,10,94.19251923288643,-62.10572087657646,59.16446013533392,3399
120,10,70,5,93.305021202854,-53.591407141643856,48.82494004796163,2085
20,20,70,10,92.37293295295801,-36.16280322906277,54.30622009569378,1254
50,5,65,5,91.94993122214913,-9.213725985497932,57.711442786069654,201
60,25,60,5,91.54508447356191,-52.86426487291689,52.348273643577095,4663
60,5,60,5,91.23491168377723,-17.081241528276845,55.633802816901415,284
50,30,65,5,88.80933780993239,-66.21074129220645,50.57684384013184,4854
20,15,75,40,88.23962227564202,-42.31483099608796,62.39554317548747,359
120,10,65,10,87.47560036831807,-67.45066319792282,55.279126213592235,1648
60,35,70,5,86.05426800540678,-69.06214648036214,49.11522633744856,4860
20,15,75,20,85.70853231805063,-27.6957020165284,58.95316804407713,363
20,15,80,20,85.37312232141474,-29.92592743137476,55.80110497237569,362
20,20,75,5,85.31555897618625,-33.741443093122435,48.67193108399139,1393
50,5,60,5,84.26492448305693,-9.213585644795554,59.20398009950249,201
120,10,65,5,83.81720592422461,-51.27408392223513,49.8574144486692,2104
200,25,80,5,83.65970325190888,-79.23617203586754,47.945879458794586,4065
200,35,60,10,83.41384716318166,-55.248783818952376,59.674796747967484,3690
20,35,75,5,83.0994365759743,-57.84352849945154,48.87666208161394,4362
120,30,60,10,83.02455264871097,-60.06538343535932,59.77515766383329,3647
100,25,80,5,82.34804071988971,-69.90118444275895,47.27406679764244,4072
50,15,60,5,81.8561882610088,-45.846928576612584,51.288855193328274,2638
20,15,65,40,81.76926207210064,-32.65898158571308,66.21621621621621,370
120,30,60,5,81.65547084907121,-63.121742702037174,53.26623623243448,5266
20,15,65,20,81.27360158602094,-24.516954939159096,65.22911051212938,371
120,15,60,5,81.24498595046657,-58.47402464909571,51.58424637251999,3377
50,20,80,5,81.09897519742881,-53.04691020465734,47.86299765807963,3416
50,15,65,5,79.62007532206428,-50.35672565370148,50.038314176245215,2610
20,15,75,10,79.25791293985777,-27.026820130062536,52.56064690026954,371
200,35,70,5,78.94087654706819,-68.28654483334334,49.61945031712474,4730
60,20,75,5,78.76069691581971,-65.5276858849257,48.50332594235034,3608
20,30,65,5,75.92322602802896,-71.23225757180094,51.096709870388835,4012
60,25,65,5,75.79920198191286,-58.07353707111582,50.48109196688297,4469
20,15,70,40,73.69202932663315,-39.266680340391204,63.43490304709142,361
100,35,60,5,72.98997699263079,-69.2023851580783,52.98644192011726,5458
50,15,70,5,72.16339667766792,-51.67368620133187,48.775748153905944,2573
100,25,65,5,71.67205095796506,-66.41910093490003,50.499782703172535,4602
20,20,70,5,70.72347501482224,-33.82870321137014,49.14407988587732,1402
20,15,80,10,70.66406311270173,-29.673454254390652,49.59568733153639,371
200,30,70,5,69.72022062928038,-63.488606850901064,49.36216216216216,4625
20,15,70,20,69.15453779154075,-26.773669082147467,61.369863013698634,365
20,35,65,10,68.85194865899571,-60.729580780059486,59.598019225167484,3433
200,35,75,5,68.84505395847182,-67.62074622572695,48.60986547085202,4460
20,25,60,5,68.4646640101462,-72.05522776891252,52.97537619699042,2924
120,25,65,5,67.90761937642655,-69.92927731169016,51.06704031041173,4639
50,35,75,5,67.49068491869093,-72.7225974263619,47.87234042553192,4606
50,30,60,5,67.42883362718457,-64.36029486273128,52.344665885111375,5118
200,10,75,10,65.18853351343326,-69.16710307699444,50.698486612339934,1718
200,20,75,10,64.98864981614084,-65.66928898957372,51.29277566539924,2630
50,25,70,5,63.10170622656115,-49.94021018163222,48.70515561891185,4209
200,30,60,10,62.209520270748975,-58.250532051980265,59.36277249860257,3578
200,10,80,10,62.00622825404483,-67.07414613201377,49.49793266391022,1693
200,5,80,5,59.07832218257769,-30.08128088554325,49.825378346915016,859
200,35,65,5,58.928926813898386,-68.90867909996427,51.21805111821086,5008
120,25,80,5,58.03750128918885,-71.37923609487052,48.10837197949719,4097
100,30,60,5,57.77207497551442,-67.75912093048355,52.58735917510025,5237
50,35,60,5,56.9617295216223,-59.086912118876626,52.93685756240822,5448
20,15,70,10,56.90873883335013,-27.703050707884604,54.95978552278821,373
200,5,75,5,55.91626393124969,-30.269713678978334,50.05820721769499,859
200,5,60,5,55.823205329795215,-33.1913825828333,51.680185399768256,863
20,15,60,40,55.748447173432766,-30.326896533432247,65.77540106951871,374
200,5,65,5,54.76701056024271,-32.0994560060348,50.754936120789786,861
200,15,75,10,54.30534241706424,-66.68495569003132,50.369725967812094,2299
100,35,75,5,53.824736490264954,-82.05189122478106,48.679903993017675,4583
200,20,80,5,53.48852804244402,-78.99056475254574,47.675647120972,3786
120,5,75,5,52.9614287457608,-28.757407079519083,50.54945054945055,637
100,25,70,5,52.69402754769039,-71.97034053114105,49.29449248975876,4394
120,5,80,5,52.493379195794375,-29.380977000742963,50.39246467817896,637
120,35,60,10,50.128476504393625,-56.807165025712436,59.83628201742805,3787
20,15,80,40,49.960085739775394,-47.015599081544664,60.79545454545454,352
20,15,60,20,48.76361787397641,-23.66464855013433,65.33333333333333,375
20,15,65,10,48.2829608596445,-28.797135093130883,58.51063829787234,376
100,5,75,5,47.53301288263532,-27.377997030734917,49.460431654676256,556
100,35,70,5,47.47661226973552,-80.87452873283914,49.72090138515609,4837
120,10,70,10,47.37496918306243,-72.53492815111198,51.51890886546807,1613
120,15,80,5,46.86311191405832,-66.17866722612563,48.07878592185986,3097
100,5,80,5,46.53517801585287,-27.39461335636861,49.280575539568346,556
60,35,65,5,46.506885939701846,-70.74901186589584,50.40840140023337,5142
120,35,80,5,46.37172601402349,-77.6296736474783,48.33448196645991,4353
200,15,65,10,45.98187714487951,-59.63909908340994,55.542071197411005,2472
20,35,60,10,43.27487408449564,-65.14770972261911,61.37164543236649,3689
60,20,70,5,43.03390808585954,-66.38467456571749,48.93444834097653,3707
120,5,70,5,42.91174580270485,-29.64279295251072,50.54945054945055,637
200,5,70,5,41.36563715831869,-31.3138721247864,50.23255813953489,860
100,5,70,5,40.92071437466436,-28.72902037730658,49.460431654676256,556
100,30,75,5,40.51697997899031,-76.967654910289,48.53500335495415,4471
200,10,80,5,40.39690664654505,-59.35236510275366,47.72925764192139,2290
20,15,80,5,40.32244832559171,-22.364668421994725,49.08136482939632,381
20,15,75,5,39.55084742286223,-23.143435575625045,49.60629921259843,381
20,20,65,5,38.77047352825402,-38.74188144892018,50.248403122782115,1409
200,10,70,10,38.605659075903034,-69.15395074528648,52.10706150341685,1756
100,5,65,5,37.86288392342308,-28.156022086360665,50.0,556
200,15,60,10,37.77591461124692,-66.38557310672753,58.301158301158296,2590
120,5,60,5,37.50868125309199,-28.719031653800016,52.024922118380054,642
200,20,70,10,37.176212231980465,-63.651818610194034,53.241077931536786,2746
20,20,60,10,36.62431044865024,-44.95493503998177,58.94245723172629,1286
120,5,65,5,35.840846651049965,-29.56924915073506,50.94043887147336,638
50,30,70,5,35.78711005523765,-71.85563088440283,49.18672739102147,4611
20,15,70,5,35.08380663757349,-24.15581516985779,50.39370078740157,381
200,30,65,5,33.36909075278389,-70.67377731942521,50.870366577923406,4883
20,35,70,5,32.3598384599439,-67.90274427079473,49.7384481255449,4588
120,15,75,5,32.224300019381566,-69.2940692022726,48.36559822278642,3151
20,20,60,5,32.102338099224184,-42.21343172791357,51.83875530410184,1414
100,35,65,5,31.95729850641882,-78.45106122376986,51.22046475297793,5121
120,30,65,5,31.732147954873824,-73.7006192693601,51.58170461414468,4963
100,5,60,5,31.677151822490046,-26.13119813974451,51.162790697674424,559
100,25,75,5,30.80516758484999,-68.43661897278888,47.947805456702255,4215
100,30,70,5,30.63303169263012,-77.4106758579857,49.379811804961506,4676
120,35,60,5,29.970416964057446,-66.50604066211979,53.449541284403665,5450
50,20,75,5,29.146786529578293,-63.23195696538267,47.96211251435132,3484
60,20,65,5,29.110956355188545,-70.0614339636619,50.20997375328085,3810
20,15,60,10,26.335779043187536,-25.22099574124294,60.47745358090185,377
20,35,70,20,25.83386114259558,-59.36079987201796,62.15626364033173,2291
100,30,65,5,25.183591408682936,-75.00081238871084,51.012145748987855,4940
20,10,80,40,25.14843704414549,-7.130910120995688,76.66666666666667,30
120,15,65,5,25.01107683925847,-68.24847516024515,50.242865816636304,3294
20,15,65,5,24.46770247575745,-25.113797342951788,51.96850393700787,381
50,35,65,5,23.573427797284154,-65.51832788792935,50.6531487619419,5129
20,15,60,5,23.13166189172002,-23.683780975352654,53.018372703412076,381
200,20,65,10,22.11809853538802,-61.63939028828121,56.44937586685159,2884
120,30,70,5,21.5415943777846,-73.1594851102933,49.562806568564724,4689
20,10,75,40,21.448770918333725,-7.127656181573139,80.0,30
200,15,70,10,21.139359379063528,-64.6282503285894,52.41901556583929,2377
20,10,65,40,19.763609138060723,-7.1309087321869775,76.66666666666667,30
20,10,70,40,19.621938383067228,-7.1266958696650144,80.0,30
20,10,65,20,18.635126087964913,-6.389265510770195,73.33333333333333,30
20,10,70,20,17.950395318515966,-6.394494138107028,73.33333333333333,30
20,10,80,20,17.88807193702433,-6.392439161278764,63.33333333333333,30
200,25,70,5,17.799042861770786,-69.39386198221885,48.671360436066315,4403
50,20,65,5,17.762198004221297,-65.02220652128207,50.14990460615971,3669
200,10,65,5,17.69848953829234,-57.857460934127445,49.1928632115548,2354
20,10,80,10,17.199212420130785,-6.3823938832903355,53.333333333333336,30
20,10,75,20,16.947342086424744,-6.393566330988716,70.0,30
120,20,80,5,16.817710395674347,-77.12056842288288,47.96054385497201,3751
50,20,70,5,16.774646940769333,-61.57827783892406,48.68273542600897,3568
200,25,65,5,16.646693475488462,-70.91810746105155,50.260416666666664,4608
200,10,75,5,15.794162410922219,-62.83981471347396,47.88245462402766,2314
20,10,75,10,14.434921107403342,-6.3823938832903355,56.666666666666664,30
120,25,70,5,14.27306067332228,-72.05804012688104,49.37909234590201,4429
100,15,60,5,13.611846850718944,-71.68892954485014,50.21393643031785,3272
20,10,65,10,12.842158979428287,-5.773071771797363,66.66666666666666,30
200,10,60,5,12.082567237317022,-60.64737484392201,50.10490977759127,2383
120,20,60,5,12.077980353378393,-69.14718423727888,52.11103335665966,4287
20,10,70,10,11.577407218713965,-6.276718847124879,60.0,30
20,10,60,40,10.818715847998096,-7.541769044281434,73.33333333333333,30
120,35,70,5,10.727490227718528,-74.28650148902547,49.66791199667912,4818
