BuyDate,SellDate,Name,Ticker,BuyPrice,SellPrice,Shares,PnL_Amount,PnL_Pct,HoldingDays,BuyRSI,SellRSI
2017-12-11,2017-12-13,제주반도체,080220.KQ,3745.0,4425.0,88480,58552038.15999997,17.650049572497625,2,30.395018561457135,86.89289632894607
2019-08-29,2019-09-04,쏠리드,050890.KQ,5703.224609375,6738.3984375,69448,69961162.71328676,17.64321181204055,6,31.38340921480078,80.9979007174953
2005-08-30,2005-09-01,서부T&D,006730.KQ,1038.2342529296875,1226.565185546875,25891,4745128.567352779,17.63212494679838,2,23.5445452860847,76.3525970014095
2023-06-12,2023-06-19,펩트론,087010.KQ,7650.0,9030.0,106785,143386413.02999997,17.532230092256647,7,32.020774394539444,86.39723325396065
2020-04-14,2020-05-12,씨젠,096530.KQ,36004.08203125,42468.55078125,10348,65081553.47303593,17.448198629091724,28,31.43521651698839,73.92014181686505
2005-11-09,2005-11-14,에프에스티,036810.KQ,2340.5869140625,2756.88037109375,12886,5217768.308428854,17.279960257801427,5,25.007868666148212,82.94420012106616
2025-06-09,2025-06-12,엘앤씨바이오,290650.KQ,25879.314453125,30425.6796875,121045,535111273.28126,17.06260458281618,3,34.94745625661008,71.60737912144833
2016-01-07,2016-01-19,덕산네오룩스,213420.KQ,13525.0,15900.0,22138,51124639.35249996,17.055146286022445,12,30.893441069475173,72.13142551429624
2009-04-16,2009-05-15,비에이치아이,083650.KQ,8946.36328125,10515.9013671875,5343,8154084.1591352075,17.03900907593435,29,30.176188402693384,76.80166122748436
2017-12-22,2018-01-03,알테오젠,196170.KQ,5625.0,6611.111328125,59782,57320032.41460216,17.026065845458284,12,28.081404032887974,72.71140724290649
2015-04-27,2015-05-07,나노신소재,121600.KQ,11572.6943359375,13585.333984375,23332,45649927.06801188,16.887077096167573,10,31.021408750817344,83.29689091897208
2005-12-28,2006-01-10,동화기업,025900.KQ,1298.8447265625,1523.9154052734375,31330,6854273.18854925,16.824595358069843,13,18.37680617216259,85.48994634284547
2015-09-11,2015-09-21,오스코텍,039200.KQ,5640.0,6610.0,50617,47716266.27250004,16.695206540846836,10,33.107082334584405,72.7461947075827
2015-05-07,2015-05-12,동진쎄미켐,005290.KQ,4646.5126953125,5445.05810546875,58106,45093160.57509363,16.682587695670065,5,20.70264889474214,84.55101570754533
2011-04-18,2011-04-26,씨젠,096530.KQ,8188.14501953125,9594.41796875,12776,17460118.102832228,16.671228203646834,8,27.056453835712674,73.45226512098904
2006-11-15,2006-12-06,코나아이,052400.KQ,1996.3443603515625,2334.905517578125,20317,6682472.776235424,16.45670971756265,21,29.61892172885115,76.05400985138573
2018-02-22,2018-02-27,스튜디오드래곤,253450.KQ,75800.0,88600.0,5316,66097761.84000003,16.38450873843366,5,34.50255801593653,82.17681029492599
2017-03-08,2017-03-22,위메이드,112040.KQ,10656.169921875,12439.1103515625,24391,42233080.81101608,16.230162512417028,14,21.655964005638538,71.15226185870719
2020-12-10,2020-12-17,우리기술투자,041190.KQ,4755.0,5550.0,148050,114301891.46249998,16.21792667139414,7,22.791609200835424,78.56985825191549
2023-11-27,2023-12-01,위메이드맥스,101730.KQ,11200.0,13070.0,97220,176546610.3900001,16.1952103295496,4,30.97070507909875,78.70367159860666
2023-03-30,2023-04-12,셀트리온제약,068760.KQ,72323.21875,84377.0859375,10271,120221106.62962234,16.16557266870606,13,29.886720781795134,82.76509696643521
2006-10-23,2006-11-01,코나아이,052400.KQ,1876.680419921875,2188.97412109375,21258,6446281.23891145,16.139771123469185,9,34.35345850948724,76.78863466377541
2010-12-24,2010-12-29,제우스,079370.KQ,727.1361083984375,847.4276733398438,122805,14341899.97078158,16.042637728340686,5,34.98916721572152,88.55688167635329
2014-03-31,2014-04-16,위메이드맥스,101730.KQ,27900.0,32500.0,7073,31584764.420000017,15.987134508576794,16,17.91286152177186,73.73035217285548
2023-05-18,2023-05-31,레이크머티리얼즈,281740.KQ,12866.4140625,14979.2568359375,59717,122471310.42202556,15.921343324035298,13,26.679690877696686,75.46725613456613
2025-02-10,2025-03-05,성광벤드,014620.KQ,25600.0,29800.0,96997,395426699.9300003,15.906278092693416,23,19.188234165978628,75.18676994615713
2009-01-12,2009-02-04,에스에프에이,056190.KQ,4474.3232421875,5202.5263671875,9521,6728202.168140523,15.775747981440025,23,31.902377561850784,82.44357654083524
