RSI,SMA,Buy,Sell,Hold,MaxPos,Return,MDD,WinRate,Trades
3,20,10,60,50,20,328.8962537121073,-32.180119392176074,63.16131126257708,9243
3,20,10,65,5,3,184.30087088384633,-65.19332770477249,54.36778205507847,3377
3,20,10,65,5,5,182.79708438922827,-59.11174718777483,54.60856151176243,5186
3,20,10,65,5,10,110.24132841771804,-47.37167151130087,53.794021541812896,8263
3,20,10,65,5,20,27.295878441355946,-32.97982042910817,52.73071462375769,10565
3,20,10,65,10,3,65.454298447055,-62.864588600944025,60.04024144869216,2485
3,20,10,65,10,5,644.4009874778498,-50.919494440451565,61.243654822335024,3940
3,20,10,65,10,10,291.6828588959866,-42.51272952951573,60.970873786407765,6695
3,20,10,65,10,20,206.6094840012188,-29.58162946940644,60.84056743595172,9446
3,20,10,65,15,3,76.20688443553394,-77.1900532954015,61.28448665762099,2211
3,20,10,65,15,5,264.9149299816446,-61.96593842170023,62.096094408541724,3559
3,20,10,65,15,10,292.39389448834146,-44.96756412916724,62.34248788368336,6190
3,20,10,65,15,20,307.2955802956432,-28.7753444990673,62.43264049268669,9093
3,20,10,65,20,3,73.56879629141184,-74.84284577887634,61.5890926187118,2127
3,20,10,65,20,5,509.57653537691687,-61.4943140792868,62.67133275007291,3429
3,20,10,65,20,10,499.85414242933484,-40.88749586842002,62.794166390454095,6034
3,20,10,65,20,20,320.9529655689713,-30.44224737818409,62.57648236733786,8989
3,20,10,65,25,3,118.86275216138453,-68.52255123503454,61.61228406909789,2084
3,20,10,65,25,5,543.7147233155312,-55.06337037696868,62.66310794780545,3372
3,20,10,65,25,10,458.9147559214581,-46.38503134282787,62.70215633423181,5936
3,20,10,65,25,20,394.5104742952032,-28.395127078539527,62.664730846549034,8954
3,20,10,65,30,3,198.6439866139479,-72.18727631361156,61.490082244799225,2067
3,20,10,65,30,5,618.7516692982011,-51.8822716532697,62.60817666368248,3351
3,20,10,65,30,10,496.46707197980754,-45.00164240396106,62.67772511848341,5908
3,20,10,65,30,20,435.7103062402233,-27.836540775692008,62.737642585551335,8942
3,20,10,65,40,3,215.92930706099273,-73.04703359557931,61.39240506329114,2054
3,20,10,65,40,5,754.1686003040686,-50.49556905117676,62.68701376421305,3342
3,20,10,65,40,10,517.0518469471098,-47.197196022895476,62.692894692216385,5897
3,20,10,65,40,20,433.12114294429244,-28.80616350531195,62.72381378692927,8936
3,20,10,65,50,3,249.62390457100074,-70.13619531074514,61.44109055501461,2054
3,20,10,65,50,5,749.624530257893,-50.80622222749599,62.70577671355881,3341
3,20,10,65,50,10,525.3503250741254,-46.2816051959009,62.6802374893978,5895
3,20,10,65,50,20,434.0660745522417,-28.663002773039647,62.73083379966424,8935
3,20,10,70,5,3,106.67003538775566,-68.38651983888327,53.13075506445672,3258
3,20,10,70,5,5,25.563395445933644,-60.46470866762511,53.01800910350287,5053
3,20,10,70,5,10,92.75352662606147,-46.48977208817055,52.77401894451962,8129
3,20,10,70,5,20,30.145188947186075,-31.746769411075555,51.618431073876614,10504
3,20,10,70,10,3,63.19049818625027,-71.63800472554085,58.95806861499364,2361
3,20,10,70,10,5,303.6664407010698,-54.08901933978196,59.30758988015978,3755
3,20,10,70,10,10,281.963196664158,-41.52862041331348,59.59423881059316,6457
3,20,10,70,10,20,208.51347675242482,-32.25017807303498,59.69778737182947,9265
3,20,10,70,15,3,2.0467456925255423,-85.99676833170693,60.39844509232264,2058
3,20,10,70,15,5,152.59996740701268,-67.38606177455438,61.174698795180724,3320
3,20,10,70,15,10,313.6756165674359,-39.491477166664055,61.72671651937458,5884
3,20,10,70,15,20,286.7082417421284,-33.07644620931795,61.99228500113456,8814
3,20,10,70,20,3,78.2334472395966,-74.39209208165663,61.23076923076923,1950
3,20,10,70,20,5,484.3734483610119,-58.624245916615834,62.28015075376885,3184
3,20,10,70,20,10,434.4542326746141,-41.46610452976068,62.303757276415595,5669
3,20,10,70,20,20,315.4494729547225,-32.541719825876434,62.465341959334566,8656
3,20,10,70,25,3,37.42088375702623,-72.93480409132232,60.795755968169765,1885
3,20,10,70,25,5,461.7026778114545,-58.67830134056998,62.29402261712439,3095
3,20,10,70,25,10,370.4393490033354,-46.82056520331639,62.31936416184971,5536
3,20,10,70,25,20,395.57413473153844,-32.301586208741746,62.62237762237762,8580
3,20,10,70,30,3,88.52401633672132,-76.21783558068806,61.20042872454447,1866
3,20,10,70,30,5,477.07627227951275,-62.22417475476036,62.520404831864184,3063
3,20,10,70,30,10,420.7687836277627,-48.02197543124214,62.29269181702205,5487
3,20,10,70,30,20,417.54467714787864,-33.63930955526315,62.719400889304936,8546
3,20,10,70,40,3,70.66592838694594,-75.50450608666705,61.189189189189186,1850
3,20,10,70,40,5,498.3329953422655,-60.31639206754807,62.47531270572745,3038
3,20,10,70,40,10,397.6712304211155,-50.686428641950975,62.2291590157914,5446
3,20,10,70,40,20,412.14787804727814,-33.64631559128192,62.690593478770815,8526
3,20,10,70,50,3,50.04893386369551,-76.21221505113863,61.108093427485066,1841
3,20,10,70,50,5,492.65564793415865,-60.37605536083773,62.462859029382635,3029
3,20,10,70,50,10,397.2043041199073,-49.693602510397604,62.265538801029784,5438
3,20,10,70,50,20,396.84658876306827,-33.742809756323986,62.66729279173515,8518
3,20,10,75,5,3,140.82563792531394,-63.73168047764742,52.046969216121866,3151
3,20,10,75,5,5,2.5563875139679837,-68.96893415306651,51.646553487420746,4889
3,20,10,75,5,10,96.33325111487207,-49.073993398242436,51.826741996233515,7965
3,20,10,75,5,20,32.128113301649755,-33.292372888648245,50.61361457334612,10430
3,20,10,75,10,3,48.23043160640812,-66.25581446101336,57.57575757575758,2244
3,20,10,75,10,5,328.9251406451334,-56.24940991848501,57.41103950686467,3569
3,20,10,75,10,10,287.23967230636634,-40.220886801955295,58.06918744971842,6215
3,20,10,75,10,20,306.8856414345378,-30.9969438531366,58.31956832947913,9081
3,20,10,75,15,3,49.71218352722752,-82.93700621396911,59.63446475195823,1915
3,20,10,75,15,5,266.0094115261056,-61.59926575736034,60.06441223832528,3105
3,20,10,75,15,10,380.2221735612439,-43.17693654790436,61.08809223563322,5551
3,20,10,75,15,20,428.8457386462296,-29.901806387971767,61.3065916021581,8526
3,20,10,75,20,3,178.64423142512425,-68.29322144280574,61.32963988919668,1805
3,20,10,75,20,5,752.8860928149813,-52.71137074788999,61.43344709897611,2930
3,20,10,75,20,10,470.1506790809909,-41.19238538326904,61.8560606060606,5280
3,20,10,75,20,20,427.86746845559236,-31.10154177150856,62.15240158902131,8307
3,20,10,75,25,3,348.4195124310311,-62.29731162525765,61.82548794489093,1742
3,20,10,75,25,5,538.3101778936482,-59.37495466965124,61.32243156772129,2813
3,20,10,75,25,10,578.5413463162664,-46.03017927378807,62.38067406974479,5133
3,20,10,75,25,20,485.7746414352336,-29.99127030543146,62.51069551399584,8181
3,20,10,75,30,3,343.99098203911205,-53.21633648205021,61.34502923976608,1710
3,20,10,75,30,5,653.4853108114753,-58.50085436211654,61.55241204207472,2757
3,20,10,75,30,10,588.0192948861172,-48.501946678254896,62.264525084275235,5043
3,20,10,75,30,20,526.9251433309635,-30.684362713606163,62.52771618625277,8118
3,20,10,75,40,3,314.8929797894507,-56.59101026329203,61.41592920353982,1695
3,20,10,75,40,5,623.3491558550593,-60.80899319520405,61.45374449339207,2724
