RSI,SMA,Buy,Sell,Hold,MaxPos,Return,MDD,WinRate,Trades
3,50,15,65,30,10,637.1534049105695,-49.03782748319392,62.44732324020602,6407
3,50,15,65,30,20,405.50223714546377,-35.539863796000596,61.96780645775788,10499
3,50,15,65,40,3,1319.0353474511155,-60.992195413154974,62.39515377446412,2146
3,50,15,65,40,5,1389.1952599974902,-56.511848335010804,62.3146263448677,3439
3,50,15,65,40,10,702.321996427555,-49.958827205048514,62.48239161058069,6389
3,50,15,65,40,20,415.2751606562406,-35.33455109217577,61.94521332442493,10477
3,50,15,65,50,3,1334.084990868275,-60.327072453420804,62.42424242424243,2145
3,50,15,65,50,5,1447.050633517748,-55.66514761121882,62.3437045652806,3439
3,50,15,65,50,10,717.7313438784719,-49.558148880345406,62.46476667710616,6386
3,50,15,65,50,20,427.00712081725294,-34.6619757104133,61.94022725102645,10473
3,50,15,70,5,3,198.23000029700677,-67.18584988783333,53.72168284789643,3399
3,50,15,70,5,5,73.94290514648955,-73.34980044043587,52.90559120073327,5455
3,50,15,70,5,10,14.584046996444755,-55.12565842506753,52.682071384361464,9694
3,50,15,70,5,20,-10.818207250983402,-54.45619900554325,51.58527319195966,14477
3,50,15,70,10,3,1757.409480595499,-60.97203087933758,59.991809991809994,2442
3,50,15,70,10,5,1064.5772879052824,-55.54723555442116,59.59878110716099,3938
3,50,15,70,10,10,238.54206143103326,-47.78466303558681,59.04550499445062,7208
3,50,15,70,10,20,144.45968564811423,-39.26983676199114,58.67912990303136,11447
3,50,15,70,15,3,4408.2124739289,-55.561470362898135,62.32686980609419,2166
3,50,15,70,15,5,762.8770865771293,-58.419987924417406,61.37413394919169,3464
3,50,15,70,15,10,294.2039556778906,-49.26784029031984,61.100628930817614,6360
3,50,15,70,15,20,261.42740597319636,-36.26619565375571,61.07395375501624,10466
3,50,15,70,20,3,3902.4019318318724,-52.30026856749722,62.573385518590996,2044
3,50,15,70,20,5,1473.386415215451,-50.61797950661462,62.09529627367135,3274
3,50,15,70,20,10,518.5826346329078,-43.2297836203593,62.07067371202114,6056
3,50,15,70,20,20,348.25108508204136,-37.32202956690625,61.63528245787909,10090
3,50,15,70,25,3,2508.9174690000577,-58.57255951892487,62.63959390862944,1970
3,50,15,70,25,5,1859.6930875343244,-47.398449505277775,62.209667294413066,3186
3,50,15,70,25,10,665.8088155582459,-44.563417203133184,62.10864782535116,5909
3,50,15,70,25,20,391.1149499446048,-36.89755227757312,61.82313199556317,9917
3,50,15,70,30,3,2905.818771134837,-58.885116015442144,62.865947611710325,1947
3,50,15,70,30,5,1890.230306752328,-50.08044893959479,62.57941550190598,3148
3,50,15,70,30,10,694.5747878845136,-46.07828679201251,62.230953194396996,5854
3,50,15,70,30,20,403.3153709980157,-35.587409838562394,61.8529441675989,9833
3,50,15,70,40,3,2283.4427819721227,-60.11867424608312,62.88981288981289,1924
3,50,15,70,40,5,2266.340005293524,-48.57986813020675,62.708600770218226,3116
3,50,15,70,40,10,797.6819498405424,-47.217281338316376,62.32358003442341,5810
3,50,15,70,40,20,395.34103874532025,-38.075505170272535,61.817624207728485,9782
3,50,15,70,50,3,2103.0332454615095,-61.24891116753869,62.91079812206573,1917
3,50,15,70,50,5,1966.2051821011694,-47.34313402150046,62.56046436633345,3101
3,50,15,70,50,10,737.3791393814553,-47.10002069487905,62.26252158894646,5790
3,50,15,70,50,20,395.03578510427843,-38.31174754057097,61.79752277612857,9769
3,50,15,75,5,3,93.69436945629188,-75.66681049984858,52.526799387442566,3265
3,50,15,75,5,5,128.54473997507148,-78.29288224175369,52.16072782410917,5276
3,50,15,75,5,10,11.646618445814138,-58.979041372085405,51.453118370810344,9428
3,50,15,75,5,20,-10.257241635658499,-55.348945549390336,50.53944234272103,14274
3,50,15,75,10,3,1472.3433731043433,-65.17535058981457,58.00696257615318,2298
3,50,15,75,10,5,1038.448085629505,-52.46372217947945,58.554216867469876,3735
3,50,15,75,10,10,214.4994031251486,-46.776357707680994,57.46573344998542,6858
3,50,15,75,10,20,129.60059315070512,-40.22727897340365,57.113216057735684,11085
3,50,15,75,15,3,2981.288706885625,-55.8520900646638,61.697827185447196,1979
3,50,15,75,15,5,905.158143882816,-55.42342474457407,61.0300961836798,3223
3,50,15,75,15,10,377.164212745114,-48.878412821219754,60.047082562636625,5947
3,50,15,75,15,20,236.2501164517997,-38.11171620391593,60.20469596628537,9966
3,50,15,75,20,3,1057.673819129764,-52.13423632363593,62.07834602829162,1838
3,50,15,75,20,5,1164.6841458330796,-50.873553890013234,62.07471647765177,2998
3,50,15,75,20,10,562.5893309893313,-44.13854743466842,61.42268410679089,5581
3,50,15,75,20,20,347.7424593646224,-36.833255636329916,61.17671868409954,9484
3,50,15,75,25,3,2766.7186910154305,-51.062941890053224,62.879640044994375,1778
3,50,15,75,25,5,2335.345546444943,-50.62855173430383,62.901554404145074,2895
3,50,15,75,25,10,1100.050171195558,-45.321098381256434,62.2420524261015,5379
3,50,15,75,25,20,375.94108249254344,-36.55897920911127,61.5743756786102,9210
3,50,15,75,30,3,2050.181794386227,-63.30380737027872,62.78669724770643,1744
3,50,15,75,30,5,1434.2952421068646,-53.49349100436126,62.60191421481744,2821
3,50,15,75,30,10,937.0277859617067,-43.8401615620769,62.116040955631405,5274
3,50,15,75,30,20,397.36441366375203,-36.57986450461766,61.73654671508749,9087
3,50,15,75,40,3,1733.548463454974,-59.802217253244294,62.53652834599649,1711
3,50,15,75,40,5,2037.30461744312,-49.77922835848036,63.208901651112704,2786
3,50,15,75,40,10,857.5840959204136,-44.4867014281945,61.9734564339296,5199
3,50,15,75,40,20,420.5211042710853,-38.206746564844636,61.72291296625222,9008
3,50,15,75,50,3,2269.9515610736007,-62.44113141816284,62.77157956547269,1703
3,50,15,75,50,5,1715.6213530754912,-51.1067358326752,63.08360477741585,2763
3,50,15,75,50,10,956.993234086225,-42.167433083609005,62.0409741012756,5174
3,50,15,75,50,20,421.6397513377526,-38.08060379621863,61.7286700824237,8978
3,50,15,80,5,3,402.0990310123126,-66.3678201453348,52.06559444970041,3171
3,50,15,80,5,5,271.10695087255954,-68.94020629620078,51.545383411580595,5112
3,50,15,80,5,10,33.804712832912934,-52.128772093567285,50.60424605334784,9185
3,50,15,80,5,20,-4.141755385952505,-51.46925210168136,49.680760499432466,14096
3,50,15,80,10,3,10321.799083227568,-61.95247218921281,57.462345960748515,2191
3,50,15,80,10,5,2035.4862963059677,-49.59523949028502,57.331090552284834,3567
3,50,15,80,10,10,318.1709193644102,-44.848458037918526,56.20449029126213,6592
3,50,15,80,10,20,186.91710715702828,-41.08461005001833,55.737096175269215,10772
3,50,15,80,15,3,2576.3846609558823,-51.72647978090761,60.70652173913044,1840
3,50,15,80,15,5,2884.459326045421,-56.04104149482706,60.4836038423319,3019
3,50,15,80,15,10,721.0594892169645,-44.846890584469634,59.49839914621131,5622
3,50,15,80,15,20,363.6854550096758,-38.16654831627101,59.356540084388186,9480
3,50,15,80,20,3,2430.5590912622083,-55.75542753564282,62.103407755581664,1702
3,50,15,80,20,5,1788.4859956740065,-51.38551794970315,61.67209554831705,2763
3,50,15,80,20,10,754.5648298090914,-38.984608922093024,60.67026194144838,5192
3,50,15,80,20,20,454.9608401293257,-33.75812987210353,60.397261811244526,8911
3,50,15,80,25,3,3035.218666087497,-50.77998150195576,62.61799874134676,1589
3,50,15,80,25,5,2964.068193392231,-51.81445103280073,62.50956388676359,2614
3,50,15,80,25,10,1050.4172604703353,-40.8810833927354,61.44945188794153,4926
3,50,15,80,25,20,380.1978920968954,-34.484239152268266,61.062361062361056,8547
3,50,15,80,30,3,2352.412790970242,-61.87656723906522,63.124199743918055,1562
3,50,15,80,30,5,2430.4909610277405,-58.16058200267441,62.71653543307087,2540
3,50,15,80,30,10,1008.2456808251397,-42.81941259596244,61.7720465890183,4808
3,50,15,80,30,20,493.99702637516407,-37.39054609070014,61.302270011947435,8370
3,50,15,80,40,3,3514.4148598761676,-57.11875655615195,63.17169069462647,1526
3,50,15,80,40,5,3172.296334123146,-46.19916906849904,62.918178153970175,2481
3,50,15,80,40,10,988.1465072095781,-42.849444858597145,61.676263595649395,4689
3,50,15,80,40,20,434.156898110012,-37.54126235867363,61.2671774291621,8223
3,50,15,80,50,3,3254.536095239738,-57.460812141969065,63.05353602115004,1513
3,50,15,80,50,5,2430.2299014895125,-50.35763557900532,62.58669930640555,2451
3,50,15,80,50,10,1047.381523391217,-42.942571298465296,61.635895234006014,4658
3,50,15,80,50,20,399.8234627565804,-37.22638657311318,61.228735772855224,8171
3,50,20,55,5,3,204.27084060205075,-64.88801324919507,57.00694265878118,3889
3,50,20,55,5,5,83.61862377347238,-63.430446653425236,56.13079019073569,6239
3,50,20,55,5,10,-3.274894789472671,-57.20981614129927,55.38699127906976,11008
3,50,20,55,5,20,-15.742753430066003,-56.29537158481184,54.44579780755176,16420
3,50,20,55,10,3,1126.1135913388255,-66.74329048393764,62.07729468599034,2898
3,50,20,55,10,5,745.4567744553824,-54.09276870017078,61.90880169671262,4715
3,50,20,55,10,10,223.2279836526185,-49.10423346095124,62.08497794288368,8614
3,50,20,55,10,20,194.30177411821967,-36.534027325416034,61.831436435319496,13443
3,50,20,55,15,3,1415.0604263178227,-62.2292119000304,62.5837676842889,2686
3,50,20,55,15,5,1550.993677230563,-53.50758211626334,63.028088604704266,4379
3,50,20,55,15,10,345.1810482799884,-44.02299803839955,62.76688725184167,8009
3,50,20,55,15,20,248.71353691182802,-35.290060172672376,62.28683693516699,12725
3,50,20,55,20,3,1749.4469267269455,-62.51350263376394,62.85171102661597,2630
3,50,20,55,20,5,1450.5401203974538,-57.01718712039403,62.62295081967213,4270
3,50,20,55,20,10,549.7341338784578,-42.78899701499299,63.036555852757616,7851
3,50,20,55,20,20,294.1931414356623,-34.48794609725688,62.44823192099395,12556
3,50,20,55,25,3,1585.2417529718089,-61.400769756070396,62.9359908010732,2609
3,50,20,55,25,5,1670.4618832344845,-50.51342363390419,62.52949504483247,4238
3,50,20,55,25,10,554.932486960469,-40.73658212325392,62.91339595933599,7771
3,50,20,55,25,20,307.82010952985485,-34.760335022712766,62.45695523344278,12487
3,50,20,55,30,3,1446.7061003806957,-60.750074129236495,62.95585412667947,2605
3,50,20,55,30,5,1731.3559709254341,-50.692870487709044,62.55912961210974,4228
3,50,20,55,30,10,572.4409154776737,-40.601294524741235,62.917580291500066,7753
3,50,20,55,30,20,310.2530772189792,-34.75491673717278,62.46891794337049,12467
3,50,20,55,40,3,1465.0086872367074,-60.74988311539582,62.990007686395074,2602
3,50,20,55,40,5,1709.472402352203,-50.692303194546675,62.55027206056305,4227
3,50,20,55,40,10,584.1412730358138,-40.604351699718514,62.930923176242736,7745
3,50,20,55,40,20,314.0466244576942,-34.75082576856144,62.47591522157996,12456
3,50,20,55,50,3,1465.0086872367074,-60.74988311539582,62.990007686395074,2602
3,50,20,55,50,5,1709.472402352203,-50.692303194546675,62.55027206056305,4227
3,50,20,55,50,10,584.1412730358138,-40.604351699718514,62.930923176242736,7745
3,50,20,55,50,20,314.7414418089202,-34.75082576856144,62.47591522157996,12456
3,50,20,60,5,3,429.9170674402472,-60.27865600274613,55.89729874297941,3739
3,50,20,60,5,5,155.49652175488978,-60.78415357406134,55.208681135225376,5990
3,50,20,60,5,10,21.67736863135248,-55.20105911208917,54.61696946993819,10678
3,50,20,60,5,20,-0.9453218484951842,-53.359073118716935,53.57451537226818,16198
3,50,20,60,10,3,649.9679538973711,-67.00368563964749,61.33869787856621,2734
3,50,20,60,10,5,708.6825874433606,-60.28857367743623,61.374354367841896,4453
3,50,20,60,10,10,290.21627420703584,-49.324707982513075,61.25091619838749,8186
3,50,20,60,10,20,209.5754260298162,-35.83312671658557,60.92776367412878,12999
3,50,20,60,15,3,860.9489479805525,-67.24177956636824,62.048192771084345,2490
3,50,20,60,15,5,1006.199854524532,-61.14044066246288,62.50307957625031,4059
3,50,20,60,15,10,365.3476173838685,-50.074028160070306,62.00481798715204,7472
3,50,20,60,15,20,285.6974551792544,-35.68619461827475,61.89184746877054,12168
3,50,20,60,20,3,865.0901678699875,-62.55987114048697,62.19461697722567,2415
3,50,20,60,20,5,1230.7787492669704,-60.020004847790766,62.52535496957403,3944
3,50,20,60,20,10,535.6356429270688,-48.800439797737575,62.259218492019805,7268
3,50,20,60,20,20,341.8396579557354,-35.015531747190536,62.072434607645874,11928
3,50,20,60,25,3,643.2902250252915,-61.947976498467405,62.17008797653959,2387
3,50,20,60,25,5,1254.7277349085816,-60.334115655515305,62.651222651222646,3885
3,50,20,60,25,10,506.28053201397154,-48.6523457234323,62.12438853948288,7155
3,50,20,60,25,20,333.07401920107304,-33.75814619736632,61.97326112709426,11818
3,50,20,60,30,3,615.7479796046468,-64.16235830067954,62.19512195121951,2378
3,50,20,60,30,5,1331.6229314930927,-60.27028695411214,62.63225806451614,3875
3,50,20,60,30,10,561.292571561437,-49.0872357469669,62.191358024691354,7128
3,50,20,60,30,20,360.1442203913709,-34.42971876118764,62.04936805496649,11789
3,50,20,60,40,3,630.5922361321485,-64.3808698774966,62.24188790560472,2373
3,50,20,60,40,5,1364.3554869550233,-59.7164254672657,62.574308606875164,3869
3,50,20,60,40,10,571.508918667797,-48.82382343730354,62.208485529643156,7118
3,50,20,60,40,20,359.90734547674424,-34.25163265366166,62.020047570506286,11772
3,50,20,60,50,3,640.3462573319196,-64.38284602508237,62.22596964586846,2372
3,50,20,60,50,5,1357.657337761361,-59.716416748676615,62.574308606875164,3869
3,50,20,60,50,10,570.6929407408056,-48.183538855141634,62.21191680719505,7116
3,50,20,60,50,20,361.3369544247498,-34.250747992144255,62.030586236193706,11770
3,50,20,65,5,3,177.41295887371953,-69.8892663506858,54.43425076452599,3597
3,50,20,65,5,5,172.27806279304025,-60.95601780886788,54.09836065573771,5795
3,50,20,65,5,10,56.37465135857826,-53.04891606932293,53.56525081683644,10406
3,50,20,65,5,20,0.48781350126674283,-53.63784911242653,52.56145618314881,15987
3,50,20,65,10,3,1429.6330540620609,-59.56855292827935,60.59793024147183,2609
3,50,20,65,10,5,771.9886063776775,-65.08265832400387,60.559374259303155,4219
3,50,20,65,10,10,324.19881682739,-49.420939948560765,60.59716728339926,7837
3,50,20,65,10,20,190.60977851687605,-37.386178593216336,59.84614164485684,12609
3,50,20,65,15,3,2286.65603387741,-59.76581056757026,62.46284501061571,2355
3,50,20,65,15,5,1239.2349018525006,-55.93538966073529,62.54304635761589,3775
3,50,20,65,15,10,416.9837927100539,-46.71700986571184,61.88168210976479,7015
3,50,20,65,15,20,336.2920955417953,-34.48777109885794,61.506024096385545,11620
3,50,20,65,20,3,2435.8914394588414,-62.066226082043045,62.400354295837026,2258
3,50,20,65,20,5,1676.5143955498427,-55.62831783897111,62.96500413337007,3629
3,50,20,65,20,10,571.5723591631037,-49.45255163296677,62.403675163011265,6748
3,50,20,65,20,20,421.14665666006516,-34.47142022558486,61.83523581983895,11301
3,50,20,65,25,3,3394.1582352217383,-49.6053547171887,62.88150807899462,2228
3,50,20,65,25,5,1796.4230466871456,-53.61895603528241,62.95146726862303,3544
3,50,20,65,25,10,747.7702390532642,-47.1662055848559,62.437698232895336,6621
3,50,20,65,25,20,466.8954750670893,-33.439209566228975,61.88682629360596,11151
3,50,20,65,30,3,2692.7286136896005,-59.31484524866868,62.68115942028986,2208
3,50,20,65,30,5,1856.8284692419372,-53.763618503448505,62.90826469752911,3521
3,50,20,65,30,10,769.2535676952784,-48.89570662325296,62.50759878419453,6580
3,50,20,65,30,20,477.33438136799106,-33.754006872681295,61.887608069164266,11104
3,50,20,65,40,3,2680.5571955901814,-57.762239921076855,62.653898768809846,2193
3,50,20,65,40,5,1919.9976484384547,-54.169018213216916,62.910128388017114,3505
3,50,20,65,40,10,821.2192528118095,-49.98489193445071,62.553321145642904,6564
3,50,20,65,40,20,479.25988265615047,-34.06088232657724,61.872517154207294,11076
3,50,20,65,50,3,2875.1262990823657,-56.98329751250619,62.72810218978102,2192
3,50,20,65,50,5,1978.7236257676411,-53.21429660265085,62.93865905848788,3505
3,50,20,65,50,10,834.2209128539782,-49.53606208068391,62.541907954891805,6562
3,50,20,65,50,20,487.4701797641417,-33.44248055356952,61.85874277456648,11072
3,50,20,70,5,3,275.7164245243754,-65.14112690881511,54.11456818842687,3439
3,50,20,70,5,5,168.397030922968,-60.65417421238447,53.16205533596838,5566
3,50,20,70,5,10,40.244456981618406,-53.69711206800349,52.5564803804994,10092
3,50,20,70,5,20,-3.482939267313645,-55.26957452876506,51.534795042898,15735
3,50,20,70,10,3,2613.3983183364285,-55.90330993518423,60.211124644742185,2463
3,50,20,70,10,5,1239.3487871278794,-57.48602350324492,59.91508491508492,4004
3,50,20,70,10,10,357.09350979386,-49.81175246134895,59.18312508397152,7443
3,50,20,70,10,20,151.26596024447417,-38.57058484161084,58.40540317930978,12141
3,50,20,70,15,3,7319.104721822876,-53.512494907252176,62.78434940855323,2198
3,50,20,70,15,5,1077.0946879981962,-55.27197931522747,62.08463504686169,3521
3,50,20,70,15,10,466.6506061653969,-49.879254402346696,61.368856224161696,6531
3,50,20,70,15,20,298.1101574101575,-36.218531726328266,61.00742888204385,11038
3,50,20,70,20,3,5431.131720136703,-49.94210512979419,62.8433734939759,2075
3,50,20,70,20,5,2161.367267623286,-47.18745291453512,62.814371257485035,3340
3,50,20,70,20,10,860.5218372401712,-44.0207628784236,62.4056528023125,6227
3,50,20,70,20,20,365.18024647008093,-38.34674631042367,61.49197355996223,10590
3,50,20,70,25,3,2922.111495242056,-57.36625393226517,62.50624063904143,2003
3,50,20,70,25,5,2686.0230110420343,-44.131835740889386,62.820117247763044,3241
3,50,20,70,25,10,1022.6000933763695,-44.86152548732118,62.47113163972286,6062
3,50,20,70,25,20,421.8786856088727,-37.54618105939931,61.67693492491336,10388
3,50,20,70,30,3,4295.107728576155,-57.856319070824014,63.10483870967742,1984
3,50,20,70,30,5,2443.763648802868,-48.11521478203335,63.16776007497656,3201
3,50,20,70,30,10,1035.8053557459507,-43.54074393102956,62.516666666666666,6000
3,50,20,70,30,20,403.7274561113214,-36.78470535239206,61.62813289294735,10294
3,50,20,70,40,3,2939.5020719218383,-56.967836544014425,62.93456032719836,1956
3,50,20,70,40,5,3226.2232455777516,-44.68269179336894,63.272383354350566,3172
3,50,20,70,40,10,1148.9311705847379,-43.87013116712651,62.581946545637926,5949
3,50,20,70,40,20,414.11517243107323,-40.15026987615457,61.712107886250365,10233
3,50,20,70,50,3,2522.2036105987877,-59.11895177535199,62.96866974833076,1947
3,50,20,70,50,5,2754.634847216421,-43.92557419755798,63.12124089901867,3159
3,50,20,70,50,10,1071.1663880010242,-44.860937061950004,62.51896813353566,5931
3,50,20,70,50,20,414.6181613030264,-40.20300544010267,61.6996279616213,10214
3,50,20,75,5,3,128.23790893134458,-73.46965188577134,53.01423810966374,3301
3,50,20,75,5,5,253.21005930243797,-68.08406262680619,52.34811777860604,5366
3,50,20,75,5,10,49.38500838263333,-51.655479957645824,51.5444999490264,9809
3,50,20,75,5,20,2.825390710318265,-53.157734440004475,50.592118035332945,15453
3,50,20,75,10,3,2816.5068508419026,-62.115991089808844,58.76288659793815,2328
3,50,20,75,10,5,1423.4376679232316,-50.3403881501266,58.92433430002636,3793
3,50,20,75,10,10,327.25794188281327,-48.20651760377856,57.65753037581237,7078
3,50,20,75,10,20,145.1412138882327,-38.376810159265276,57.000510986203366,11742
3,50,20,75,15,3,5763.651299351999,-52.44848072950815,62.344759066070544,2013
3,50,20,75,15,5,1445.4794285784053,-52.23340156253773,61.80152671755725,3275
3,50,20,75,15,10,550.163809104388,-46.20569972855944,60.381390761137595,6083
3,50,20,75,15,20,268.92508984020566,-38.26292548991318,60.1472134595163,10461
3,50,20,75,20,3,1998.9770490264013,-50.94955299009797,62.86019210245464,1874
3,50,20,75,20,5,1255.8678126359578,-46.3183117851551,62.67281105990783,3038
3,50,20,75,20,10,1004.4684712052563,-44.78614407430196,61.67131891137474,5732
3,50,20,75,20,20,355.37643412793375,-37.66224456343498,61.13973931494392,9897
3,50,20,75,25,3,4539.098760888029,-49.52773665006615,63.61631753031973,1814
3,50,20,75,25,5,3091.7707033428296,-45.070611006099675,63.372093023255815,2924
3,50,20,75,25,10,1696.2511581822707,-44.612575903840764,62.543142597638514,5505
3,50,20,75,25,20,377.34421875644983,-36.68721997407504,61.56968876860623,9607
3,50,20,75,30,3,3171.8463105162236,-58.544079975994634,63.51883080382237,1779
3,50,20,75,30,5,2408.5837050886125,-48.47992986375958,63.391608391608386,2860
3,50,20,75,30,10,1311.4044544055043,-43.929476037958054,62.37294400295694,5411
3,50,20,75,30,20,429.9811022032835,-36.64595222666716,61.74794173527549,9474
3,50,20,75,40,3,2617.115483727539,-55.77595604100472,63.42857142857142,1750
3,50,20,75,40,5,2634.370438619236,-47.485539168822605,63.6717368234878,2827
3,50,20,75,40,10,1263.964023344483,-46.28446840518919,62.31721034870641,5334
3,50,20,75,40,20,461.6268317398807,-39.23913101237784,61.786970892419234,9379
3,50,20,75,50,3,3371.4990004888655,-57.21166418309978,63.699023549684085,1741
3,50,20,75,50,5,2367.841045127051,-47.83339780036053,63.63311920057102,2802
3,50,20,75,50,10,1238.9523459469724,-44.21263338996779,62.27838551490004,5302
3,50,20,75,50,20,477.63133917334244,-39.58038158739573,61.786096256684495,9350
3,50,20,80,5,3,412.36160594767534,-66.32843914755593,52.43597751405371,3202
3,50,20,80,5,5,417.5787964542356,-54.631896008009896,51.83759861458533,5197
3,50,20,80,5,10,48.825789645108195,-53.026760764331605,50.7031905961377,9528
3,50,20,80,5,20,15.162877455627655,-46.78891733856395,49.760168210789146,15219
3,50,20,80,10,3,17385.53852035881,-55.892131947174704,58.153153153153156,2220
3,50,20,80,10,5,2502.6882230839988,-50.69943508282362,57.26945444475214,3611
3,50,20,80,10,10,529.7548180743825,-45.46709932109311,56.335109532267616,6756
3,50,20,80,10,20,174.85041162742948,-41.21238061863145,55.70699964825888,11372
3,50,20,80,15,3,3862.8722945063723,-48.7249312724132,60.85790884718498,1865
3,50,20,80,15,5,6097.771480983496,-54.38222108114987,61.055030934549,3071
3,50,20,80,15,10,1056.0365194261922,-43.9067080883145,60.01742160278746,5740
3,50,20,80,15,20,371.90092040109573,-37.31131281659466,59.18037751085091,9907
3,50,20,80,20,3,3025.210045182799,-51.646606359830315,62.3768115942029,1725
3,50,20,80,20,5,2911.386673791015,-49.50359503361009,62.16216216216216,2812
3,50,20,80,20,10,993.9380261802269,-41.99583029635343,61.01790763430726,5305
3,50,20,80,20,20,479.5265667047731,-34.547215435785475,60.311115912282595,9257
3,50,20,80,25,3,4388.029213263672,-50.7338440403672,63.13193588162762,1622
3,50,20,80,25,5,3762.82057687612,-48.374845210676156,62.83018867924528,2650
3,50,20,80,25,10,1224.7415495463306,-41.25930569478005,61.67198723064645,5012
3,50,20,80,25,20,388.5600184560551,-35.02040752643436,61.05417276720352,8879
3,50,20,80,30,3,2793.866683707324,-60.05112478147018,63.051702395964696,1586
3,50,20,80,30,5,2849.3379530130996,-55.275115678676,62.912621359223294,2575
3,50,20,80,30,10,1225.7320967065732,-43.99493617712902,62.20728975768682,4911
3,50,20,80,30,20,447.21729368090195,-36.09091913406973,61.27654662973222,8664
3,50,20,80,40,3,3878.0081752299184,-59.754867738311134,62.943834732085215,1549
3,50,20,80,40,5,3036.3136031765125,-47.40581258156217,63.14954383181277,2521
3,50,20,80,40,10,1087.372105103135,-41.66342354629886,61.99246546672248,4778
3,50,20,80,40,20,477.8038703336886,-37.69015201177629,61.29903688043223,8514
3,50,20,80,50,3,3993.386205139979,-56.099462735507885,62.93888166449935,1538
3,50,20,80,50,5,2939.115692740497,-47.75529139085606,63.06704134885588,2491
3,50,20,80,50,10,924.8416677446494,-43.85320305160822,61.81626187961985,4735
3,50,20,80,50,20,463.5603945327258,-37.874521787865156,61.31015726617004,8457
3,50,25,55,5,3,258.825909056357,-60.87296359333937,57.02353834472286,3951
3,50,25,55,5,5,44.95587279400799,-66.97601351239008,56.055851898336996,6374
3,50,25,55,5,10,2.582599272628028,-58.43651923978834,55.37433850958619,11527
3,50,25,55,5,20,-34.19837651984099,-63.151698627202514,54.25418097865871,17759
3,50,25,55,10,3,1336.0593711158829,-66.7476098904513,62.27118644067796,2950
3,50,25,55,10,5,940.0129441387062,-51.32842228973888,62.02112238558708,4829
3,50,25,55,10,10,260.3536850398053,-50.355766834349545,61.73143689102923,8929
3,50,25,55,10,20,112.14337414762569,-42.65169341746733,61.15696698377169,14296
3,50,25,55,15,3,1266.0618021694156,-64.85328457724908,62.59150805270863,2732
3,50,25,55,15,5,1388.1909493614073,-57.09115470751305,62.5421064450932,4453
3,50,25,55,15,10,373.10073438437445,-46.80951263070171,62.424389063634166,8266
3,50,25,55,15,20,162.9320145354675,-39.63843470367252,61.581291759465486,13470
3,50,25,55,20,3,1710.7860541513571,-59.2367387901185,62.78982797307404,2674
3,50,25,55,20,5,1313.0999821217142,-56.87758423845545,62.264150943396224,4346
3,50,25,55,20,10,532.0888330419716,-47.63156129533001,62.57396449704142,8112
3,50,25,55,20,20,203.0938739895401,-38.95910611193843,61.73657654943896,13279
3,50,25,55,25,3,1331.2725889351432,-63.71300126694371,62.839879154078545,2648
3,50,25,55,25,5,1245.6385218027704,-55.800341763510794,62.07936876305408,4309
3,50,25,55,25,10,566.1837206041215,-45.063688898999565,62.661852589641434,8032
3,50,25,55,25,20,220.0338807238266,-37.57124163602284,61.74308450170519,13195
3,50,25,55,30,3,1203.6845667786934,-63.098748279891595,62.83553875236295,2645
3,50,25,55,30,5,1270.4864860240993,-55.96079076898377,62.05772811918063,4296
3,50,25,55,30,10,600.8744382087511,-44.589698250734564,62.65285749937609,8014
3,50,25,55,30,20,217.51138251040226,-38.54614207866891,61.72426889479681,13165
3,50,25,55,40,3,1219.192349200132,-63.09961276606168,62.869038607115826,2642
3,50,25,55,40,5,1254.0164323418599,-55.95883617282201,62.04889406286379,4295
3,50,25,55,40,10,598.4037292829964,-44.590573975292266,62.66550087434424,8006
3,50,25,55,40,20,221.54378802584623,-38.25371451206816,61.71797795515014,13155
3,50,25,55,50,3,1219.192349200132,-63.09961276606168,62.869038607115826,2642
3,50,25,55,50,5,1254.0164323418599,-55.95883617282201,62.04889406286379,4295
3,50,25,55,50,10,598.4037292829964,-44.590573975292266,62.66550087434424,8006
3,50,25,55,50,20,222.5514780885505,-38.278214808963874,61.71797795515014,13155
3,50,25,60,5,3,410.9184260130528,-63.40818740588412,55.81088219757,3786
3,50,25,60,5,5,135.04294045175095,-61.9833761350581,55.21089775151814,6093
3,50,25,60,5,10,13.525208399140066,-57.12843943165053,54.534016356610046,11127
3,50,25,60,5,20,-21.651257066852338,-60.006462443904994,53.487972508591064,17460
3,50,25,60,10,3,550.3111579203136,-68.04008847761527,61.560589715929524,2781
3,50,25,60,10,5,625.5858548555498,-58.92253236073807,61.36563876651982,4540
3,50,25,60,10,10,321.80277400834234,-49.62118266946033,61.13140836770772,8485
3,50,25,60,10,20,136.10168337382166,-41.96420118875083,60.410323328983615,13794
3,50,25,60,15,3,725.4927425274388,-70.6526128036202,61.91042409829568,2523
3,50,25,60,15,5,940.1242047208304,-57.92435988097123,62.32095168730274,4119
3,50,25,60,15,10,358.7397933953155,-51.876730881918455,62.033545702769466,7691
3,50,25,60,15,20,176.89720520204258,-38.10585055134637,61.3069245165315,12824
3,50,25,60,20,3,852.218239603383,-65.35707335308966,62.27569331158238,2452
3,50,25,60,20,5,1154.9489236058857,-54.73514326014855,62.35323507369473,4003
3,50,25,60,20,10,553.2508223763283,-52.708692841483376,62.29311265349706,7492
3,50,25,60,20,20,221.73465087672923,-38.17362643184903,61.469133833147225,12538
