number,value,datetime_start,datetime_complete,duration,params_buy_threshold,params_loss_cooldown_days,params_max_holding_days,params_rsi_window,params_sell_threshold,params_sma_window,state
187,2720.4819863214725,2026-01-07 10:58:15.656893,2026-01-07 11:00:30.061522,0 days 00:02:14.404629,35,25,67,6,63,125,COMPLETE
188,125.2308634845448,2026-01-07 10:58:21.103319,2026-01-07 11:00:38.348218,0 days 00:02:17.244899,35,25,66,8,63,125,COMPLETE
189,8918.615828626736,2026-01-07 10:58:22.910227,2026-01-07 11:00:47.480110,0 days 00:02:24.569883,35,25,67,3,69,125,COMPLETE
190,310.3818797036024,2026-01-07 10:58:23.336976,2026-01-07 11:00:41.700286,0 days 00:02:18.363310,35,25,68,8,63,125,COMPLETE
191,9554.851398145289,2026-01-07 10:58:35.796960,2026-01-07 11:01:07.655465,0 days 00:02:31.858505,34,25,66,3,63,125,COMPLETE
192,3738.795655584829,2026-01-07 10:58:42.322740,2026-01-07 11:01:02.186893,0 days 00:02:19.864153,34,125,65,3,63,125,COMPLETE
193,794.1801839994057,2026-01-07 10:58:43.519659,2026-01-07 11:01:09.318676,0 days 00:02:25.799017,34,25,85,10,63,125,COMPLETE
194,235.03078646899738,2026-01-07 10:58:54.189248,2026-01-07 11:01:20.303357,0 days 00:02:26.114109,34,25,67,9,63,105,COMPLETE
195,471.9233520270208,2026-01-07 10:58:55.700470,2026-01-07 11:01:38.929375,0 days 00:02:43.228905,34,25,66,13,63,125,COMPLETE
196,12643.076778180008,2026-01-07 10:58:56.701016,2026-01-07 11:01:24.204058,0 days 00:02:27.503042,34,25,67,3,63,105,COMPLETE
197,394.3499593549304,2026-01-07 10:58:57.330658,2026-01-07 11:01:21.649316,0 days 00:02:24.318658,34,10,65,8,63,105,COMPLETE
198,634.9699312963154,2026-01-07 10:59:00.293271,2026-01-07 11:01:52.761632,0 days 00:02:52.468361,34,25,67,13,63,105,COMPLETE
199,586.5899115479738,2026-01-07 10:59:01.771906,2026-01-07 11:01:59.289542,0 days 00:02:57.517636,34,25,64,13,63,105,COMPLETE
200,210.9630124944524,2026-01-07 10:59:37.832348,2026-01-07 11:02:52.168455,0 days 00:03:14.336107,37,10,64,14,63,105,COMPLETE
201,1966.0528001188072,2026-01-07 10:59:52.555950,2026-01-07 11:02:32.309234,0 days 00:02:39.753284,37,10,66,12,69,105,COMPLETE
202,341.0983906706867,2026-01-07 10:59:53.261738,2026-01-07 11:02:00.954974,0 days 00:02:07.693236,37,10,67,9,67,125,COMPLETE
203,14136.625074046888,2026-01-07 10:59:55.914284,2026-01-07 11:02:37.982444,0 days 00:02:42.068160,34,10,66,3,63,105,COMPLETE
204,9348.56859393069,2026-01-07 11:00:05.543983,2026-01-07 11:02:58.672910,0 days 00:02:53.128927,34,10,65,3,63,120,COMPLETE
205,4843.327642722363,2026-01-07 11:00:06.077009,2026-01-07 11:02:51.375385,0 days 00:02:45.298376,34,10,71,3,67,105,COMPLETE
206,5092.5590635765375,2026-01-07 11:00:10.810068,2026-01-07 11:02:57.402877,0 days 00:02:46.592809,34,10,68,3,67,105,COMPLETE
207,10065.425163063426,2026-01-07 11:00:13.269031,2026-01-07 11:02:56.679879,0 days 00:02:43.410848,34,10,62,3,68,120,COMPLETE
208,4350.561122514619,2026-01-07 11:00:14.526133,2026-01-07 11:02:53.597668,0 days 00:02:39.071535,34,125,113,3,68,130,COMPLETE
209,8363.15515581168,2026-01-07 11:00:15.064291,2026-01-07 11:03:00.420737,0 days 00:02:45.356446,37,10,114,3,68,130,COMPLETE
210,226.42485213827547,2026-01-07 11:00:15.763984,2026-01-07 11:03:45.512248,0 days 00:03:29.748264,34,10,65,19,68,130,COMPLETE
211,8895.028690267893,2026-01-07 11:00:17.681395,2026-01-07 11:02:57.688979,0 days 00:02:40.007584,34,10,115,3,68,130,COMPLETE
212,8895.028690267893,2026-01-07 11:00:17.695433,2026-01-07 11:02:53.134840,0 days 00:02:35.439407,34,10,115,3,68,130,COMPLETE
213,8951.342115434429,2026-01-07 11:00:25.974629,2026-01-07 11:03:08.306121,0 days 00:02:42.331492,37,10,64,3,68,130,COMPLETE
214,8363.15515581168,2026-01-07 11:00:27.244250,2026-01-07 11:03:11.502604,0 days 00:02:44.258354,37,10,115,3,68,130,COMPLETE
215,101.30224998421622,2026-01-07 11:00:30.181508,2026-01-07 11:03:51.227657,0 days 00:03:21.046149,37,25,54,19,68,105,COMPLETE
216,8372.607492733428,2026-01-07 11:00:34.707666,2026-01-07 11:03:22.017625,0 days 00:02:47.309959,37,10,111,3,68,130,COMPLETE
217,4911.854097363764,2026-01-07 11:00:38.366691,2026-01-07 11:03:28.217614,0 days 00:02:49.850923,38,10,97,3,67,130,COMPLETE
218,4931.194660013002,2026-01-07 11:00:38.389845,2026-01-07 11:03:28.675313,0 days 00:02:50.285468,38,10,117,3,67,130,COMPLETE
219,4932.30888086173,2026-01-07 11:00:39.529433,2026-01-07 11:03:25.080574,0 days 00:02:45.551141,38,10,116,3,67,130,COMPLETE
220,7308.056081988022,2026-01-07 11:00:41.842493,2026-01-07 11:03:27.194270,0 days 00:02:45.351777,38,10,112,3,68,130,COMPLETE
221,8049.596235793125,2026-01-07 11:00:44.186354,2026-01-07 11:03:34.330200,0 days 00:02:50.143846,38,10,53,3,68,130,COMPLETE
222,8895.028690267893,2026-01-07 11:00:47.511475,2026-01-07 11:03:32.425447,0 days 00:02:44.913972,34,10,115,3,68,130,COMPLETE
223,10894.409827200017,2026-01-07 11:01:02.284792,2026-01-07 11:03:47.403237,0 days 00:02:45.118445,34,5,53,3,68,130,COMPLETE
224,7432.068890258806,2026-01-07 11:01:07.699113,2026-01-07 11:03:51.806279,0 days 00:02:44.107166,38,10,113,3,68,130,COMPLETE
225,7432.068890258806,2026-01-07 11:01:09.419082,2026-01-07 11:03:52.699239,0 days 00:02:43.280157,38,10,115,3,68,130,COMPLETE
226,7432.068890258806,2026-01-07 11:01:20.397270,2026-01-07 11:04:00.351039,0 days 00:02:39.953769,38,10,115,3,68,130,COMPLETE
227,7432.068890258806,2026-01-07 11:01:21.761962,2026-01-07 11:04:00.518749,0 days 00:02:38.756787,38,10,114,3,68,130,COMPLETE
228,7432.068890258806,2026-01-07 11:01:24.225432,2026-01-07 11:04:07.227795,0 days 00:02:43.002363,38,10,115,3,68,130,COMPLETE
229,7432.068890258806,2026-01-07 11:01:39.146561,2026-01-07 11:04:19.780496,0 days 00:02:40.633935,38,10,115,3,68,130,COMPLETE
230,8049.596235793125,2026-01-07 11:01:52.855707,2026-01-07 11:04:30.951872,0 days 00:02:38.096165,38,10,53,3,68,130,COMPLETE
231,7457.349839092237,2026-01-07 11:01:59.433343,2026-01-07 11:04:31.026850,0 days 00:02:31.593507,38,10,116,3,68,130,COMPLETE
232,9045.439504049076,2026-01-07 11:02:00.963077,2026-01-07 11:04:33.216678,0 days 00:02:32.253601,38,15,113,3,68,130,COMPLETE
233,9045.439504049076,2026-01-07 11:02:32.362383,2026-01-07 11:05:03.092989,0 days 00:02:30.730606,38,15,114,3,68,130,COMPLETE
234,8348.600032489805,2026-01-07 11:02:38.107738,2026-01-07 11:05:11.576519,0 days 00:02:33.468781,38,5,116,3,68,130,COMPLETE
235,8930.611358905237,2026-01-07 11:02:51.586626,2026-01-07 11:05:25.114553,0 days 00:02:33.527927,38,15,61,3,68,130,COMPLETE
236,9045.439504049076,2026-01-07 11:02:52.669249,2026-01-07 11:05:22.171671,0 days 00:02:29.502422,38,15,114,3,68,130,COMPLETE
237,8181.895849259271,2026-01-07 11:02:53.598359,2026-01-07 11:05:25.680539,0 days 00:02:32.082180,38,5,112,3,68,130,COMPLETE
238,8181.895849259271,2026-01-07 11:02:54.186724,2026-01-07 11:05:23.824528,0 days 00:02:29.637804,38,5,112,3,68,130,COMPLETE
239,8850.521825477597,2026-01-07 11:02:57.301636,2026-01-07 11:05:24.717916,0 days 00:02:27.416280,38,5,61,3,68,130,COMPLETE
240,8320.494913313596,2026-01-07 11:02:57.677224,2026-01-07 11:05:34.208164,0 days 00:02:36.530940,38,5,114,3,68,130,COMPLETE
241,8320.494913313596,2026-01-07 11:02:58.710720,2026-01-07 11:05:32.744482,0 days 00:02:34.033762,38,5,115,3,68,130,COMPLETE
242,8850.521825477597,2026-01-07 11:02:59.073143,2026-01-07 11:05:28.584222,0 days 00:02:29.511079,38,5,61,3,68,130,COMPLETE
243,8320.494913313596,2026-01-07 11:03:00.497107,2026-01-07 11:05:34.700795,0 days 00:02:34.203688,38,5,114,3,68,130,COMPLETE
244,913.4789349714295,2026-01-07 11:03:08.626268,2026-01-07 11:06:01.201880,0 days 00:02:52.575612,38,5,116,19,68,130,COMPLETE
245,962.307146892919,2026-01-07 11:03:11.581366,2026-01-07 11:06:00.264663,0 days 00:02:48.683297,38,5,115,19,68,130,COMPLETE
246,8320.494913313596,2026-01-07 11:03:22.146019,2026-01-07 11:05:49.663489,0 days 00:02:27.517470,38,5,115,3,68,130,COMPLETE
247,8320.494913313596,2026-01-07 11:03:25.135873,2026-01-07 11:05:55.406162,0 days 00:02:30.270289,38,5,115,3,68,130,COMPLETE
248,490.64521360072166,2026-01-07 11:03:27.234948,2026-01-07 11:06:11.627555,0 days 00:02:44.392607,38,5,61,18,68,130,COMPLETE
249,2171.502582078042,2026-01-07 11:03:28.330560,2026-01-07 11:05:44.434574,0 days 00:02:16.104014,38,5,114,4,68,120,COMPLETE
250,1707.5866794883805,2026-01-07 11:03:28.781424,2026-01-07 11:05:51.097255,0 days 00:02:22.315831,38,5,61,4,68,120,COMPLETE
251,2172.999443169516,2026-01-07 11:03:32.658907,2026-01-07 11:05:56.212579,0 days 00:02:23.553672,38,5,115,4,68,120,COMPLETE
252,2070.683103432227,2026-01-07 11:03:34.418339,2026-01-07 11:05:56.986141,0 days 00:02:22.567802,38,5,113,4,68,120,COMPLETE
253,1707.5866794883805,2026-01-07 11:03:45.550157,2026-01-07 11:06:13.673402,0 days 00:02:28.123245,38,5,61,4,68,120,COMPLETE
254,1707.5866794883805,2026-01-07 11:03:47.574828,2026-01-07 11:06:15.104554,0 days 00:02:27.529726,38,5,61,4,68,120,COMPLETE
255,1707.5866794883805,2026-01-07 11:03:51.436567,2026-01-07 11:06:14.833305,0 days 00:02:23.396738,38,5,61,4,68,120,COMPLETE
256,2154.3530736493985,2026-01-07 11:03:51.819908,2026-01-07 11:06:15.488034,0 days 00:02:23.668126,38,5,112,4,68,120,COMPLETE
257,2307.3858824849963,2026-01-07 11:03:52.742370,2026-01-07 11:06:18.242396,0 days 00:02:25.500026,40,5,112,4,68,120,COMPLETE
258,2154.3530736493985,2026-01-07 11:04:00.408595,2026-01-07 11:06:27.712083,0 days 00:02:27.303488,38,5,112,4,68,120,COMPLETE
259,2218.2476203209544,2026-01-07 11:04:00.551820,2026-01-07 11:06:23.021614,0 days 00:02:22.469794,40,5,113,4,68,120,COMPLETE
260,2154.3530736493985,2026-01-07 11:04:07.288862,2026-01-07 11:06:29.284420,0 days 00:02:21.995558,38,5,112,4,68,120,COMPLETE
261,1707.5866794883805,2026-01-07 11:04:20.144024,2026-01-07 11:06:38.231300,0 days 00:02:18.087276,38,5,61,4,68,120,COMPLETE
262,2171.502582078042,2026-01-07 11:04:31.125502,2026-01-07 11:06:43.893397,0 days 00:02:12.767895,38,5,114,4,68,120,COMPLETE
263,2245.5733577836645,2026-01-07 11:04:31.562149,2026-01-07 11:06:44.613615,0 days 00:02:13.051466,38,5,109,4,68,120,COMPLETE
264,2930.839810286554,2026-01-07 11:04:33.321378,2026-01-07 11:07:01.629407,0 days 00:02:28.308029,38,5,61,4,62,120,COMPLETE
265,2790.233359374947,2026-01-07 11:05:03.332909,2026-01-07 11:07:15.144912,0 days 00:02:11.812003,40,5,108,4,62,120,COMPLETE
266,2618.010601961125,2026-01-07 11:05:11.747895,2026-01-07 11:07:32.398253,0 days 00:02:20.650358,38,5,108,4,62,120,COMPLETE
267,2970.358441955841,2026-01-07 11:05:22.602445,2026-01-07 11:07:56.524988,0 days 00:02:33.922543,40,5,61,4,62,120,COMPLETE
268,2381.7498752246765,2026-01-07 11:05:24.152963,2026-01-07 11:07:42.584428,0 days 00:02:18.431465,39,5,109,4,62,120,COMPLETE
269,2970.358441955841,2026-01-07 11:05:24.986513,2026-01-07 11:07:56.445272,0 days 00:02:31.458759,40,5,61,4,62,120,COMPLETE
270,2479.6814606152607,2026-01-07 11:05:25.295236,2026-01-07 11:07:39.625074,0 days 00:02:14.329838,39,5,61,4,62,120,COMPLETE
271,2479.6814606152607,2026-01-07 11:05:25.819243,2026-01-07 11:07:45.845459,0 days 00:02:20.026216,39,5,61,4,62,120,COMPLETE
272,2749.804506100922,2026-01-07 11:05:28.887271,2026-01-07 11:07:52.441033,0 days 00:02:23.553762,40,5,60,4,62,120,COMPLETE
273,2479.6814606152607,2026-01-07 11:05:32.872781,2026-01-07 11:07:58.164320,0 days 00:02:25.291539,39,5,61,4,62,120,COMPLETE
274,1763.6533665034033,2026-01-07 11:05:34.319175,2026-01-07 11:07:53.541523,0 days 00:02:19.222348,39,5,61,4,67,120,COMPLETE
275,2557.7545304074497,2026-01-07 11:05:34.725023,2026-01-07 11:07:55.759993,0 days 00:02:21.034970,39,0,62,4,62,120,COMPLETE
276,3355.725978105132,2026-01-07 11:05:44.459580,2026-01-07 11:07:58.069159,0 days 00:02:13.609579,40,0,118,4,67,120,COMPLETE
277,2557.7545304074497,2026-01-07 11:05:49.890171,2026-01-07 11:08:06.205441,0 days 00:02:16.315270,39,0,62,4,62,120,COMPLETE
278,3086.4311333993646,2026-01-07 11:05:51.211402,2026-01-07 11:08:15.473446,0 days 00:02:24.262044,40,0,109,4,62,120,COMPLETE
279,2680.2330851810893,2026-01-07 11:05:55.541401,2026-01-07 11:08:19.106503,0 days 00:02:23.565102,39,0,109,4,62,120,COMPLETE
280,2002.147534032514,2026-01-07 11:05:56.274843,2026-01-07 11:08:25.683960,0 days 00:02:29.409117,28,0,62,4,62,120,COMPLETE
281,3078.2240453419786,2026-01-07 11:05:57.100162,2026-01-07 11:08:10.683109,0 days 00:02:13.582947,39,0,110,4,67,120,COMPLETE
282,3016.6452768049257,2026-01-07 11:06:00.505899,2026-01-07 11:08:26.220350,0 days 00:02:25.714451,40,0,62,4,62,120,COMPLETE
283,3378.502892573627,2026-01-07 11:06:01.458300,2026-01-07 11:08:14.119091,0 days 00:02:12.660791,40,0,109,4,67,120,COMPLETE
284,3086.4311333993646,2026-01-07 11:06:11.696937,2026-01-07 11:08:37.143789,0 days 00:02:25.446852,40,0,108,4,62,120,COMPLETE
285,2683.109847136593,2026-01-07 11:06:13.764773,2026-01-07 11:08:36.684358,0 days 00:02:22.919585,39,0,110,4,62,120,COMPLETE
286,3060.051265585164,2026-01-07 11:06:14.851158,2026-01-07 11:08:42.317524,0 days 00:02:27.466366,40,0,118,4,62,120,COMPLETE
287,4515.176523431054,2026-01-07 11:06:15.196694,2026-01-07 11:08:37.866531,0 days 00:02:22.669837,34,0,118,3,67,120,COMPLETE
288,12420.733404301183,2026-01-07 11:06:15.614173,2026-01-07 11:08:44.616760,0 days 00:02:29.002587,39,0,109,3,62,95,COMPLETE
289,2821.1008218106253,2026-01-07 11:06:18.271851,2026-01-07 11:08:46.918750,0 days 00:02:28.646899,39,0,119,3,67,45,COMPLETE
290,12707.588214569478,2026-01-07 11:06:23.088759,2026-01-07 11:08:55.057049,0 days 00:02:31.968290,39,0,110,3,62,125,COMPLETE
291,9946.982818882114,2026-01-07 11:06:27.787923,2026-01-07 11:09:02.472322,0 days 00:02:34.684399,34,0,108,3,62,125,COMPLETE
292,12707.588214569478,2026-01-07 11:06:29.307259,2026-01-07 11:09:04.245324,0 days 00:02:34.938065,39,0,108,3,62,125,COMPLETE
293,12707.588214569478,2026-01-07 11:06:38.271899,2026-01-07 11:09:19.452898,0 days 00:02:41.180999,39,0,108,3,62,125,COMPLETE
294,4335.527160516672,2026-01-07 11:06:43.979763,2026-01-07 11:09:16.857579,0 days 00:02:32.877816,39,0,109,3,67,60,COMPLETE
295,6444.385225953806,2026-01-07 11:06:44.639369,2026-01-07 11:09:13.961619,0 days 00:02:29.322250,39,0,118,3,67,125,COMPLETE
296,6444.385225953806,2026-01-07 11:07:01.981974,2026-01-07 11:09:43.278759,0 days 00:02:41.296785,39,0,118,3,67,125,COMPLETE
297,6444.385225953806,2026-01-07 11:07:15.407468,2026-01-07 11:09:54.241253,0 days 00:02:38.833785,39,0,118,3,67,125,COMPLETE
298,2459.141948230702,2026-01-07 11:07:32.594579,2026-01-07 11:10:03.003916,0 days 00:02:30.409337,39,0,118,3,67,95,COMPLETE
299,2266.914579365503,2026-01-07 11:07:39.678512,2026-01-07 11:10:11.867799,0 days 00:02:32.189287,39,0,118,3,67,90,COMPLETE
300,6444.250935566641,2026-01-07 11:07:42.978564,2026-01-07 11:10:24.602311,0 days 00:02:41.623747,39,0,119,3,67,125,COMPLETE
301,2459.141948230702,2026-01-07 11:07:45.923984,2026-01-07 11:10:24.549441,0 days 00:02:38.625457,39,0,118,3,67,95,COMPLETE
302,2459.141948230702,2026-01-07 11:07:53.169384,2026-01-07 11:10:26.782559,0 days 00:02:33.613175,39,0,118,3,67,95,COMPLETE
303,6444.250935566641,2026-01-07 11:07:53.591492,2026-01-07 11:10:37.231264,0 days 00:02:43.639772,39,0,119,3,67,125,COMPLETE
304,6714.2454084142855,2026-01-07 11:07:56.732133,2026-01-07 11:10:48.476763,0 days 00:02:51.744630,34,0,118,3,67,125,COMPLETE
305,2776.7963372785866,2026-01-07 11:07:56.770356,2026-01-07 11:10:45.417278,0 days 00:02:48.646922,34,0,118,3,67,90,COMPLETE
306,2822.454891655659,2026-01-07 11:07:56.871072,2026-01-07 11:10:43.713353,0 days 00:02:46.842281,34,0,118,3,67,95,COMPLETE
307,6088.665633435483,2026-01-07 11:07:58.507055,2026-01-07 11:10:52.742535,0 days 00:02:54.235480,34,15,118,3,67,125,COMPLETE
308,5995.679320558464,2026-01-07 11:07:58.587638,2026-01-07 11:10:49.761035,0 days 00:02:51.173397,34,15,105,3,67,125,COMPLETE
309,3654.6475842897744,2026-01-07 11:08:06.249726,2026-01-07 11:10:58.580325,0 days 00:02:52.330599,27,15,120,3,67,125,COMPLETE
310,6054.866312758692,2026-01-07 11:08:10.855303,2026-01-07 11:10:57.062039,0 days 00:02:46.206736,34,15,117,3,67,125,COMPLETE
311,6032.648968692448,2026-01-07 11:08:14.541608,2026-01-07 11:11:13.056400,0 days 00:02:58.514792,34,15,120,3,67,65,COMPLETE
312,3141.2498191957193,2026-01-07 11:08:15.605411,2026-01-07 11:11:10.017530,0 days 00:02:54.412119,34,15,119,3,67,95,COMPLETE
313,3141.9073825230003,2026-01-07 11:08:19.345436,2026-01-07 11:11:08.204618,0 days 00:02:48.859182,34,15,118,3,67,95,COMPLETE
314,3141.2498191957193,2026-01-07 11:08:25.771543,2026-01-07 11:11:15.147045,0 days 00:02:49.375502,34,15,119,3,67,95,COMPLETE
315,6088.665633435483,2026-01-07 11:08:26.238937,2026-01-07 11:11:13.561665,0 days 00:02:47.322728,34,15,118,3,67,125,COMPLETE
316,3744.5561028615543,2026-01-07 11:08:37.064319,2026-01-07 11:11:25.270081,0 days 00:02:48.205762,34,15,119,3,66,100,COMPLETE
317,3365.71315896874,2026-01-07 11:08:37.224485,2026-01-07 11:11:22.307314,0 days 00:02:45.082829,34,15,119,3,66,95,COMPLETE
318,6054.866312758692,2026-01-07 11:08:38.007836,2026-01-07 11:11:28.357836,0 days 00:02:50.350000,34,15,117,3,67,125,COMPLETE
319,4400.370820910121,2026-01-07 11:08:42.327952,2026-01-07 11:11:39.095157,0 days 00:02:56.767205,21,15,105,3,64,125,COMPLETE
320,4445.825402567464,2026-01-07 11:08:44.686734,2026-01-07 11:11:31.677992,0 days 00:02:46.991258,34,15,105,3,66,75,COMPLETE
321,3901.9413862284355,2026-01-07 11:08:46.977254,2026-01-07 11:11:39.966938,0 days 00:02:52.989684,34,15,64,3,65,95,COMPLETE
322,6159.178032101593,2026-01-07 11:08:55.111085,2026-01-07 11:11:44.616168,0 days 00:02:49.505083,34,15,76,3,67,125,COMPLETE
323,12975.112732837628,2026-01-07 11:09:02.480505,2026-01-07 11:11:57.096140,0 days 00:02:54.615635,34,15,74,3,61,90,COMPLETE
324,10733.811801268683,2026-01-07 11:09:04.283397,2026-01-07 11:12:02.917674,0 days 00:02:58.634277,34,15,105,3,61,95,COMPLETE
325,7446.13268114991,2026-01-07 11:09:14.113962,2026-01-07 11:12:06.078294,0 days 00:02:51.964332,34,15,106,3,64,90,COMPLETE
326,6234.802767445422,2026-01-07 11:09:17.077241,2026-01-07 11:12:14.467457,0 days 00:02:57.390216,34,15,105,3,61,85,COMPLETE
327,4072.8981950948205,2026-01-07 11:09:19.510370,2026-01-07 11:12:09.935092,0 days 00:02:50.424722,34,15,58,3,66,110,COMPLETE
328,9087.800889835144,2026-01-07 11:09:44.027880,2026-01-07 11:12:47.481380,0 days 00:03:03.453500,34,15,73,3,61,125,COMPLETE
329,10493.479302174972,2026-01-07 11:09:54.748993,2026-01-07 11:13:14.924883,0 days 00:03:20.175890,34,15,74,3,61,110,COMPLETE
330,12975.112732837628,2026-01-07 11:10:03.518088,2026-01-07 11:13:06.306713,0 days 00:03:02.788625,34,15,105,3,61,90,COMPLETE
331,13814.952526911413,2026-01-07 11:10:11.983456,2026-01-07 11:13:22.223489,0 days 00:03:10.240033,34,15,106,3,61,80,COMPLETE
332,6234.802767445422,2026-01-07 11:10:24.661465,2026-01-07 11:13:44.638228,0 days 00:03:19.976763,34,15,105,3,61,85,COMPLETE
333,5279.837998321932,2026-01-07 11:10:24.972693,2026-01-07 11:13:18.116361,0 days 00:02:53.143668,34,15,104,3,65,80,COMPLETE
334,10493.479302174972,2026-01-07 11:10:27.438625,2026-01-07 11:13:39.729799,0 days 00:03:12.291174,34,15,106,3,61,110,COMPLETE
335,6112.21111545992,2026-01-07 11:10:37.347426,2026-01-07 11:13:51.412569,0 days 00:03:14.065143,34,15,58,3,61,85,COMPLETE
336,11803.854858297464,2026-01-07 11:10:44.063328,2026-01-07 11:14:02.674987,0 days 00:03:18.611659,34,15,106,3,61,115,COMPLETE
337,10493.479302174972,2026-01-07 11:10:46.017043,2026-01-07 11:13:57.135273,0 days 00:03:11.118230,34,15,71,3,61,110,COMPLETE
338,10493.479302174972,2026-01-07 11:10:48.703566,2026-01-07 11:14:03.623915,0 days 00:03:14.920349,34,15,104,3,61,110,COMPLETE
339,11663.967712544378,2026-01-07 11:10:49.810291,2026-01-07 11:14:00.224042,0 days 00:03:10.413751,35,15,58,3,61,110,COMPLETE
340,8282.580909362225,2026-01-07 11:10:52.862803,2026-01-07 11:14:01.053302,0 days 00:03:08.190499,35,15,76,3,64,110,COMPLETE
341,11893.192157166444,2026-01-07 11:10:57.646425,2026-01-07 11:14:14.446620,0 days 00:03:16.800195,35,15,64,3,61,110,COMPLETE
342,12220.483591989734,2026-01-07 11:10:59.085924,2026-01-07 11:14:13.064889,0 days 00:03:13.978965,35,15,103,3,61,115,COMPLETE
343,8282.580909362225,2026-01-07 11:11:08.351236,2026-01-07 11:14:11.625372,0 days 00:03:03.274136,35,15,105,3,64,110,COMPLETE
344,7788.260179211912,2026-01-07 11:11:10.084154,2026-01-07 11:14:29.087156,0 days 00:03:19.003002,35,15,106,3,61,135,COMPLETE
345,11893.192157166444,2026-01-07 11:11:13.151277,2026-01-07 11:14:27.260175,0 days 00:03:14.108898,35,15,74,3,61,110,COMPLETE
346,5527.542670527911,2026-01-07 11:11:13.980843,2026-01-07 11:14:28.316354,0 days 00:03:14.335511,35,15,69,3,65,115,COMPLETE
347,10979.549827374753,2026-01-07 11:11:15.192394,2026-01-07 11:14:36.808618,0 days 00:03:21.616224,35,10,75,3,61,80,COMPLETE
348,6807.568322620263,2026-01-07 11:11:22.409723,2026-01-07 11:14:37.686155,0 days 00:03:15.276432,35,10,106,3,64,115,COMPLETE
349,11540.039155485005,2026-01-07 11:11:25.331413,2026-01-07 11:14:41.229384,0 days 00:03:15.897971,35,10,74,3,61,110,COMPLETE
350,11561.436294946649,2026-01-07 11:11:28.406516,2026-01-07 11:14:48.075242,0 days 00:03:19.668726,35,10,72,3,61,115,COMPLETE
351,11329.066898836258,2026-01-07 11:11:31.692986,2026-01-07 11:14:50.319590,0 days 00:03:18.626604,35,10,58,3,61,115,COMPLETE
352,6057.284524646977,2026-01-07 11:11:39.139612,2026-01-07 11:14:58.149811,0 days 00:03:19.010199,35,10,69,3,61,85,COMPLETE
353,11561.436294946649,2026-01-07 11:11:40.050909,2026-01-07 11:14:59.014048,0 days 00:03:18.963139,35,10,77,3,61,115,COMPLETE
354,11540.039155485005,2026-01-07 11:11:44.829473,2026-01-07 11:15:02.258696,0 days 00:03:17.429223,35,10,70,3,61,110,COMPLETE
355,9022.3769879131,2026-01-07 11:11:57.223046,2026-01-07 11:15:16.979007,0 days 00:03:19.755961,35,10,58,3,60,110,COMPLETE
